transcription,path_to_audio,speaker_id,native_language,gender,unispeech_large_transcriptions
was it the rendezvous of those who were striving to work his ruin,data/l2arctic/ERMS/wav/arctic_a0116.wav,ERMS,Spanish,M,whas it the rondiebos of thos who wares stribeing to work his rooin
she added with genuine sympathy in her face and voice,data/l2arctic/ERMS/wav/arctic_a0117.wav,ERMS,Spanish,M,she aidd with genuin  siympoathyin herfase and vose
pierre obeys me when we are together,data/l2arctic/ERMS/wav/arctic_a0118.wav,ERMS,Spanish,M,pear obas me when we ar together
my right foot feels like that of a chinese debutante,data/l2arctic/ERMS/wav/arctic_a0120.wav,ERMS,Spanish,M,my rigt foot fels like that of a chines  debutent
they ate dinner at the fifth and rested for two hours,data/l2arctic/ERMS/wav/arctic_a0121.wav,ERMS,Spanish,M,dheay ate dinnore at the fifthe  andrested for to owrs
two years ago i gave up civilization for this,data/l2arctic/ERMS/wav/arctic_a0122.wav,ERMS,Spanish,M,to yars ago i gave up savilization for this
she had died from cold and starvation,data/l2arctic/ERMS/wav/arctic_a0123.wav,ERMS,Spanish,M,she had die fromm caland sterbation
it was jeanne singing softly over beyond the rocks,data/l2arctic/ERMS/wav/arctic_a0124.wav,ERMS,Spanish,M,it was gn singig softlyovberbiyon the roks
he was determined now to maintain a more certain hold upon himself,data/l2arctic/ERMS/wav/arctic_a0125.wav,ERMS,Spanish,M,he was deturmind now to maintayn a more seurtn holdopon hmself
each day she became a more vital part of him,data/l2arctic/ERMS/wav/arctic_a0126.wav,ERMS,Spanish,M,each day she becamea morbite part  of him
it was a temptation but he resisted it,data/l2arctic/ERMS/wav/arctic_a0127.wav,ERMS,Spanish,M,it was a temptation but he resisted it
this one hope was destroyed as quickly as it was born,data/l2arctic/ERMS/wav/arctic_a0128.wav,ERMS,Spanish,M,this won hope was dystrowyds kquicklyas it was  born
her face was against his breast,data/l2arctic/ERMS/wav/arctic_a0129.wav,ERMS,Spanish,M,her fase  was aganst his brest
she was his now forever,data/l2arctic/ERMS/wav/arctic_a0130.wav,ERMS,Spanish,M,she was his now forever
providence had delivered him through the maelstrom,data/l2arctic/ERMS/wav/arctic_a0131.wav,ERMS,Spanish,M,providense  had delivered   him to the mistrome
a cry of joy burst from philips lips,data/l2arctic/ERMS/wav/arctic_a0132.wav,ERMS,Spanish,M,a cri of joyborst from helipps lepps
philip began to feel that he had foolishly overestimated his strength,data/l2arctic/ERMS/wav/arctic_a0133.wav,ERMS,Spanish,M,filyp bgon to fele  thate he had foolishly   overesstimated  his strennth
he obeyed the pressure of her hand,data/l2arctic/ERMS/wav/arctic_a0134.wav,ERMS,Spanish,M,he obade  the preysurof her hand
i am going to surprise father and you will go with pierre,data/l2arctic/ERMS/wav/arctic_a0135.wav,ERMS,Spanish,M,iamgoingto surprise fotherand you willgo witth peearr
then he stepped back with a low cry of pleasure,data/l2arctic/ERMS/wav/arctic_a0137.wav,ERMS,Spanish,M,then he steppet bak wit a lowcry of pleaser
in the picture he saw each moment a greater resemblance to jeanne,data/l2arctic/ERMS/wav/arctic_a0138.wav,ERMS,Spanish,M,in the pictur he sow each mom afe gratder resemblanthe to gun
he told himself that as he washed himself and groomed his disheveled clothes,data/l2arctic/ERMS/wav/arctic_a0139.wav,ERMS,Spanish,M,he toled humseolf that as he wached himself  andgrom his desheyble cloths
accept a fathers blessing and with it this,data/l2arctic/ERMS/wav/arctic_a0140.wav,ERMS,Spanish,M,acxcept  a faothers blessingangwet theys
it seems like a strange pointing of the hand of god,data/l2arctic/ERMS/wav/arctic_a0141.wav,ERMS,Spanish,M,et sems like a strang pointing of the hun of god
such things had occurred before he told philip,data/l2arctic/ERMS/wav/arctic_a0142.wav,ERMS,Spanish,M,such things  had ocureed befor he told fiyliyp
ah i had forgotten he exclaimed,data/l2arctic/ERMS/wav/arctic_a0143.wav,ERMS,Spanish,M,am i had forgoten his clame
but there was something even more startling than this resemblance,data/l2arctic/ERMS/wav/arctic_a0144.wav,ERMS,Spanish,M,but there was somthing even mor statering than his resemblnse
i have to be careful of them as they tear very easily,data/l2arctic/ERMS/wav/arctic_a0145.wav,ERMS,Spanish,M,i have to be careful of themas they tere vuro easily
of course that is uninteresting she continued,data/l2arctic/ERMS/wav/arctic_a0146.wav,ERMS,Spanish,M,of cors that is ununteresting she continued
a moment before he was intoxicated by a joy that was almost madness,data/l2arctic/ERMS/wav/arctic_a0147.wav,ERMS,Spanish,M,a moment befor he was intoxicated by a joy that was allmost madeness
now these things had been struck dead within him,data/l2arctic/ERMS/wav/arctic_a0148.wav,ERMS,Spanish,M,now thes things had een strok dead witing him
for an instant he saw pierre drawn like a silhouette against the sky,data/l2arctic/ERMS/wav/arctic_a0149.wav,ERMS,Spanish,M,for an instant he sow pear drownlike a silouete against the sky
goodbye pierre he shouted,data/l2arctic/ERMS/wav/arctic_a0150.wav,ERMS,Spanish,M,god by peer she cshouwted
and macdougall was beyond the trail with three weeks to spare,data/l2arctic/ERMS/wav/arctic_a0151.wav,ERMS,Spanish,M,an mack dougl was beyond he tral with thre weks to spar
philip thrust himself against it and entered,data/l2arctic/ERMS/wav/arctic_a0152.wav,ERMS,Spanish,M,fillp trust himself agans itand entered
he was smooth shaven and his hair and eyes were black,data/l2arctic/ERMS/wav/arctic_a0154.wav,ERMS,Spanish,M,he wate smooith  shavenand his har andeys were black
wont you draw up gentlemen,data/l2arctic/ERMS/wav/arctic_a0155.wav,ERMS,Spanish,M,wont yo dro op gentalmn
a strange fire burned in his eyes when thorpe turned,data/l2arctic/ERMS/wav/arctic_a0156.wav,ERMS,Spanish,M,astrange fire buarnedin his eyzs when torp  turnd
he had worshiped her as dante might have worshiped beatrice,data/l2arctic/ERMS/wav/arctic_a0157.wav,ERMS,Spanish,M,he had worshipped hereeas dante mayhab  worshiped  veatris
does that look good,data/l2arctic/ERMS/wav/arctic_a0158.wav,ERMS,Spanish,M,does that lok good
they look as though he had been drumming a piano all his life,data/l2arctic/ERMS/wav/arctic_a0159.wav,ERMS,Spanish,M,they lok as thow he had been druminga piano all his life
you want to go over and see his gang throw dirt,data/l2arctic/ERMS/wav/arctic_a0160.wav,ERMS,Spanish,M,dou want to go ovber  ands his gangg trowdhered
take away their foreman and they wouldnt be worth their grub,data/l2arctic/ERMS/wav/arctic_a0161.wav,ERMS,Spanish,M,take awat there formenand they wouden be wort ther grap
thats the sub foreman explained thorpe,data/l2arctic/ERMS/wav/arctic_a0162.wav,ERMS,Spanish,M,thats the sope foriman explainedtorp
philip made no effort to follow,data/l2arctic/ERMS/wav/arctic_a0163.wav,ERMS,Spanish,M,felip manoeffort to followe
he came first a year ago and revealed himself to jeanne,data/l2arctic/ERMS/wav/arctic_a0164.wav,ERMS,Spanish,M,he came fersta gueragoand revel himselfe to gin
they are to attack your camp tomorrow night,data/l2arctic/ERMS/wav/arctic_a0165.wav,ERMS,Spanish,M,they ar to attacke your caompe to moreove night
two days ago jeanne learned where her fathers men were hiding,data/l2arctic/ERMS/wav/arctic_a0166.wav,ERMS,Spanish,M,todays ago  gin larned  wear her fathers men were hiding
i was near the cabin and saw you,data/l2arctic/ERMS/wav/arctic_a0167.wav,ERMS,Spanish,M,i was near the cavin and saw you
a low bush whipped him in the face and left no sting,data/l2arctic/ERMS/wav/arctic_a0168.wav,ERMS,Spanish,M,alowghbash wipded himin the fase  unleft no stingg
suddenly jeanne stopped for an instant,data/l2arctic/ERMS/wav/arctic_a0169.wav,ERMS,Spanish,M,suddonly  ging stope for an instant
and when you come back in a few days bring eileen,data/l2arctic/ERMS/wav/arctic_a0171.wav,ERMS,Spanish,M,and wen you com back in a fu days bring a ling
gregson had left the outer door slightly ajar,data/l2arctic/ERMS/wav/arctic_a0172.wav,ERMS,Spanish,M,gregson had left the oftoer doorsliktly a char
the date was nearly eighteen years old,data/l2arctic/ERMS/wav/arctic_a0173.wav,ERMS,Spanish,M,the dayy was nearly eten years old
they were the presage of storm,data/l2arctic/ERMS/wav/arctic_a0174.wav,ERMS,Spanish,M,theywere depresausof storm
down there the earth was already swelling with life,data/l2arctic/ERMS/wav/arctic_a0175.wav,ERMS,Spanish,M,down thar the are was alredy swelling wit life
for the first time in his life he was yearning for a scrap,data/l2arctic/ERMS/wav/arctic_a0176.wav,ERMS,Spanish,M,for the ferst timeinhis life he was uoning for a scrap
she had been thoroughly and efficiently mauled,data/l2arctic/ERMS/wav/arctic_a0177.wav,ERMS,Spanish,M,she had bentororly unefficiently mouled
every bone in her aged body seemed broken or dislocated,data/l2arctic/ERMS/wav/arctic_a0178.wav,ERMS,Spanish,M,every bonin her age body semd brokenor dislocated
tomorrow im going after that bear he said,data/l2arctic/ERMS/wav/arctic_a0179.wav,ERMS,Spanish,M,tomoro imgoing aftor theber he sad
if not lets say our prayers and go to bed,data/l2arctic/ERMS/wav/arctic_a0180.wav,ERMS,Spanish,M,if notlets say our praars and go to bed
so cheer up and give us your paw,data/l2arctic/ERMS/wav/arctic_a0181.wav,ERMS,Spanish,M,so churerupandgiv us yourepowl e
this time he did not yap for mercy,data/l2arctic/ERMS/wav/arctic_a0182.wav,ERMS,Spanish,M,this timee he did not jabp for murcy
and the air was growing chilly,data/l2arctic/ERMS/wav/arctic_a0183.wav,ERMS,Spanish,M,and the aire was growing chily
dont you see im chewing this thing in two,data/l2arctic/ERMS/wav/arctic_a0184.wav,ERMS,Spanish,M,dont ou seim ctuin this ting in too
the questions may have come vaguely in his mind,data/l2arctic/ERMS/wav/arctic_a0185.wav,ERMS,Spanish,M,the questuons may have come vagoly in his mind
like a flash he launched himself into the feathered mass of the owl,data/l2arctic/ERMS/wav/arctic_a0186.wav,ERMS,Spanish,M,liyke aflag fhe launched hymseolf  into the fethered  mas of th ole
two gigantic owls were tearing at the carcass,data/l2arctic/ERMS/wav/arctic_a0188.wav,ERMS,Spanish,M,toow guigantic oals wure turing an the carkes
the big eyed clucking moose birds were most annoying,data/l2arctic/ERMS/wav/arctic_a0189.wav,ERMS,Spanish,M,the big iyedcluking moos bares were almost annoying
next to them the canada jays were most persistent,data/l2arctic/ERMS/wav/arctic_a0190.wav,ERMS,Spanish,M,next to themthe konodajgas were most persistent
for a time the exciting thrill of his adventure was gone,data/l2arctic/ERMS/wav/arctic_a0191.wav,ERMS,Spanish,M,for a time  the exiting tredl of his adeenture was gon
he did not rush in,data/l2arctic/ERMS/wav/arctic_a0192.wav,ERMS,Spanish,M,she did not rosh in
it was edged with ice,data/l2arctic/ERMS/wav/arctic_a0193.wav,ERMS,Spanish,M,it was aged with es
he drank of the water cautiously,data/l2arctic/ERMS/wav/arctic_a0194.wav,ERMS,Spanish,M,he drangk of the water causiously
but a strange thing happened,data/l2arctic/ERMS/wav/arctic_a0195.wav,ERMS,Spanish,M,but a strangee ting happened
he began to follow the footprints of the dog,data/l2arctic/ERMS/wav/arctic_a0196.wav,ERMS,Spanish,M,he began to folowe  the foot pryntsof the dok
such a dog the wise driver kills or turns loose,data/l2arctic/ERMS/wav/arctic_a0197.wav,ERMS,Spanish,M,such a doog the wasese draver s kills or turns loos
sometimes her dreams were filled with visions,data/l2arctic/ERMS/wav/arctic_a0198.wav,ERMS,Spanish,M,somtims hur dreams  were filled  wih vicons
thus had the raw wilderness prepared him for this day,data/l2arctic/ERMS/wav/arctic_a0199.wav,ERMS,Spanish,M,dhus had the rol  wildernes prepare f him for this day
he leapt again and the club caught him once more,data/l2arctic/ERMS/wav/arctic_a0200.wav,ERMS,Spanish,M,heleped aganand the cloub couwt him wonce more
he cried and swung the club wildly,data/l2arctic/ERMS/wav/arctic_a0201.wav,ERMS,Spanish,M,he criedandswong the clob wiledly
she turned fearing that jacques might see what was in her face,data/l2arctic/ERMS/wav/arctic_a0202.wav,ERMS,Spanish,M,she turnd  feerin that jzagks  mi se wat was in her fase
they were following the shore of a lake,data/l2arctic/ERMS/wav/arctic_a0203.wav,ERMS,Spanish,M,they were folowing the sor of a lak
from now on were pals,data/l2arctic/ERMS/wav/arctic_a0205.wav,ERMS,Spanish,M,from now on e we oe palls
he says he bought him of jacques le beau,data/l2arctic/ERMS/wav/arctic_a0206.wav,ERMS,Spanish,M,he sashe boght himof jackle blou
how much was it,data/l2arctic/ERMS/wav/arctic_a0207.wav,ERMS,Spanish,M,how much was it
youth had come back to her freed from the yoke of oppression,data/l2arctic/ERMS/wav/arctic_a0208.wav,ERMS,Spanish,M,jue had combak to her freid from the jokof opression
it was not a large lake and almost round,data/l2arctic/ERMS/wav/arctic_a0209.wav,ERMS,Spanish,M,it was not alarge lak and olmost round
its diameter was not more than two hundred yards,data/l2arctic/ERMS/wav/arctic_a0210.wav,ERMS,Spanish,M,its deametor was not mor than too hondred yards
it drowned all sound that brute agony and death may have made,data/l2arctic/ERMS/wav/arctic_a0211.wav,ERMS,Spanish,M,it  droned  all sond  that  borouged agony and deadt may have mad
fresh cases still able to walk they clustered about the spokesman,data/l2arctic/ERMS/wav/arctic_a0212.wav,ERMS,Spanish,M,fresh casesa s tl able to walk they clustered about the spokes men
between him and the beach was the cane grass fence of the compound,data/l2arctic/ERMS/wav/arctic_a0213.wav,ERMS,Spanish,M,betwn himaond the bech was the cangras fans  of the compond
besides he was paid one case of tobacco per head,data/l2arctic/ERMS/wav/arctic_a0214.wav,ERMS,Spanish,M,besidese  he was  pad won case of tobacgoperhead
they die out of spite,data/l2arctic/ERMS/wav/arctic_a0215.wav,ERMS,Spanish,M,they die out of spit
the other felt a sudden wave of irritation rush through him,data/l2arctic/ERMS/wav/arctic_a0216.wav,ERMS,Spanish,M,the othoer felt asudenwave of iuritaston rushd through him
oppressive as the heat had been it was now even more oppressive,data/l2arctic/ERMS/wav/arctic_a0217.wav,ERMS,Spanish,M,opressiveeeas the heat has bene it was now even more oppressive
the ringing of the big bell aroused him,data/l2arctic/ERMS/wav/arctic_a0218.wav,ERMS,Spanish,M,the ringing of the big belaros him
at first he puzzled over something untoward he was sure had happened,data/l2arctic/ERMS/wav/arctic_a0219.wav,ERMS,Spanish,M,at feers  he pusled over somthingontorward he was sure hat happend
a dead man is of no use on a plantation,data/l2arctic/ERMS/wav/arctic_a0220.wav,ERMS,Spanish,M,a dead manes of no use on applanntation
what part of the united states is your home,data/l2arctic/ERMS/wav/arctic_a0222.wav,ERMS,Spanish,M,what partof the ounited statsis your home
my im almost homesick for it already,data/l2arctic/ERMS/wav/arctic_a0223.wav,ERMS,Spanish,M,mieim allmost homsick for it alread
she nodded and her eyes grew soft and moist,data/l2arctic/ERMS/wav/arctic_a0224.wav,ERMS,Spanish,M,she nodedand her eys grusof  and most
i was brought up the way most girls in hawaii are brought up,data/l2arctic/ERMS/wav/arctic_a0225.wav,ERMS,Spanish,M,i was browtupthe way most guarls in hawi ar browwup
that came before my a b cs,data/l2arctic/ERMS/wav/arctic_a0226.wav,ERMS,Spanish,M,that came before myabeses
it was the same way with our revolvers and rifles,data/l2arctic/ERMS/wav/arctic_a0227.wav,ERMS,Spanish,M,it was the sam wae  with ower revorvbers and rifal
but it contributed to the smash,data/l2arctic/ERMS/wav/arctic_a0228.wav,ERMS,Spanish,M,but  it contribute to the smash
the last one i knew was an overseer,data/l2arctic/ERMS/wav/arctic_a0229.wav,ERMS,Spanish,M,thelast won i neow was anober sieeor
do you know any good land around here,data/l2arctic/ERMS/wav/arctic_a0230.wav,ERMS,Spanish,M,do you now any good land around her
the resident commissioner is away in australia,data/l2arctic/ERMS/wav/arctic_a0231.wav,ERMS,Spanish,M,the resident commisionor is away in ostrala
i cannot follow you she said,data/l2arctic/ERMS/wav/arctic_a0232.wav,ERMS,Spanish,M,i canot folow you she said
i never allow what cant be changed to annoy me,data/l2arctic/ERMS/wav/arctic_a0233.wav,ERMS,Spanish,M,i never alloed what   can be canged to anoy me
