transcription,path_to_audio,speaker_id,native_language,gender,s2t_medium_transcriptions
in short my joyous individualism was dominated by the orthodox bourgeois ethics,data/l2arctic/NJS/wav/arctic_a0507.wav,NJS,Spanish,F,in short my joyous individualism was dominated by the orthodox foregoing ethics
soon shall it be thrust back from off prostrate humanity,data/l2arctic/NJS/wav/arctic_a0508.wav,NJS,Spanish,F,soon shall it be thrust back from off prostrate humanity
yet in accordance with ernests test of truth it worked,data/l2arctic/NJS/wav/arctic_a0509.wav,NJS,Spanish,F,yet in accordance with earnestness of truth it worked
there is more behind this than a mere university ideal,data/l2arctic/NJS/wav/arctic_a0511.wav,NJS,Spanish,F,there is more behind these than a mere university ideal
no it is a palace wherein there are many servants,data/l2arctic/NJS/wav/arctic_a0512.wav,NJS,Spanish,F,no it is a palace wherein there are many servants
we must give ourselves and not our money alone,data/l2arctic/NJS/wav/arctic_a0513.wav,NJS,Spanish,F,we must give ourselves and not our money alone
we are consumed in our own flesh pots,data/l2arctic/NJS/wav/arctic_a0514.wav,NJS,Spanish,F,we are consumed in our own flesh pots
but here amongst ourselves let us speak out,data/l2arctic/NJS/wav/arctic_a0515.wav,NJS,Spanish,F,but here amongst ourselves let us speak out
also there was awe in their faces,data/l2arctic/NJS/wav/arctic_a0516.wav,NJS,Spanish,F,also there was all in their faces
out of abstractions ernest had conjured a vision and made them see it,data/l2arctic/NJS/wav/arctic_a0517.wav,NJS,Spanish,F,out of obstructions earnest had conjured a vision and made them see it
illuminating oil was becoming all profit,data/l2arctic/NJS/wav/arctic_a0518.wav,NJS,Spanish,F,illuminating all was becoming all profit
such an act was in direct violation of the laws of the land,data/l2arctic/NJS/wav/arctic_a0519.wav,NJS,Spanish,F,such an act was indirect violation of the laws of the land
he was fond of quoting a fragment from a certain poem,data/l2arctic/NJS/wav/arctic_a0520.wav,NJS,Spanish,F,he was fond of quoting a fragment from a certain point
without them he could not run his empire,data/l2arctic/NJS/wav/arctic_a0521.wav,NJS,Spanish,F,we dow them he could not run his empire
for such countries nothing remained but reorganization,data/l2arctic/NJS/wav/arctic_a0522.wav,NJS,Spanish,F,for such countries nothing remained but reorganization
they could not continue their method of producing surpluses,data/l2arctic/NJS/wav/arctic_a0523.wav,NJS,Spanish,F,they could not continue their method of producing surpluss
at once would be instituted a dozen cooperative commonwealth states,data/l2arctic/NJS/wav/arctic_a0524.wav,NJS,Spanish,F,at once would be instituted a dozen comparative commonwealth states
the oligarchy wanted violence and it set its agents provocateurs to work,data/l2arctic/NJS/wav/arctic_a0525.wav,NJS,Spanish,F,the oligarchy wanted violence and it set its agents provocative to work
nowhere did the raw earth appear,data/l2arctic/NJS/wav/arctic_a0526.wav,NJS,Spanish,F,nowhere do the royal earth appear
men who endure it call it living death,data/l2arctic/NJS/wav/arctic_a0528.wav,NJS,Spanish,F,men can endure it called it leaving death
as i say he had tapped the message very rapidly,data/l2arctic/NJS/wav/arctic_a0529.wav,NJS,Spanish,F,as i say he had tapped a message very rapidly
ask him i laughed then turned to pasquini,data/l2arctic/NJS/wav/arctic_a0530.wav,NJS,Spanish,F,asking i left then turned to paschini
in what bucolic school of fence he had been taught was beyond imagining,data/l2arctic/NJS/wav/arctic_a0531.wav,NJS,Spanish,F,in what bucolic school of fence he had been taught was beyond imagining
may drought destroy your crops,data/l2arctic/NJS/wav/arctic_a0532.wav,NJS,Spanish,F,may draw destroy your crops
dunham can your boy go along with jesse,data/l2arctic/NJS/wav/arctic_a0533.wav,NJS,Spanish,F,don't him then your boy gone on with jessie
but johannes could and did,data/l2arctic/NJS/wav/arctic_a0534.wav,NJS,Spanish,F,but your hands good indeed
a new preacher and a new doctrine come to jerusalem,data/l2arctic/NJS/wav/arctic_a0535.wav,NJS,Spanish,F,a new preacher in a new york train come to jerusalem
he would destroy all things that are fixed,data/l2arctic/NJS/wav/arctic_a0536.wav,NJS,Spanish,F,he would destroy all things that are fixed
he was an enthusiast and a desert dweller,data/l2arctic/NJS/wav/arctic_a0537.wav,NJS,Spanish,F,he was an enthusiast in a desert dweller
what pascal glimpsed with the vision of a seer i have lived,data/l2arctic/NJS/wav/arctic_a0538.wav,NJS,Spanish,F,or pascal gleams with his vision of seer i have lived
i should like to engage just for one whole life in that,data/l2arctic/NJS/wav/arctic_a0539.wav,NJS,Spanish,F,i should like to engage just for one whole life in that
yea so are all the lesser animals of today clean,data/l2arctic/NJS/wav/arctic_a0540.wav,NJS,Spanish,F,here so are all the lesser animals of to day clean
the warden with a quart of champagne,data/l2arctic/NJS/wav/arctic_a0541.wav,NJS,Spanish,F,the warden with the court of champagne
without a doubt some of them have dinner engagements,data/l2arctic/NJS/wav/arctic_a0542.wav,NJS,Spanish,F,without doubt some of them have denor engagements
i had been born with no organic chemical predisposition toward alcohol,data/l2arctic/NJS/wav/arctic_a0543.wav,NJS,Spanish,F,i had been born with no organic chemical predisposition to our alcohol
the italian rancho was a bachelor establishment,data/l2arctic/NJS/wav/arctic_a0545.wav,NJS,Spanish,F,the italian rancher was a bachelor's establishment
i lost my balance and pitched head foremost into the ooze,data/l2arctic/NJS/wav/arctic_a0546.wav,NJS,Spanish,F,i lost my balance and pitched head foremost into the ooze
men like joe goose dated existence from drunk to drunk,data/l2arctic/NJS/wav/arctic_a0547.wav,NJS,Spanish,F,mengley joe goes dated existence from drunk to drunk
also churches and preachers i had never known,data/l2arctic/NJS/wav/arctic_a0548.wav,NJS,Spanish,F,also charges and preaches i have never known
do you know that we weigh every pound of coal we burn,data/l2arctic/NJS/wav/arctic_a0549.wav,NJS,Spanish,F,do you know that we wait every pound of gold we burn
this also became part of the daily schedule,data/l2arctic/NJS/wav/arctic_a0550.wav,NJS,Spanish,F,is also became part of the daily schedule
all an appearance can know is mirage,data/l2arctic/NJS/wav/arctic_a0551.wav,NJS,Spanish,F,all an appearance can know is mere edge
yet he dreams he is immortal i argue feebly,data/l2arctic/NJS/wav/arctic_a0552.wav,NJS,Spanish,F,yet he dreams he is immortal i argue feebly
im writing these lines in honolulu hawaii,data/l2arctic/NJS/wav/arctic_a0553.wav,NJS,Spanish,F,and writing dislanging honolulu however
jack london waikiki beach honolulu oahu,data/l2arctic/NJS/wav/arctic_a0554.wav,NJS,Spanish,F,jack london white kicky beach honolulu or
jerry was so secure in his nook that he did not roll away,data/l2arctic/NJS/wav/arctic_a0555.wav,NJS,Spanish,F,jerry was so securing his nook that he did not roll away
why hes bought forty pounds of goods from you already,data/l2arctic/NJS/wav/arctic_a0556.wav,NJS,Spanish,F,why he's bought forty pounds of goods from you already
the last refugee had passed,data/l2arctic/NJS/wav/arctic_a0557.wav,NJS,Spanish,F,the last refuge he had passed
and the foundation stone of service in his case was obedience,data/l2arctic/NJS/wav/arctic_a0558.wav,NJS,Spanish,F,and the foundation a stone of service in his case was obedience
peace be unto you and grace before the lord,data/l2arctic/NJS/wav/arctic_a0559.wav,NJS,Spanish,F,peace be unto you and grace before the lord
his mouth opened words shaped vainly on his lips,data/l2arctic/NJS/wav/arctic_a0560.wav,NJS,Spanish,F,his mouth opened worse shaped vainly on his lips
they are not regular oyster pirates nicholas continued,data/l2arctic/NJS/wav/arctic_a0289.wav,NJS,Spanish,F,they are no regular oyster pirates nicholas continued
he was pressing beyond the limits of his vocabulary,data/l2arctic/NJS/wav/arctic_a0306.wav,NJS,Spanish,F,he was pressing beyond the limits of his vocabulary
he considered the victory already his and stepped forward to the meat,data/l2arctic/NJS/wav/arctic_a0323.wav,NJS,Spanish,F,he considered a victory already his and stepped forward to the meet
it was like the beating of hoofs,data/l2arctic/NJS/wav/arctic_a0340.wav,NJS,Spanish,F,it was like the beating of hoofs
a month passed by and bonanza creek remained quiet,data/l2arctic/NJS/wav/arctic_a0357.wav,NJS,Spanish,F,a month passed by and bonanza creek remained quiet
but lifes worth more than cash she argued,data/l2arctic/NJS/wav/arctic_a0374.wav,NJS,Spanish,F,but lives worth more than cash she argued
but he reconciled himself to it by an act of faith,data/l2arctic/NJS/wav/arctic_a0391.wav,NJS,Spanish,F,but he reconciled himself to it by an act of faith
the eldorado emptied its occupants into the street to see the test,data/l2arctic/NJS/wav/arctic_a0408.wav,NJS,Spanish,F,the el dorado emptied his occupants into the street to see the test
otherwise no restriction is put upon their seafaring,data/l2arctic/NJS/wav/arctic_a0425.wav,NJS,Spanish,F,otherwise no restriction is put upon their suffering
you live on an income which your father earned,data/l2arctic/NJS/wav/arctic_a0442.wav,NJS,Spanish,F,belief on an income which your father earned
theres too much of the schoolboy in me,data/l2arctic/NJS/wav/arctic_a0459.wav,NJS,Spanish,F,dress too much of the school boy in me
at this moment i felt a stir at my shoulder,data/l2arctic/NJS/wav/arctic_a0476.wav,NJS,Spanish,F,at this moment i felt a stir at my shoulder
the boy obrien was specially maltreated,data/l2arctic/NJS/wav/arctic_a0493.wav,NJS,Spanish,F,the boy o'brien was especially maltreatus
much more ernest told them of themselves and of his disillusionment,data/l2arctic/NJS/wav/arctic_a0510.wav,NJS,Spanish,F,much more earnest on them of themselves and of his disillusionment
the lush vegetation of that sheltered spot make a natural shield,data/l2arctic/NJS/wav/arctic_a0527.wav,NJS,Spanish,F,delicious vegetation of the sheltered spot make a natural shield
what the flaming,data/l2arctic/NJS/wav/arctic_a0562.wav,NJS,Spanish,F,what a flaming
missus mcfees jaws brought together with a snap,data/l2arctic/NJS/wav/arctic_a0563.wav,NJS,Spanish,F,missus matvey's jewels brought together with a snap
then it is as i said womble announced with finality,data/l2arctic/NJS/wav/arctic_a0564.wav,NJS,Spanish,F,then it is as i said wimble announced with finality
with them were indians also three other men,data/l2arctic/NJS/wav/arctic_a0565.wav,NJS,Spanish,F,with them were indians also three other men
dennins hands were released long enough for him to sign the document,data/l2arctic/NJS/wav/arctic_a0566.wav,NJS,Spanish,F,denis hands were released along enough for him to sign the document
now irvine was a man of impulse a poet,data/l2arctic/NJS/wav/arctic_a0567.wav,NJS,Spanish,F,now irwine was a man of impulse a poet
he was just bursting with joy joy over what,data/l2arctic/NJS/wav/arctic_a0568.wav,NJS,Spanish,F,he was just bursting with joy joy over what
at lake linderman i had one canoe very good peterborough canoe,data/l2arctic/NJS/wav/arctic_a0569.wav,NJS,Spanish,F,at lake lindriman i had once canoi very good pieroboro canoi
behind him lay the thousand years long road across all siberia and russia,data/l2arctic/NJS/wav/arctic_a0570.wav,NJS,Spanish,F,behind him lay the thousand years long wrought across all siberia in russia
he had forgotten to build a fire and thaw out,data/l2arctic/NJS/wav/arctic_a0571.wav,NJS,Spanish,F,he had forgotten to build a fire and so out
i never saw anything like her in my life,data/l2arctic/NJS/wav/arctic_a0572.wav,NJS,Spanish,F,i never saw anything like her in my life
there was no law on the yukon save what they made for themselves,data/l2arctic/NJS/wav/arctic_a0573.wav,NJS,Spanish,F,there was no law on the yukon save what they made for themselves
good business man curly obrien was saying,data/l2arctic/NJS/wav/arctic_a0574.wav,NJS,Spanish,F,good business man curly a bryan was saying
there werent any missions and he was the man to know,data/l2arctic/NJS/wav/arctic_a0575.wav,NJS,Spanish,F,there were in any missions and he was the man to know
and the big persian knew of his existence before he did of hers,data/l2arctic/NJS/wav/arctic_a0576.wav,NJS,Spanish,F,and the big persian knew of his existence before he did of hers
once the jews harp began emitting its barbaric rhythms michael was helpless,data/l2arctic/NJS/wav/arctic_a0577.wav,NJS,Spanish,F,whence the jews harp again and meeting its barbaric rhythms michael was helpless
there was the emma louisa,data/l2arctic/NJS/wav/arctic_a0579.wav,NJS,Spanish,F,there was the emma louisa
this is my fifth voyage,data/l2arctic/NJS/wav/arctic_a0580.wav,NJS,Spanish,F,this is my fifth boyish
it was this proposition that started the big idea in daughtrys mind,data/l2arctic/NJS/wav/arctic_a0581.wav,NJS,Spanish,F,it was this proposition that started the big idea in dothra's mind
daughtry elaborated on the counting trick by bringing cocky along,data/l2arctic/NJS/wav/arctic_a0582.wav,NJS,Spanish,F,doltry elaborated on the county trick by bringing khaki along
enjoy it he did but principally for stewards sake,data/l2arctic/NJS/wav/arctic_a0583.wav,NJS,Spanish,F,enjoyed he did but principally for stores a sake
i have long noted your thirst unquenchable,data/l2arctic/NJS/wav/arctic_a0584.wav,NJS,Spanish,F,i have long noted you thirst unquenchable
wonder if hes a lion dog charles suggested,data/l2arctic/NJS/wav/arctic_a0585.wav,NJS,Spanish,F,wonder if he's a lion dog charles suggested
we dont see ourselves as foolish,data/l2arctic/NJS/wav/arctic_a0586.wav,NJS,Spanish,F,we don't see ourselves as foolish
he had comparatively no advantages at first,data/l2arctic/NJS/wav/arctic_a0587.wav,NJS,Spanish,F,he had comparatively not advantageous at first
he had proved it today with his amateurish and sophomoric productions,data/l2arctic/NJS/wav/arctic_a0588.wav,NJS,Spanish,F,he had proved it to day with his amateurish and sophomoreic productions
i was sick once typhoid,data/l2arctic/NJS/wav/arctic_a0589.wav,NJS,Spanish,F,i was sick once typhoid
in a way hes my protege,data/l2arctic/NJS/wav/arctic_a0590.wav,NJS,Spanish,F,in a way he is my protegee
we are both children together,data/l2arctic/NJS/wav/arctic_a0591.wav,NJS,Spanish,F,we're both children together
its only his indigestion i find fault with,data/l2arctic/NJS/wav/arctic_a0592.wav,NJS,Spanish,F,is only his indigestion i find fault with
shed make a good wife for the cashier,data/l2arctic/NJS/wav/arctic_a0593.wav,NJS,Spanish,F,she'd make a good wife for the cashier
gad do i remember it,data/l2arctic/NJS/wav/arctic_b0001.wav,NJS,Spanish,F,that do i remember it
i can see that knife now,data/l2arctic/NJS/wav/arctic_b0003.wav,NJS,Spanish,F,i can see that knife now
when i cant see beauty in woman i want to die,data/l2arctic/NJS/wav/arctic_b0004.wav,NJS,Spanish,F,when i can't see beauty in woman i want to die
