transcription,path_to_audio,speaker_id,native_language,gender,conformer_960_rope_large_transcriptions
the lines were now very taut,data/l2arctic/HQTV/wav/arctic_a0498.wav,HQTV,Vietnamese,M,the live whorn now very tall
and right there i saw and knew it all,data/l2arctic/HQTV/wav/arctic_a0499.wav,HQTV,Vietnamese,M,and right there i saw and knew it all
who the devil gave it to you to be judge and jury,data/l2arctic/HQTV/wav/arctic_a0500.wav,HQTV,Vietnamese,M,who the devil gave it to you to be judge and jury
youre joking me sir the other managed to articulate,data/l2arctic/HQTV/wav/arctic_a0501.wav,HQTV,Vietnamese,M,you're choking me sir the orther managed to articulate
anything unusual or abnormal was sufficient to send a fellow to molokai,data/l2arctic/HQTV/wav/arctic_a0502.wav,HQTV,Vietnamese,M,any unusual and abnormal was sufficient to send a fellow tom molokhay oror
his beady black eyes saw bargains where other men saw bankruptcy,data/l2arctic/HQTV/wav/arctic_a0503.wav,HQTV,Vietnamese,M,his bedy black eyes saw bargains where other men saw bankruptcy
he was an athlete and a giant,data/l2arctic/HQTV/wav/arctic_a0504.wav,HQTV,Vietnamese,M,is one athlete and a giant
we fished sharks on niihau together,data/l2arctic/HQTV/wav/arctic_a0505.wav,HQTV,Vietnamese,M,we fixed suck on the new hole together
the claudine was leaving next morning for honolulu,data/l2arctic/HQTV/wav/arctic_a0506.wav,HQTV,Vietnamese,M,the cloudings was leaving next morning for honolulu
in short my joyous individualism was dominated by the orthodox bourgeois ethics,data/l2arctic/HQTV/wav/arctic_a0507.wav,HQTV,Vietnamese,M,in short my joinus individualism was dominated by the ogtrobox poisious ethics
soon shall it be thrust back from off prostrate humanity,data/l2arctic/HQTV/wav/arctic_a0508.wav,HQTV,Vietnamese,M,soon shall its thrist back from off prostrate humanity oh
yet in accordance with ernests test of truth it worked,data/l2arctic/HQTV/wav/arctic_a0509.wav,HQTV,Vietnamese,M,yes in according with honest tests of truth his walk  ol
there is more behind this than a mere university ideal,data/l2arctic/HQTV/wav/arctic_a0511.wav,HQTV,Vietnamese,M,dhat's mor pyhide tiszt than a mere university at yo  o
no it is a palace wherein there are many servants,data/l2arctic/HQTV/wav/arctic_a0512.wav,HQTV,Vietnamese,M,nor is it a palace wherein dhere's many servants a
we must give ourselves and not our money alone,data/l2arctic/HQTV/wav/arctic_a0513.wav,HQTV,Vietnamese,M,we must give our service and not our money alone
we are consumed in our own flesh pots,data/l2arctic/HQTV/wav/arctic_a0514.wav,HQTV,Vietnamese,M,we are consumed in our flesh pot
but here amongst ourselves let us speak out,data/l2arctic/HQTV/wav/arctic_a0515.wav,HQTV,Vietnamese,M,but here amongst our service less a speak ol
also there was awe in their faces,data/l2arctic/HQTV/wav/arctic_a0516.wav,HQTV,Vietnamese,M,also theirs were arys their faces
out of abstractions ernest had conjured a vision and made them see it,data/l2arctic/HQTV/wav/arctic_a0517.wav,HQTV,Vietnamese,M,how obstructions her honest hah condurer a vision and make them osit  hor
illuminating oil was becoming all profit,data/l2arctic/HQTV/wav/arctic_a0518.wav,HQTV,Vietnamese,M,illuminating oit were becoming on profit o
such an act was in direct violation of the laws of the land,data/l2arctic/HQTV/wav/arctic_a0519.wav,HQTV,Vietnamese,M,such an act were in direct violation of the law of the land or
he was fond of quoting a fragment from a certain poem,data/l2arctic/HQTV/wav/arctic_a0520.wav,HQTV,Vietnamese,M,he was fond of quoating a fragment from a certain poem
without them he could not run his empire,data/l2arctic/HQTV/wav/arctic_a0521.wav,HQTV,Vietnamese,M,without them he could not run his empire
for such countries nothing remained but reorganization,data/l2arctic/HQTV/wav/arctic_a0522.wav,HQTV,Vietnamese,M,for such countries nothing remembered reorganization or
they could not continue their method of producing surpluses,data/l2arctic/HQTV/wav/arctic_a0523.wav,HQTV,Vietnamese,M,they could not continue ther method of producing surplus or
at once would be instituted a dozen cooperative commonwealth states,data/l2arctic/HQTV/wav/arctic_a0524.wav,HQTV,Vietnamese,M,at once would be instituted a dozen co operative commonwealth states
the oligarchy wanted violence and it set its agents provocateurs to work,data/l2arctic/HQTV/wav/arctic_a0525.wav,HQTV,Vietnamese,M,the obligaches wanted violent and his said agent rovocatur to walk
nowhere did the raw earth appear,data/l2arctic/HQTV/wav/arctic_a0526.wav,HQTV,Vietnamese,M,nowhere did the raw earth appear r
men who endure it call it living death,data/l2arctic/HQTV/wav/arctic_a0528.wav,HQTV,Vietnamese,M,men who endure it corney live in that
as i say he had tapped the message very rapidly,data/l2arctic/HQTV/wav/arctic_a0529.wav,HQTV,Vietnamese,M,as i say he had topped the masses very rapidly or
ask him i laughed then turned to pasquini,data/l2arctic/HQTV/wav/arctic_a0530.wav,HQTV,Vietnamese,M,axiom i laughed then turned to the pasquiney
in what bucolic school of fence he had been taught was beyond imagining,data/l2arctic/HQTV/wav/arctic_a0531.wav,HQTV,Vietnamese,M,in what fucoliic scorn of fance he has been taught were beyond imagining  oh
may drought destroy your crops,data/l2arctic/HQTV/wav/arctic_a0532.wav,HQTV,Vietnamese,M,mape growled destroy your crops
dunham can your boy go along with jesse,data/l2arctic/HQTV/wav/arctic_a0533.wav,HQTV,Vietnamese,M,dunham can your boy go along with chesse
but johannes could and did,data/l2arctic/HQTV/wav/arctic_a0534.wav,HQTV,Vietnamese,M,but yor hondy could and did a o
a new preacher and a new doctrine come to jerusalem,data/l2arctic/HQTV/wav/arctic_a0535.wav,HQTV,Vietnamese,M,a new preacher and a new doctrine come to the jerusalem of
he would destroy all things that are fixed,data/l2arctic/HQTV/wav/arctic_a0536.wav,HQTV,Vietnamese,M,he would destroy one thing that ar fixd
he was an enthusiast and a desert dweller,data/l2arctic/HQTV/wav/arctic_a0537.wav,HQTV,Vietnamese,M,he wure an enthusiastic and a dezart growler
what pascal glimpsed with the vision of a seer i have lived,data/l2arctic/HQTV/wav/arctic_a0538.wav,HQTV,Vietnamese,M,what past gan clym with the visance of a seer i have lived
i should like to engage just for one whole life in that,data/l2arctic/HQTV/wav/arctic_a0539.wav,HQTV,Vietnamese,M,i sust light you and gaze just for one whole life in thatah
yea so are all the lesser animals of today clean,data/l2arctic/HQTV/wav/arctic_a0540.wav,HQTV,Vietnamese,M,yes or i own the lesser any more of toreclean
the warden with a quart of champagne,data/l2arctic/HQTV/wav/arctic_a0541.wav,HQTV,Vietnamese,M,the warding with the ward of champinallallall
without a doubt some of them have dinner engagements,data/l2arctic/HQTV/wav/arctic_a0542.wav,HQTV,Vietnamese,M,without doubt some of them have diner engagement o
i had been born with no organic chemical predisposition toward alcohol,data/l2arctic/HQTV/wav/arctic_a0543.wav,HQTV,Vietnamese,M,i had been born with inorganic chemisc' grow breathed diseposion towaancorn
the italian rancho was a bachelor establishment,data/l2arctic/HQTV/wav/arctic_a0545.wav,HQTV,Vietnamese,M,the italian ranchers were the partulos thopolicemen  all all
i lost my balance and pitched head foremost into the ooze,data/l2arctic/HQTV/wav/arctic_a0546.wav,HQTV,Vietnamese,M,i lost my balance and pitched head foremost into the oars
men like joe goose dated existence from drunk to drunk,data/l2arctic/HQTV/wav/arctic_a0547.wav,HQTV,Vietnamese,M,meant large old goose dayly asistin from rung to rung al all
also churches and preachers i had never known,data/l2arctic/HQTV/wav/arctic_a0548.wav,HQTV,Vietnamese,M,own so chirts and breechers i had never known
do you know that we weigh every pound of coal we burn,data/l2arctic/HQTV/wav/arctic_a0549.wav,HQTV,Vietnamese,M,do you know that we weight every boul of corn we burn r
this also became part of the daily schedule,data/l2arctic/HQTV/wav/arctic_a0550.wav,HQTV,Vietnamese,M,this also became part of h daily's schedule
all an appearance can know is mirage,data/l2arctic/HQTV/wav/arctic_a0551.wav,HQTV,Vietnamese,M,on an appearance canow eastmarit
yet he dreams he is immortal i argue feebly,data/l2arctic/HQTV/wav/arctic_a0552.wav,HQTV,Vietnamese,M,yes he prims he's immortal i argue feeblyo
i am writing these lines in honolulu hawaii,data/l2arctic/HQTV/wav/arctic_a0553.wav,HQTV,Vietnamese,M,iam brigding this light in honolulu ho wai
jack london waikiki beach honolulu oahu,data/l2arctic/HQTV/wav/arctic_a0554.wav,HQTV,Vietnamese,M,chucklondon why kekee beach honolulu aho oa
jerry was so secure in his nook that he did not roll away,data/l2arctic/HQTV/wav/arctic_a0555.wav,HQTV,Vietnamese,M,cherry was so secure in his knock that he did not run away
why hes bought forty pounds of goods from you already,data/l2arctic/HQTV/wav/arctic_a0556.wav,HQTV,Vietnamese,M,why he has bought fifty powls of goods from you alreadyo
the last refugee had passed,data/l2arctic/HQTV/wav/arctic_a0557.wav,HQTV,Vietnamese,M,the last refugees had passed
and the foundation stone of service in his case was obedience,data/l2arctic/HQTV/wav/arctic_a0558.wav,HQTV,Vietnamese,M,and the foundation stone of service in his case were opinion orr
peace be unto you and grace before the lord,data/l2arctic/HQTV/wav/arctic_a0559.wav,HQTV,Vietnamese,M,peace be unto you and christ be fore the lord
his mouth opened words shaped vainly on his lips,data/l2arctic/HQTV/wav/arctic_a0560.wav,HQTV,Vietnamese,M,his mouth open roses sharpe vainly in on his lips full
they are not regular oyster pirates nicholas continued,data/l2arctic/HQTV/wav/arctic_a0289.wav,HQTV,Vietnamese,M,they are not regular oyster pirate nicholas continued
he was pressing beyond the limits of his vocabulary,data/l2arctic/HQTV/wav/arctic_a0306.wav,HQTV,Vietnamese,M,he were pressing beyond the limits of his vocabulary  o
he considered the victory already his and stepped forward to the meat,data/l2arctic/HQTV/wav/arctic_a0323.wav,HQTV,Vietnamese,M,he considered the victories already his and stepped forward to tmeet
it was like the beating of hoofs,data/l2arctic/HQTV/wav/arctic_a0340.wav,HQTV,Vietnamese,M,it were like the beating of hoof
a month passed by and bonanza creek remained quiet,data/l2arctic/HQTV/wav/arctic_a0357.wav,HQTV,Vietnamese,M,a month pass by and bonaza creek remain quiet a
but lifes worth more than cash she argued,data/l2arctic/HQTV/wav/arctic_a0374.wav,HQTV,Vietnamese,M,but life's worth morning cash ci agu hh
but he reconciled himself to it by an act of faith,data/l2arctic/HQTV/wav/arctic_a0391.wav,HQTV,Vietnamese,M,but he reconciled himself to it by an arch of faith
the eldorado emptied its occupants into the street to see the test,data/l2arctic/HQTV/wav/arctic_a0408.wav,HQTV,Vietnamese,M,the elder rato emptye its occupant into the street to see the test
otherwise no restriction is put upon their seafaring,data/l2arctic/HQTV/wav/arctic_a0425.wav,HQTV,Vietnamese,M,otherwise no restraction is put upon theirs suffering o
you live on an income which your father earned,data/l2arctic/HQTV/wav/arctic_a0442.wav,HQTV,Vietnamese,M,live on an income which your father earn
theres too much of the schoolboy in me,data/l2arctic/HQTV/wav/arctic_a0459.wav,HQTV,Vietnamese,M,thes too much of scoomboyin me
at this moment i felt a stir at my shoulder,data/l2arctic/HQTV/wav/arctic_a0476.wav,HQTV,Vietnamese,M,at this moment i felt a star at my shoulder
the boy obrien was specially maltreated,data/l2arctic/HQTV/wav/arctic_a0493.wav,HQTV,Vietnamese,M,the boy albrion was specially mal treated
much more ernest told them of themselves and of his disillusionment,data/l2arctic/HQTV/wav/arctic_a0510.wav,HQTV,Vietnamese,M,much more honest tonedom of themselves and of his disillusionment
the lush vegetation of that sheltered spot make a natural shield,data/l2arctic/HQTV/wav/arctic_a0527.wav,HQTV,Vietnamese,M,the loved vegetation of that sheltered spot make a natural shew
what the flaming,data/l2arctic/HQTV/wav/arctic_a0562.wav,HQTV,Vietnamese,M,what a fleming
missus mcfees jaws brought together with a snap,data/l2arctic/HQTV/wav/arctic_a0563.wav,HQTV,Vietnamese,M,missus maphichaws brought torgether with us an orbfore
then it is as i said womble announced with finality,data/l2arctic/HQTV/wav/arctic_a0564.wav,HQTV,Vietnamese,M,then it is as i said won't be and now with finalityoo
with them were indians also three other men,data/l2arctic/HQTV/wav/arctic_a0565.wav,HQTV,Vietnamese,M,with them were indians als or three ottomans
dennins hands were released long enough for him to sign the document,data/l2arctic/HQTV/wav/arctic_a0566.wav,HQTV,Vietnamese,M,then his hands were released long enough for him to sign the document o
now irvine was a man of impulse a poet,data/l2arctic/HQTV/wav/arctic_a0567.wav,HQTV,Vietnamese,M,now ivan was man of imputs apolety
he was just bursting with joy joy over what,data/l2arctic/HQTV/wav/arctic_a0568.wav,HQTV,Vietnamese,M,wewere just bursting with joy joys over what al alweall
at lake linderman i had one canoe very good peterborough canoe,data/l2arctic/HQTV/wav/arctic_a0569.wav,HQTV,Vietnamese,M,at lay lingdeman i had one kennel very good peterborough kenel oh
behind him lay the thousand years long road across all siberia and russia,data/l2arctic/HQTV/wav/arctic_a0570.wav,HQTV,Vietnamese,M,behind him lay the thousand years long road across on sybria and trysia
he had forgotten to build a fire and thaw out,data/l2arctic/HQTV/wav/arctic_a0571.wav,HQTV,Vietnamese,M,he has forgotten to be ofyan thornau
i never saw anything like her in my life,data/l2arctic/HQTV/wav/arctic_a0572.wav,HQTV,Vietnamese,M,i never saw anything like her in my life  ol
there was no law on the yukon save what they made for themselves,data/l2arctic/HQTV/wav/arctic_a0573.wav,HQTV,Vietnamese,M,there's no law on the choken save to what they made for themselves or or
good business man curly obrien was saying,data/l2arctic/HQTV/wav/arctic_a0574.wav,HQTV,Vietnamese,M,good businessman kirley or brion was saying
there werent any missions and he was the man to know,data/l2arctic/HQTV/wav/arctic_a0575.wav,HQTV,Vietnamese,M,there wornt any missens he was the man to know a
and the big persian knew of his existence before he did of hers,data/l2arctic/HQTV/wav/arctic_a0576.wav,HQTV,Vietnamese,M,and the big person knew of his existence before he did of hers
once the jews harp began emitting its barbaric rhythms michael was helpless,data/l2arctic/HQTV/wav/arctic_a0577.wav,HQTV,Vietnamese,M,one the chairs hap began emitting its barbaric rhythm michael's were helpless
there was the emma louisa,data/l2arctic/HQTV/wav/arctic_a0579.wav,HQTV,Vietnamese,M,that's what i am alusia
this is my fifth voyage,data/l2arctic/HQTV/wav/arctic_a0580.wav,HQTV,Vietnamese,M,this is my fifth oger
it was this proposition that started the big idea in daughtrys mind,data/l2arctic/HQTV/wav/arctic_a0581.wav,HQTV,Vietnamese,M,is what this proper pieson that started the big idear in dorlfre my
daughtry elaborated on the counting trick by bringing cocky along,data/l2arctic/HQTV/wav/arctic_a0582.wav,HQTV,Vietnamese,M,doberey elaborated on the counting trick by wringing kokeiy along
enjoy it he did but principally for stewards sake,data/l2arctic/HQTV/wav/arctic_a0583.wav,HQTV,Vietnamese,M,anjoys is he did but principally for's they war sakeo
i have long noted your thirst unquenchable,data/l2arctic/HQTV/wav/arctic_a0584.wav,HQTV,Vietnamese,M,i have long noticed your thirst unquenchable
wonder if hes a lion dog charles suggested,data/l2arctic/HQTV/wav/arctic_a0585.wav,HQTV,Vietnamese,M,wonder if he's a lion dog charlie suggested
we dont see ourselves as foolish,data/l2arctic/HQTV/wav/arctic_a0586.wav,HQTV,Vietnamese,M,we don't see our service as foolish
he had comparatively no advantages at first,data/l2arctic/HQTV/wav/arctic_a0587.wav,HQTV,Vietnamese,M,he has comparatively no avantage at first
