transcription,path_to_audio,speaker_id,native_language,gender,conformer_960_rel_large_transcriptions
oppressive as the heat had been it was now even more oppressive,data/l2arctic/PNV/wav/arctic_a0217.wav,PNV,Vietnamese,F,oppressive as the heat had been it was now even more oppressive
the ringing of the big bell aroused him,data/l2arctic/PNV/wav/arctic_a0218.wav,PNV,Vietnamese,F,the ringing of the big bell aroused him
at first he puzzled over something untoward he was sure had happened,data/l2arctic/PNV/wav/arctic_a0219.wav,PNV,Vietnamese,F,at first he puzzled over something untoward he was sure he had happened
a dead man is of no use on a plantation,data/l2arctic/PNV/wav/arctic_a0220.wav,PNV,Vietnamese,F,a debt man is of no use on plantation
what part of the united states is your home,data/l2arctic/PNV/wav/arctic_a0222.wav,PNV,Vietnamese,F,what part of the united states is your home
my im almost homesick for it already,data/l2arctic/PNV/wav/arctic_a0223.wav,PNV,Vietnamese,F,my i'm almost homesick for it already
she nodded and her eyes grew soft and moist,data/l2arctic/PNV/wav/arctic_a0224.wav,PNV,Vietnamese,F,she nodded and her eyes grew soft and moist
i was brought up the way most girls in hawaii are brought up,data/l2arctic/PNV/wav/arctic_a0225.wav,PNV,Vietnamese,F,i was brought up the way most girls in hawaii are brought up
that came before my a b cs,data/l2arctic/PNV/wav/arctic_a0226.wav,PNV,Vietnamese,F,that cam before my a b c s
it was the same way with our revolvers and rifles,data/l2arctic/PNV/wav/arctic_a0227.wav,PNV,Vietnamese,F,it was the same way with our revolvers and rifles
but it contributed to the smash,data/l2arctic/PNV/wav/arctic_a0228.wav,PNV,Vietnamese,F,u it contributed to the smash
the last one i knew was an overseer,data/l2arctic/PNV/wav/arctic_a0229.wav,PNV,Vietnamese,F,the last one i knew was an overseer
do you know any good land around here,data/l2arctic/PNV/wav/arctic_a0230.wav,PNV,Vietnamese,F,do you know any good land around here
the resident commissioner is away in australia,data/l2arctic/PNV/wav/arctic_a0231.wav,PNV,Vietnamese,F,the resident commissioner is away in australia
i cannot follow you she said,data/l2arctic/PNV/wav/arctic_a0232.wav,PNV,Vietnamese,F,i cannot follow you she said
i never allow what cant be changed to annoy me,data/l2arctic/PNV/wav/arctic_a0233.wav,PNV,Vietnamese,F,i never allow what cant be changed to annoy me
why the average review is more nauseating than cod liver oil,data/l2arctic/PNV/wav/arctic_a0234.wav,PNV,Vietnamese,F,why the everes review is more nauseating than cotlevoi
his voice was passionately rebellious,data/l2arctic/PNV/wav/arctic_a0235.wav,PNV,Vietnamese,F,his voice was passionately rebellious
dont you see i hate you,data/l2arctic/PNV/wav/arctic_a0236.wav,PNV,Vietnamese,F,going to see her hate you
so hughie and i did the managing ourselves,data/l2arctic/PNV/wav/arctic_a0237.wav,PNV,Vietnamese,F,so hugi and i did the managing ourselves
he cried in such genuine dismay that she broke into hearty laughter,data/l2arctic/PNV/wav/arctic_a0239.wav,PNV,Vietnamese,F,he cried in such genuine dismay that she broke into hearty laughter
wash your hands of me,data/l2arctic/PNV/wav/arctic_a0240.wav,PNV,Vietnamese,F,wash your hands of me
i think its much nicer to quarrel,data/l2arctic/PNV/wav/arctic_a0241.wav,PNV,Vietnamese,F,i think it's much nicer to quarrel
i saw it when she rolled,data/l2arctic/PNV/wav/arctic_a0242.wav,PNV,Vietnamese,F,i saw it when she groaned
i only read the quotations,data/l2arctic/PNV/wav/arctic_a0243.wav,PNV,Vietnamese,F,i only read the quotations
he was the soul of devotion to his employers,data/l2arctic/PNV/wav/arctic_a0244.wav,PNV,Vietnamese,F,he was the soul of devotion to his employers
out of his eighteen hundred he laid aside sixteen hundred each year,data/l2arctic/PNV/wav/arctic_a0245.wav,PNV,Vietnamese,F,out of his eighteen hundred he laid aside sixteen hundred a year
you have heard always how he was the lover of the princess naomi,data/l2arctic/PNV/wav/arctic_a0246.wav,PNV,Vietnamese,F,you have heard always how he was the lover of the princess naomi
they ought to pass here some time today,data/l2arctic/PNV/wav/arctic_a0247.wav,PNV,Vietnamese,F,thy ought to pass here some time to day
i had been sad too long already,data/l2arctic/PNV/wav/arctic_a0248.wav,PNV,Vietnamese,F,he had been said too long already
all eyes however were staring at him in certitude of expectancy,data/l2arctic/PNV/wav/arctic_a0249.wav,PNV,Vietnamese,F,all eyes however were staring at him in certitude of expectancy
he had observed the business life of hawaii and developed a vaulting ambition,data/l2arctic/PNV/wav/arctic_a0250.wav,PNV,Vietnamese,F,he had observed the business life of hawaii and developed a vaunting ambition
i may manage to freight a cargo back as well,data/l2arctic/PNV/wav/arctic_a0251.wav,PNV,Vietnamese,F,i may manage to freight a cargo baq as well
obrien had been a clean living young man with ideals,data/l2arctic/PNV/wav/arctic_a0252.wav,PNV,Vietnamese,F,o'brien had been a clean living young man with ideas
he it was that lived to found the family of the patino,data/l2arctic/PNV/wav/arctic_a0253.wav,PNV,Vietnamese,F,he it was that leave to found a family in the pacino
straight out they swam their heads growing smaller and smaller,data/l2arctic/PNV/wav/arctic_a0254.wav,PNV,Vietnamese,F,straight out they swam the heads growing smaller and smaller
see the length of the body and that elongated neck,data/l2arctic/PNV/wav/arctic_a0256.wav,PNV,Vietnamese,F,see the length of the body and that elongated neck
they are coming ashore whoever they are,data/l2arctic/PNV/wav/arctic_a0257.wav,PNV,Vietnamese,F,they are coming ashore whoever they are
soaked in seawater they offset the heat rays,data/l2arctic/PNV/wav/arctic_a0258.wav,PNV,Vietnamese,F,soaked in sea water they offset the heat rays
think of investing in such an adventure,data/l2arctic/PNV/wav/arctic_a0259.wav,PNV,Vietnamese,F,think of investing in such an adventure
nobody knew his history they of the junta least of all,data/l2arctic/PNV/wav/arctic_a0260.wav,PNV,Vietnamese,F,nobody knew his history theye off the junta lest of al
i have been doubly baptized,data/l2arctic/PNV/wav/arctic_a0261.wav,PNV,Vietnamese,F,i have been doubly baptized
they wouldnt be sweeping a big vessel like the martha,data/l2arctic/PNV/wav/arctic_a0262.wav,PNV,Vietnamese,F,they wouldn't be sweeping a big vessel like the matha
joan looked triumphantly at sheldon who bowed,data/l2arctic/PNV/wav/arctic_a0263.wav,PNV,Vietnamese,F,joanne looked triumphantly at sheridan who bowed
and i hope youve got plenty of chain out captain young,data/l2arctic/PNV/wav/arctic_a0264.wav,PNV,Vietnamese,F,and i hope you've got plenty of jan now captain young
the discovery seemed to have been made on the spur of the moment,data/l2arctic/PNV/wav/arctic_a0265.wav,PNV,Vietnamese,F,the discovery seem to have been made on the spur of the moment
they handled two men already both grub thieves,data/l2arctic/PNV/wav/arctic_a0266.wav,PNV,Vietnamese,F,they handled two men already both grub thieves
eli harding asked as shunk started to follow,data/l2arctic/PNV/wav/arctic_a0267.wav,PNV,Vietnamese,F,elih harding asked as schung started to follow
now go ahead and tell me in a straightforward way what has happened,data/l2arctic/PNV/wav/arctic_a0268.wav,PNV,Vietnamese,F,now go ahead and tell me in a straightforward way what has happened
thats where they cut off the scottish chiefs and killed all hands,data/l2arctic/PNV/wav/arctic_a0269.wav,PNV,Vietnamese,F,as where e cut off the scottish shifts and skewed o hands
and after the bath a shave would not be bad,data/l2arctic/PNV/wav/arctic_a0270.wav,PNV,Vietnamese,F,and after the bath a sheve would not be bad
now please give a plain statement of what occurred,data/l2arctic/PNV/wav/arctic_a0271.wav,PNV,Vietnamese,F,now please give a plain statesment of what occurred
they are big trees and require plenty of room,data/l2arctic/PNV/wav/arctic_a0273.wav,PNV,Vietnamese,F,they are big trees and require plenty of room
and raoul listened again to the tale of the house,data/l2arctic/PNV/wav/arctic_a0274.wav,PNV,Vietnamese,F,and raun listened again to the tale of the house
there are no kiddies and half grown youths among them,data/l2arctic/PNV/wav/arctic_a0275.wav,PNV,Vietnamese,F,are no kiddies and half grown youths among them
oolong atoll was one hundred and forty miles in circumference,data/l2arctic/PNV/wav/arctic_a0276.wav,PNV,Vietnamese,F,o long aton was one hundred and forty miles in circumference
mcoy found a stifling poisonous atmosphere in the pent cabin,data/l2arctic/PNV/wav/arctic_a0277.wav,PNV,Vietnamese,F,mac coy found a stifling poisonous atmosphere in the penned cabin
it would give me nervous prostration,data/l2arctic/PNV/wav/arctic_a0278.wav,PNV,Vietnamese,F,it would give me nerva's prostration
she said with chattering teeth,data/l2arctic/PNV/wav/arctic_a0279.wav,PNV,Vietnamese,F,she said with chattering teeth
ill be out of my head in fifteen minutes,data/l2arctic/PNV/wav/arctic_a0280.wav,PNV,Vietnamese,F,i'll be out of my head in fifteen minutes
i do not blame you for anything remember that,data/l2arctic/PNV/wav/arctic_a0281.wav,PNV,Vietnamese,F,i do not blame you for anything remember that
if you mean to insinuate brentwood began hotly,data/l2arctic/PNV/wav/arctic_a0282.wav,PNV,Vietnamese,F,if you mean to insinuate brentwood began hotly
the woman in you is only incidental accidental and irrelevant,data/l2arctic/PNV/wav/arctic_a0283.wav,PNV,Vietnamese,F,the woman in diew is only accidental accidental and irrelevant
there was no forecasting this strange girls processes,data/l2arctic/PNV/wav/arctic_a0284.wav,PNV,Vietnamese,F,there was no forecasting this strange girl's possesses
but what they want with your toothbrush is more than i can imagine,data/l2arctic/PNV/wav/arctic_a0285.wav,PNV,Vietnamese,F,but what i want with your tooth brush is more than i can imagine
give them their choice between a fine or an official whipping,data/l2arctic/PNV/wav/arctic_a0286.wav,PNV,Vietnamese,F,give them the choice between a fine or an official whipping
keep an eye on him,data/l2arctic/PNV/wav/arctic_a0287.wav,PNV,Vietnamese,F,keep an eye on him
those are my oysters he said at last,data/l2arctic/PNV/wav/arctic_a0288.wav,PNV,Vietnamese,F,those are my oysters he said at last
one by one the boys were captured,data/l2arctic/PNV/wav/arctic_a0290.wav,PNV,Vietnamese,F,one by one the boys wer captured
the weeks had gone by and no overt acts had been attempted,data/l2arctic/PNV/wav/arctic_a0291.wav,PNV,Vietnamese,F,weeks had gone by and no overt arcts had been attempted
here in the midmorning the first casualty occurred,data/l2arctic/PNV/wav/arctic_a0292.wav,PNV,Vietnamese,F,here in the mid morning the first casualty occurred
they were deep in the primeval forest,data/l2arctic/PNV/wav/arctic_a0293.wav,PNV,Vietnamese,F,the were deep in the bramble forest
he had been foiled in his attempt to escape,data/l2arctic/PNV/wav/arctic_a0294.wav,PNV,Vietnamese,F,had been foiled in his attempt to escape
and twenty men could hold it with spears and arrows,data/l2arctic/PNV/wav/arctic_a0295.wav,PNV,Vietnamese,F,and twenty men could hod it with spears and arrows
bassett was a fastidious man,data/l2arctic/PNV/wav/arctic_a0296.wav,PNV,Vietnamese,F,bassett was a fastidious man
theres a big english general right now whose name is roberts,data/l2arctic/PNV/wav/arctic_a0297.wav,PNV,Vietnamese,F,there's a big english general right now whose name is roberts
this tacit promise of continued acquaintance gave saxon a little joy thrill,data/l2arctic/PNV/wav/arctic_a0298.wav,PNV,Vietnamese,F,this tacit promise of continued acquaintance gave saxon a little joied thrill
i tell you i am disgusted with this adventure tomfoolery and rot,data/l2arctic/PNV/wav/arctic_a0299.wav,PNV,Vietnamese,F,i tell you i am disgusted with this adventure thom foolery and rot
from my earliest recollection my sleep was a period of terror,data/l2arctic/PNV/wav/arctic_a0300.wav,PNV,Vietnamese,F,from my earliest recollection my sleep was a period of terror
but all my dreams violated this law,data/l2arctic/PNV/wav/arctic_a0301.wav,PNV,Vietnamese,F,but al my dreams violated this law
it is very plausible to such people a most convincing hypothesis,data/l2arctic/PNV/wav/arctic_a0302.wav,PNV,Vietnamese,F,is very plausible to such people a most convincing hypothesis
but they make the mistake of ignoring their own duality,data/l2arctic/PNV/wav/arctic_a0303.wav,PNV,Vietnamese,F,but they make the mistake of ignoring their own duality
i graduated last of my class,data/l2arctic/PNV/wav/arctic_a0304.wav,PNV,Vietnamese,F,i graduated last of my class
they had no fixed values to be altered by adjectives and adverbs,data/l2arctic/PNV/wav/arctic_a0305.wav,PNV,Vietnamese,F,they have no fixed values to be altered by adjectives and adverbs
very early in my life i separated from my mother,data/l2arctic/PNV/wav/arctic_a0307.wav,PNV,Vietnamese,F,very early in my life i separated from my mother
his infernal chattering worries me even now as i think of it,data/l2arctic/PNV/wav/arctic_a0308.wav,PNV,Vietnamese,F,his infernal chattering worries me even now as i think of it
white leghorns said missus mortimer,data/l2arctic/PNV/wav/arctic_a0309.wav,PNV,Vietnamese,F,white leghorns said missus mortimer
massage under tension was the cryptic reply,data/l2arctic/PNV/wav/arctic_a0310.wav,PNV,Vietnamese,F,moustage under tension was the cryptic reply
therefore hurrah for the game,data/l2arctic/PNV/wav/arctic_a0311.wav,PNV,Vietnamese,F,therefore hura foragem
it lived in perpetual apprehension of that quarter of the compass,data/l2arctic/PNV/wav/arctic_a0312.wav,PNV,Vietnamese,F,it lived in perpetual apprehensions of that quarter of the compass
broken tooth yelled with fright and pain,data/l2arctic/PNV/wav/arctic_a0313.wav,PNV,Vietnamese,F,broken toothe yelled with fright and pain
thus was momentum gained in the younger world,data/l2arctic/PNV/wav/arctic_a0314.wav,PNV,Vietnamese,F,thus was momentum gained in the younger world
saxon waited for she knew a fresh idea had struck billy,data/l2arctic/PNV/wav/arctic_a0315.wav,PNV,Vietnamese,F,susson waited for she knew a flash idea had struck buley
we had been chased by them ourselves more than once,data/l2arctic/PNV/wav/arctic_a0316.wav,PNV,Vietnamese,F,we had been chased by them ourselves more than once
he was a wise hyena,data/l2arctic/PNV/wav/arctic_a0317.wav,PNV,Vietnamese,F,he was a wise henah
production is doubling and quadrupling upon itself,data/l2arctic/PNV/wav/arctic_a0318.wav,PNV,Vietnamese,F,production is doubling and quadropling upon itself
and the edinburgh evening news says with editorial gloom,data/l2arctic/PNV/wav/arctic_a0319.wav,PNV,Vietnamese,F,and the edinburgh evening news says with editorial groom
with my strength i slammed it full into red eyes face,data/l2arctic/PNV/wav/arctic_a0320.wav,PNV,Vietnamese,F,with my strength i slammed it full into red eye's face
