transcription,path_to_audio,speaker_id,native_language,gender,unispeechsat_base_transcriptions
and the air was growing chilly,data/l2arctic/NJS/wav/arctic_a0183.wav,NJS,Spanish,F,and diere was growing jheily
dont you see im chewing this thing in two,data/l2arctic/NJS/wav/arctic_a0184.wav,NJS,Spanish,F,don't you see i'm join this ting intwo
the questions may have come vaguely in his mind,data/l2arctic/NJS/wav/arctic_a0185.wav,NJS,Spanish,F,the questions may have conveagal in his mind
like a flash he launched himself into the feathered mass of the owl,data/l2arctic/NJS/wav/arctic_a0186.wav,NJS,Spanish,F,like a flash he lounched himself into the fetherd mass of the al
two gigantic owls were tearing at the carcass,data/l2arctic/NJS/wav/arctic_a0188.wav,NJS,Spanish,F,two gigantic oals were teering at the circus
the big eyed clucking moose birds were most annoying,data/l2arctic/NJS/wav/arctic_a0189.wav,NJS,Spanish,F,the beiag eyed clucking mousberts were mos annoying
next to them the canada jays were most persistent,data/l2arctic/NJS/wav/arctic_a0190.wav,NJS,Spanish,F,next to them the cannara jes were mos persistent
for a time the exciting thrill of his adventure was gone,data/l2arctic/NJS/wav/arctic_a0191.wav,NJS,Spanish,F,for a time the exciting thril of his adventure was gone
he did not rush in,data/l2arctic/NJS/wav/arctic_a0192.wav,NJS,Spanish,F,he did not rush in
it was edged with ice,data/l2arctic/NJS/wav/arctic_a0193.wav,NJS,Spanish,F,it was agewid eyes
he drank of the water cautiously,data/l2arctic/NJS/wav/arctic_a0194.wav,NJS,Spanish,F,he drank of the water cautiously
but a strange thing happened,data/l2arctic/NJS/wav/arctic_a0195.wav,NJS,Spanish,F,but a strange thing happened
he began to follow the footprints of the dog,data/l2arctic/NJS/wav/arctic_a0196.wav,NJS,Spanish,F,he began to follow the footprints of the dog
such a dog the wise driver kills or turns loose,data/l2arctic/NJS/wav/arctic_a0197.wav,NJS,Spanish,F,such a dog the wise driver kills or tons lose
sometimes her dreams were filled with visions,data/l2arctic/NJS/wav/arctic_a0198.wav,NJS,Spanish,F,sometimes her dreams were filled with ivisions
thus had the raw wilderness prepared him for this day,data/l2arctic/NJS/wav/arctic_a0199.wav,NJS,Spanish,F,dus had the roe wilderness prepar him for this day
he leapt again and the club caught him once more,data/l2arctic/NJS/wav/arctic_a0200.wav,NJS,Spanish,F,he lived again and the clap caught him once more
he cried and swung the club wildly,data/l2arctic/NJS/wav/arctic_a0201.wav,NJS,Spanish,F,he cried and swung the club widly
she turned fearing that jacques might see what was in her face,data/l2arctic/NJS/wav/arctic_a0202.wav,NJS,Spanish,F,she turned fearing that jacks might see what wising her face
they were following the shore of a lake,data/l2arctic/NJS/wav/arctic_a0203.wav,NJS,Spanish,F,they were following the shore of a lake
from now on were pals,data/l2arctic/NJS/wav/arctic_a0205.wav,NJS,Spanish,F,from now on were pase
he says he bought him of jacques le beau,data/l2arctic/NJS/wav/arctic_a0206.wav,NJS,Spanish,F,he says he bought him of jacksellebol
how much was it,data/l2arctic/NJS/wav/arctic_a0207.wav,NJS,Spanish,F,how much was it
youth had come back to her freed from the yoke of oppression,data/l2arctic/NJS/wav/arctic_a0208.wav,NJS,Spanish,F,youth had come back to her freed from the yoke of oppression
it was not a large lake and almost round,data/l2arctic/NJS/wav/arctic_a0209.wav,NJS,Spanish,F,it was not a large lake and almost round
its diameter was not more than two hundred yards,data/l2arctic/NJS/wav/arctic_a0210.wav,NJS,Spanish,F,its diameter was none more than two hundred yards
it drowned all sound that brute agony and death may have made,data/l2arctic/NJS/wav/arctic_a0211.wav,NJS,Spanish,F,a drown old sound that brute agony in death may have made
fresh cases still able to walk they clustered about the spokesman,data/l2arctic/NJS/wav/arctic_a0212.wav,NJS,Spanish,F,fresh cases steal able to walk the clustered about the sboxs men
between him and the beach was cane grass fence of the compound,data/l2arctic/NJS/wav/arctic_a0213.wav,NJS,Spanish,F,between him and the breeach was keen graspencs of the compound
besides he was paid one case of tobacco per head,data/l2arctic/NJS/wav/arctic_a0214.wav,NJS,Spanish,F,besides he wast paid one case of tobacco perhead
they die out of spite,data/l2arctic/NJS/wav/arctic_a0215.wav,NJS,Spanish,F,they died out of spit
the other felt a sudden wave of irritation rush through him,data/l2arctic/NJS/wav/arctic_a0216.wav,NJS,Spanish,F,the other felt a sudden wafe of irritation rushed through him
oppressive as the heat had been it was now even more oppressive,data/l2arctic/NJS/wav/arctic_a0217.wav,NJS,Spanish,F,oppressive as the heat had been it was now even more oppressive
the ringing of the big bell aroused him,data/l2arctic/NJS/wav/arctic_a0218.wav,NJS,Spanish,F,the ringing of the big bell aroused him
at first he puzzled over something untoward he was sure had happened,data/l2arctic/NJS/wav/arctic_a0219.wav,NJS,Spanish,F,at first he pazzled over something untower he was sure had happened
a dead man is of no use on a plantation,data/l2arctic/NJS/wav/arctic_a0220.wav,NJS,Spanish,F,a dead man is of no use on a plantation
what part of the united states is your home,data/l2arctic/NJS/wav/arctic_a0222.wav,NJS,Spanish,F,what pire of the united state is your home
my im almost homesick for it already,data/l2arctic/NJS/wav/arctic_a0223.wav,NJS,Spanish,F,my am almost homesake for it already
she nodded and her eyes grew soft and moist,data/l2arctic/NJS/wav/arctic_a0224.wav,NJS,Spanish,F,she nodded and her eyes grew soft and moiste
i was brought up the way most girls in hawaii are brought up,data/l2arctic/NJS/wav/arctic_a0225.wav,NJS,Spanish,F,i was brought ab the way monsquerlsing how i are broke up
that came before my a b cs,data/l2arctic/NJS/wav/arctic_a0226.wav,NJS,Spanish,F,bekin before my aby cease
it was the same way with our revolvers and rifles,data/l2arctic/NJS/wav/arctic_a0227.wav,NJS,Spanish,F,it was the same way with our revolvers andrifles
but it contributed to the smash,data/l2arctic/NJS/wav/arctic_a0228.wav,NJS,Spanish,F,but it contributed to this mash
the last one i knew was an overseer,data/l2arctic/NJS/wav/arctic_a0229.wav,NJS,Spanish,F,the lazone i knew was an overseer
do you know any good land around here,data/l2arctic/NJS/wav/arctic_a0230.wav,NJS,Spanish,F,do you know any good land  run here
the resident commissioner is away in australia,data/l2arctic/NJS/wav/arctic_a0231.wav,NJS,Spanish,F,the resident commissioner is await in australia
i cannot follow you she said,data/l2arctic/NJS/wav/arctic_a0232.wav,NJS,Spanish,F,i cannot follow you she said
i never allow what cant be changed to annoy me,data/l2arctic/NJS/wav/arctic_a0233.wav,NJS,Spanish,F,i never allow what can be changed to annoy me
why the average review is more nauseating than cod liver oil,data/l2arctic/NJS/wav/arctic_a0234.wav,NJS,Spanish,F,why the average review is more nouciating than cold lever oil
his voice was passionately rebellious,data/l2arctic/NJS/wav/arctic_a0235.wav,NJS,Spanish,F,his voice was passionately rebellious
dont you see i hate you,data/l2arctic/NJS/wav/arctic_a0236.wav,NJS,Spanish,F,don't you see i hate you
so hughie and i did the managing ourselves,data/l2arctic/NJS/wav/arctic_a0237.wav,NJS,Spanish,F,sohagge and i did he managing ourselves
he cried in such genuine dismay that she broke into hearty laughter,data/l2arctic/NJS/wav/arctic_a0239.wav,NJS,Spanish,F,he cried in such genoing dismay as she broke into her delaughter
wash your hands of me,data/l2arctic/NJS/wav/arctic_a0240.wav,NJS,Spanish,F,what your hands of me
i think its much nicer to quarrel,data/l2arctic/NJS/wav/arctic_a0241.wav,NJS,Spanish,F,i think is much niceer to quarrel
i saw it when she rolled,data/l2arctic/NJS/wav/arctic_a0242.wav,NJS,Spanish,F,i sighed when she rolied
i only read the quotations,data/l2arctic/NJS/wav/arctic_a0243.wav,NJS,Spanish,F,i only read the quotations
he was the soul of devotion to his employers,data/l2arctic/NJS/wav/arctic_a0244.wav,NJS,Spanish,F,he was the soul of devotion to his employers
out of his eighteen hundred he laid aside sixteen hundred each year,data/l2arctic/NJS/wav/arctic_a0245.wav,NJS,Spanish,F,out of his eighteen hundred he laid aside sixteen hundred each year
you have heard always how he was the lover of the princess naomi,data/l2arctic/NJS/wav/arctic_a0246.wav,NJS,Spanish,F,you have heard always how he was the lover of the princ's nalemy
they ought to pass here some time today,data/l2arctic/NJS/wav/arctic_a0247.wav,NJS,Spanish,F,they occtu pice here some time to day
i had been sad too long already,data/l2arctic/NJS/wav/arctic_a0248.wav,NJS,Spanish,F,i had ween sat too long already
all eyes however were staring at him in certitude of expectancy,data/l2arctic/NJS/wav/arctic_a0249.wav,NJS,Spanish,F,ol eyes however were staring at him in sertitude of expectancy
he had observed the business life of hawaii and developed a vaulting ambition,data/l2arctic/NJS/wav/arctic_a0250.wav,NJS,Spanish,F,he had observed the business life ohaie in develop a volting ambition
i may manage to freight a cargo back as well,data/l2arctic/NJS/wav/arctic_a0251.wav,NJS,Spanish,F,i may manage to fright at cargo back as well
obrien had been a clean living young man with ideals,data/l2arctic/NJS/wav/arctic_a0252.wav,NJS,Spanish,F,ou'breyen had been a clean living young man with ideals
he it was that lived to found the family of the patino,data/l2arctic/NJS/wav/arctic_a0253.wav,NJS,Spanish,F,he it was theleaved who found the family of the potino
straight out they swam their heads growing smaller and smaller,data/l2arctic/NJS/wav/arctic_a0254.wav,NJS,Spanish,F,strihe out they swuam their heads growing asmoller and smaller
see the length of the body and that elongated neck,data/l2arctic/NJS/wav/arctic_a0256.wav,NJS,Spanish,F,see the lence off the body in that illongated neck
they are coming ashore whoever they are,data/l2arctic/NJS/wav/arctic_a0257.wav,NJS,Spanish,F,theyire coming ashore whoever they are
soaked in seawater they offset the heat rays,data/l2arctic/NJS/wav/arctic_a0258.wav,NJS,Spanish,F,stucked in sea water they of said the heat race
think of investing in such an adventure,data/l2arctic/NJS/wav/arctic_a0259.wav,NJS,Spanish,F,think of investigating in such an adventure
nobody knew his history they of the junta least of all,data/l2arctic/NJS/wav/arctic_a0260.wav,NJS,Spanish,F,novery knew his history day of the jont at least of all
i have been doubly baptized,data/l2arctic/NJS/wav/arctic_a0261.wav,NJS,Spanish,F,i have been doubly buptised
they wouldnt be sweeping a big vessel like the martha,data/l2arctic/NJS/wav/arctic_a0262.wav,NJS,Spanish,F,they wouldn't be sweeping a big vessel like  marta
joan looked triumphantly at sheldon who bowed,data/l2arctic/NJS/wav/arctic_a0263.wav,NJS,Spanish,F,jne looked trefiantly at sheldam who bowed
and i hope youve got plenty of chain out captain young,data/l2arctic/NJS/wav/arctic_a0264.wav,NJS,Spanish,F,in i hoby ove got plenty of cheain out captain yung
the discovery seemed to have been made on the spur of the moment,data/l2arctic/NJS/wav/arctic_a0265.wav,NJS,Spanish,F,thei discovery seemed to have been made on the sport of the moment
they handled two men already both grub thieves,data/l2arctic/NJS/wav/arctic_a0266.wav,NJS,Spanish,F,they handled two men already both grav thiefs
eli harding asked as shunk started to follow,data/l2arctic/NJS/wav/arctic_a0267.wav,NJS,Spanish,F,ali harding s a sunk started to follow
now go ahead and tell me in a straightforward way what has happened,data/l2arctic/NJS/wav/arctic_a0268.wav,NJS,Spanish,F,now go ahead and tell me in a strayforard way what has happened
thats where they cut off the scottish chiefs and killed all hands,data/l2arctic/NJS/wav/arctic_a0269.wav,NJS,Spanish,F,daz where they cut off the scotta'e shiefs and killed all hands
and after the bath a shave would not be bad,data/l2arctic/NJS/wav/arctic_a0270.wav,NJS,Spanish,F,ian after te bath a shave would not be bad
now please give a plain statement of what occurred,data/l2arctic/NJS/wav/arctic_a0271.wav,NJS,Spanish,F,now please give a plain staement of what occurred
they are big trees and require plenty of room,data/l2arctic/NJS/wav/arctic_a0273.wav,NJS,Spanish,F,theye are big trees and require plenty of room
and raoul listened again to the tale of the house,data/l2arctic/NJS/wav/arctic_a0274.wav,NJS,Spanish,F,androlle sent again to the tale of the house
there are no kiddies and half grown youths among them,data/l2arctic/NJS/wav/arctic_a0275.wav,NJS,Spanish,F,there are noquitties and halfe grown youtes among them
oolong atoll was one hundred and forty miles in circumference,data/l2arctic/NJS/wav/arctic_a0276.wav,NJS,Spanish,F,oulon atol was one hundred and forty miles in circonference
mcoy found a stifling poisonous atmosphere in the pent cabin,data/l2arctic/NJS/wav/arctic_a0277.wav,NJS,Spanish,F,maqou found stiffling a poisonerus atmosphere in the pent cabin
it would give me nervous prostration,data/l2arctic/NJS/wav/arctic_a0278.wav,NJS,Spanish,F,it would give me nerbo's prostration
she said with chattering teeth,data/l2arctic/NJS/wav/arctic_a0279.wav,NJS,Spanish,F,she said with chuttering teeth
ill be out of my head in fifteen minutes,data/l2arctic/NJS/wav/arctic_a0280.wav,NJS,Spanish,F,'ll be out of my head in fifteen minutes
i do not blame you for anything remember that,data/l2arctic/NJS/wav/arctic_a0281.wav,NJS,Spanish,F,i do not blame you for anything remember that
if you mean to insinuate brentwood began hotly,data/l2arctic/NJS/wav/arctic_a0282.wav,NJS,Spanish,F,if you mean to insinuate brain would begun hottly
the woman in you is only incidental accidental and irrelevant,data/l2arctic/NJS/wav/arctic_a0283.wav,NJS,Spanish,F,the goman in you is only incidental accidental and is relevant
there was no forecasting this strange girls processes,data/l2arctic/NJS/wav/arctic_a0284.wav,NJS,Spanish,F,there was no forecasting these strange girls processes
but what they want with your toothbrush is more than i can imagine,data/l2arctic/NJS/wav/arctic_a0285.wav,NJS,Spanish,F,but what they want with you to the brush is more than i can imagine
give them their choice between a fine or an official whipping,data/l2arctic/NJS/wav/arctic_a0286.wav,NJS,Spanish,F,given the choices between a fine or an official whippon
keep an eye on him,data/l2arctic/NJS/wav/arctic_a0287.wav,NJS,Spanish,F,keep an eye on him
those are my oysters he said at last,data/l2arctic/NJS/wav/arctic_a0288.wav,NJS,Spanish,F,those are my oysters he said alast
one by one the boys were captured,data/l2arctic/NJS/wav/arctic_a0290.wav,NJS,Spanish,F,one by one the boys were captured
the weeks had gone by and no overt acts had been attempted,data/l2arctic/NJS/wav/arctic_a0291.wav,NJS,Spanish,F,the weeks had gone by and no overacts had been attempted
