transcription,path_to_audio,speaker_id,native_language,gender,wav2vec2_large_transcriptions
you have heard always how he was the lover of the princess naomi,data/l2arctic/TLV/wav/arctic_a0246.wav,TLV,Vietnamese,M,you have heard always how he wore lover up rinds it now me
they ought to pass here some time today,data/l2arctic/TLV/wav/arctic_a0247.wav,TLV,Vietnamese,M,they ought to pass here some time to days
i had been sad too long already,data/l2arctic/TLV/wav/arctic_a0248.wav,TLV,Vietnamese,M,i has been said too long already
all eyes however were staring at him in certitude of expectancy,data/l2arctic/TLV/wav/arctic_a0249.wav,TLV,Vietnamese,M,own eyes however were staring at him satit to ap especdunci
he had observed the business life of hawaii and developed a vaulting ambition,data/l2arctic/TLV/wav/arctic_a0250.wav,TLV,Vietnamese,M,he has observed the business life of haw wi and diflut a voutling ambition
i may manage to freight a cargo back as well,data/l2arctic/TLV/wav/arctic_a0251.wav,TLV,Vietnamese,M,i may manage to phrase a cago beca squell
obrien had been a clean living young man with ideals,data/l2arctic/TLV/wav/arctic_a0252.wav,TLV,Vietnamese,M,o'brien had been a clean living young man with ideals
he it was that lived to found the family of the patino,data/l2arctic/TLV/wav/arctic_a0253.wav,TLV,Vietnamese,M,he is were that liked to found the family of the patino
straight out they swam their heads growing smaller and smaller,data/l2arctic/TLV/wav/arctic_a0254.wav,TLV,Vietnamese,M,traced out the swam they has growing smaller and smaller
see the length of the body and that elongated neck,data/l2arctic/TLV/wav/arctic_a0256.wav,TLV,Vietnamese,M,see the length of the body and that elong gait neck
they are coming ashore whoever they are,data/l2arctic/TLV/wav/arctic_a0257.wav,TLV,Vietnamese,M,theyare coming asore whoever they are
soaked in seawater they offset the heat rays,data/l2arctic/TLV/wav/arctic_a0258.wav,TLV,Vietnamese,M,suck and sea water they uffset the heat race
think of investing in such an adventure,data/l2arctic/TLV/wav/arctic_a0259.wav,TLV,Vietnamese,M,thing up investing in shot an adventure
nobody knew his history they of the junta least of all,data/l2arctic/TLV/wav/arctic_a0260.wav,TLV,Vietnamese,M,nobody knew his history dey up chuns te list up on
i have been doubly baptized,data/l2arctic/TLV/wav/arctic_a0261.wav,TLV,Vietnamese,M,i have been doubtlly baptized
they wouldnt be sweeping a big vessel like the martha,data/l2arctic/TLV/wav/arctic_a0262.wav,TLV,Vietnamese,M,they wouldn't be sweeping in a big vessal lie the marta
joan looked triumphantly at sheldon who bowed,data/l2arctic/TLV/wav/arctic_a0263.wav,TLV,Vietnamese,M,john look triumphantly asserdan who bow
and i hope youve got plenty of chain out captain young,data/l2arctic/TLV/wav/arctic_a0264.wav,TLV,Vietnamese,M,an i hove you got a plenty op chin out captain yong
the discovery seemed to have been made on the spur of the moment,data/l2arctic/TLV/wav/arctic_a0265.wav,TLV,Vietnamese,M,the discovery seemed to have been made on the bur of the moment
they handled two men already both grub thieves,data/l2arctic/TLV/wav/arctic_a0266.wav,TLV,Vietnamese,M,they handled two men already bot crop lip
eli harding asked as shunk started to follow,data/l2arctic/TLV/wav/arctic_a0267.wav,TLV,Vietnamese,M,ely hardin asq as sunk started to follow
now go ahead and tell me in a straightforward way what has happened,data/l2arctic/TLV/wav/arctic_a0268.wav,TLV,Vietnamese,M,now go ahead and tell me in a trayforward way what has happened
thats where they cut off the scottish chiefs and killed all hands,data/l2arctic/TLV/wav/arctic_a0269.wav,TLV,Vietnamese,M,das where they cut up de scottes chiefs and skewed own hands
and after the bath a shave would not be bad,data/l2arctic/TLV/wav/arctic_a0270.wav,TLV,Vietnamese,M,and after the bath a say would not be bed
now please give a plain statement of what occurred,data/l2arctic/TLV/wav/arctic_a0271.wav,TLV,Vietnamese,M,now blease give a blan stakesmen of what occurred
they are big trees and require plenty of room,data/l2arctic/TLV/wav/arctic_a0273.wav,TLV,Vietnamese,M,they are big trees and require plenty of room
and raoul listened again to the tale of the house,data/l2arctic/TLV/wav/arctic_a0274.wav,TLV,Vietnamese,M,and ralph listened again to the towel of the house
there are no kiddies and half grown youths among them,data/l2arctic/TLV/wav/arctic_a0275.wav,TLV,Vietnamese,M,they are no kiddies and half grows youth among them
oolong atoll was one hundred and forty miles in circumference,data/l2arctic/TLV/wav/arctic_a0276.wav,TLV,Vietnamese,M,olon arton were one hundredth ar fordy maies in circumference
mcoy found a stifling poisonous atmosphere in the pent cabin,data/l2arctic/TLV/wav/arctic_a0277.wav,TLV,Vietnamese,M,maccoy fowls stiffling poiseno's athmosphere in the penet cabin
it would give me nervous prostration,data/l2arctic/TLV/wav/arctic_a0278.wav,TLV,Vietnamese,M,it would gip me novers birth chation
she said with chattering teeth,data/l2arctic/TLV/wav/arctic_a0279.wav,TLV,Vietnamese,M,she says with chattering teeth
ill be out of my head in fifteen minutes,data/l2arctic/TLV/wav/arctic_a0280.wav,TLV,Vietnamese,M,i'll be ou up my heath in fifty minutes
i do not blame you for anything remember that,data/l2arctic/TLV/wav/arctic_a0281.wav,TLV,Vietnamese,M,i do not blame you for anything remember that
if you mean to insinuate brentwood began hotly,data/l2arctic/TLV/wav/arctic_a0282.wav,TLV,Vietnamese,M,ip you mean to insinuat brengut began hortily
the woman in you is only incidental accidental and irrelevant,data/l2arctic/TLV/wav/arctic_a0283.wav,TLV,Vietnamese,M,the woman in you e only incidental accidental and irrelevant
there was no forecasting this strange girls processes,data/l2arctic/TLV/wav/arctic_a0284.wav,TLV,Vietnamese,M,there were no forecast in it transgure processes
but what they want with your toothbrush is more than i can imagine,data/l2arctic/TLV/wav/arctic_a0285.wav,TLV,Vietnamese,M,but what they want with your trutpross emore than i can imagine
give them their choice between a fine or an official whipping,data/l2arctic/TLV/wav/arctic_a0286.wav,TLV,Vietnamese,M,gip them their choice between o five are an officer whisping
keep an eye on him,data/l2arctic/TLV/wav/arctic_a0287.wav,TLV,Vietnamese,M,cubanize on him
those are my oysters he said at last,data/l2arctic/TLV/wav/arctic_a0288.wav,TLV,Vietnamese,M,though i'm my oysters he said at last
one by one the boys were captured,data/l2arctic/TLV/wav/arctic_a0290.wav,TLV,Vietnamese,M,one by one the boys were captors
the weeks had gone by and no overt acts had been attempted,data/l2arctic/TLV/wav/arctic_a0291.wav,TLV,Vietnamese,M,the weeks had gone by and no other acts had been attempt
here in the midmorning the first casualty occurred,data/l2arctic/TLV/wav/arctic_a0292.wav,TLV,Vietnamese,M,here in the mid morning the first casaty occurred
they were deep in the primeval forest,data/l2arctic/TLV/wav/arctic_a0293.wav,TLV,Vietnamese,M,there were deeps in the rhimeval foret
he had been foiled in his attempt to escape,data/l2arctic/TLV/wav/arctic_a0294.wav,TLV,Vietnamese,M,he had been foried in his attempt to acap
and twenty men could hold it with spears and arrows,data/l2arctic/TLV/wav/arctic_a0295.wav,TLV,Vietnamese,M,and twenty men good horness wit bear and arrows
bassett was a fastidious man,data/l2arctic/TLV/wav/arctic_a0296.wav,TLV,Vietnamese,M,bassats were of fatidious men
theres a big english general right now whose name is roberts,data/l2arctic/TLV/wav/arctic_a0297.wav,TLV,Vietnamese,M,they're a bis english general right now whose name is robust
this tacit promise of continued acquaintance gave saxon a little joy thrill,data/l2arctic/TLV/wav/arctic_a0298.wav,TLV,Vietnamese,M,this tated brumit to continue acquantance give section a little choid through
i tell you i am disgusted with this adventure tomfoolery and rot,data/l2arctic/TLV/wav/arctic_a0299.wav,TLV,Vietnamese,M,i tell you i'm disgust with his adventure tumfolery and rath
from my earliest recollection my sleep was a period of terror,data/l2arctic/TLV/wav/arctic_a0300.wav,TLV,Vietnamese,M,from my earliest recollection my sleep wore period up terra
but all my dreams violated this law,data/l2arctic/TLV/wav/arctic_a0301.wav,TLV,Vietnamese,M,but aln my rims firelay dislore
it is very plausible to such people a most convincing hypothesis,data/l2arctic/TLV/wav/arctic_a0302.wav,TLV,Vietnamese,M,is very plausible to shut peoplen a most convincing hypothesis
but they make the mistake of ignoring their own duality,data/l2arctic/TLV/wav/arctic_a0303.wav,TLV,Vietnamese,M,but they makes a mistake up ignoring their own dulity
i graduated last of my class,data/l2arctic/TLV/wav/arctic_a0304.wav,TLV,Vietnamese,M,i graduate lass up my class
they had no fixed values to be altered by adjectives and adverbs,data/l2arctic/TLV/wav/arctic_a0305.wav,TLV,Vietnamese,M,they have no fixed value to be anter by axitives and advers
very early in my life i separated from my mother,data/l2arctic/TLV/wav/arctic_a0307.wav,TLV,Vietnamese,M,very early in my life i separate from my moror
his infernal chattering worries me even now as i think of it,data/l2arctic/TLV/wav/arctic_a0308.wav,TLV,Vietnamese,M,his infernal chattering worrying me even now and i think of it
white leghorns said missus mortimer,data/l2arctic/TLV/wav/arctic_a0309.wav,TLV,Vietnamese,M,wy leghorns says miss martemar
massage under tension was the cryptic reply,data/l2arctic/TLV/wav/arctic_a0310.wav,TLV,Vietnamese,M,massid undertention wore gryptics reply
therefore hurrah for the game,data/l2arctic/TLV/wav/arctic_a0311.wav,TLV,Vietnamese,M,therefore huraf for the game
it lived in perpetual apprehension of that quarter of the compass,data/l2arctic/TLV/wav/arctic_a0312.wav,TLV,Vietnamese,M,ist lived in perpector apprehension apter quatera ap dicompass
broken tooth yelled with fright and pain,data/l2arctic/TLV/wav/arctic_a0313.wav,TLV,Vietnamese,M,broken footh year with fright and pen
thus was momentum gained in the younger world,data/l2arctic/TLV/wav/arctic_a0314.wav,TLV,Vietnamese,M,thus won momentum gainst in younger war
saxon waited for she knew a fresh idea had struck billy,data/l2arctic/TLV/wav/arctic_a0315.wav,TLV,Vietnamese,M,saxon wait for her new a fresh idea head truck billy
we had been chased by them ourselves more than once,data/l2arctic/TLV/wav/arctic_a0316.wav,TLV,Vietnamese,M,we had been chased by them ourselves more than once
he was a wise hyena,data/l2arctic/TLV/wav/arctic_a0317.wav,TLV,Vietnamese,M,he were wise heina
production is doubling and quadrupling upon itself,data/l2arctic/TLV/wav/arctic_a0318.wav,TLV,Vietnamese,M,production e dappling and worpling upon itself
and the edinburgh evening news says with editorial gloom,data/l2arctic/TLV/wav/arctic_a0319.wav,TLV,Vietnamese,M,and d indibur evening newsday wit editoral groom
with my strength i slammed it full into red eyes face,data/l2arctic/TLV/wav/arctic_a0320.wav,TLV,Vietnamese,M,with my strength i slammed his fown into rest ices face
the log on which lop ear was lying got adrift,data/l2arctic/TLV/wav/arctic_a0321.wav,TLV,Vietnamese,M,the lock on witslop ere whal lyon got acripped
this is a common experience with all of us,data/l2arctic/TLV/wav/arctic_a0322.wav,TLV,Vietnamese,M,te see ou common experien with all of us
it was not red eyes way to forego revenge so easily,data/l2arctic/TLV/wav/arctic_a0324.wav,TLV,Vietnamese,M,is one not radized way to forego revenge so easily
whiz zip bang lop ear screamed with sudden anguish,data/l2arctic/TLV/wav/arctic_a0325.wav,TLV,Vietnamese,M,with gip ang loop ear crimp with sudden angers
cherokee identified himself with his instinct,data/l2arctic/TLV/wav/arctic_a0326.wav,TLV,Vietnamese,M,cherokee identified himself with his instinct
they were less stooped than we less springy in their movements,data/l2arctic/TLV/wav/arctic_a0327.wav,TLV,Vietnamese,M,they were less tooked than we less springy in the asmosmen
the fire people like ourselves lived in caves,data/l2arctic/TLV/wav/arctic_a0328.wav,TLV,Vietnamese,M,the fie people like ourselves live in caves
ah indeed,data/l2arctic/TLV/wav/arctic_a0329.wav,TLV,Vietnamese,M,a indit
red eye never committed a more outrageous deed,data/l2arctic/TLV/wav/arctic_a0330.wav,TLV,Vietnamese,M,presse i never commit o more outraged did
poor little crooked leg was terribly scared,data/l2arctic/TLV/wav/arctic_a0331.wav,TLV,Vietnamese,M,poor little crooked lek war terribly scared
unconsciously our yells and exclamations yielded to this rhythm,data/l2arctic/TLV/wav/arctic_a0332.wav,TLV,Vietnamese,M,unconsciously out yells and exclamation yelled to tis rheadm
this is no place for you,data/l2arctic/TLV/wav/arctic_a0333.wav,TLV,Vietnamese,M,this i no play for you
hell knock you off a few sticks in no time,data/l2arctic/TLV/wav/arctic_a0334.wav,TLV,Vietnamese,M,he will knock you up a few sticks in nor time
red eye swung back and forth on the branch farther down,data/l2arctic/TLV/wav/arctic_a0335.wav,TLV,Vietnamese,M,red eyed womback and foth on the branch fadther down
so unexpected was my charge that i knocked him off his feet,data/l2arctic/TLV/wav/arctic_a0336.wav,TLV,Vietnamese,M,so unexpected word might chark thost knock him up he fift
encouraged by my conduct big face became a sudden ally,data/l2arctic/TLV/wav/arctic_a0337.wav,TLV,Vietnamese,M,encouraged by my conduct biak face become a sudden ally
the fighting had now become intermittent,data/l2arctic/TLV/wav/arctic_a0338.wav,TLV,Vietnamese,M,the fighting had now become intermittent
they obeyed him and went here and there at his commands,data/l2arctic/TLV/wav/arctic_a0339.wav,TLV,Vietnamese,M,they obeyed him and when here and there hit comman
why doggone you all shake again,data/l2arctic/TLV/wav/arctic_a0341.wav,TLV,Vietnamese,M,why dock gon you on sick again
seventeen no eighteen days ago,data/l2arctic/TLV/wav/arctic_a0342.wav,TLV,Vietnamese,M,seventeen no eighteen days ago
you mean for this state general alberta,data/l2arctic/TLV/wav/arctic_a0343.wav,TLV,Vietnamese,M,you mean for this day general albuta
he seemed to fill it with his tremendous vitality,data/l2arctic/TLV/wav/arctic_a0344.wav,TLV,Vietnamese,M,he seemed to few it with his tremendous votality
she was trying to pass the apron string around him,data/l2arctic/TLV/wav/arctic_a0345.wav,TLV,Vietnamese,M,sea ware trying to pass aperand string around him
get down and dig in,data/l2arctic/TLV/wav/arctic_a0346.wav,TLV,Vietnamese,M,get down and dickin
they are greatly delighted with anything that is bright or giveth a sound,data/l2arctic/TLV/wav/arctic_a0347.wav,TLV,Vietnamese,M,they are greastly delight with anything that e pry or gite a sound
they only lifted seven hundred and fifty,data/l2arctic/TLV/wav/arctic_a0348.wav,TLV,Vietnamese,M,dey only lit seven hundred and fifty
it was simple in its way and no virtue of his,data/l2arctic/TLV/wav/arctic_a0349.wav,TLV,Vietnamese,M,it was simpo in his way and no vertul of his
is that pat hanrahans mug looking hungry and willing,data/l2arctic/TLV/wav/arctic_a0350.wav,TLV,Vietnamese,M,e that pat haronhan's mock looking hungry and wieling
it was more like sugar,data/l2arctic/TLV/wav/arctic_a0351.wav,TLV,Vietnamese,M,this womor lisuger
im sure going along with you all elijah,data/l2arctic/TLV/wav/arctic_a0352.wav,TLV,Vietnamese,M,i'm sure going along with you on elisia
here the explosion of mirth drowned him out,data/l2arctic/TLV/wav/arctic_a0353.wav,TLV,Vietnamese,M,her the explosion upmirt drow him out
