transcription,path_to_audio,speaker_id,native_language,gender,sewd_mid_transcriptions
it was simple in its way and no virtue of his,data/l2arctic/HQTV/wav/arctic_a0349.wav,HQTV,Vietnamese,M,it was simple in is way and knome vortur of his
is that pat hanrahans mug looking hungry and willing,data/l2arctic/HQTV/wav/arctic_a0350.wav,HQTV,Vietnamese,M,is dat pat hundrahen mock looking hundry and willing
it was more like sugar,data/l2arctic/HQTV/wav/arctic_a0351.wav,HQTV,Vietnamese,M,is wel mars te litugar
im sure going along with you all elijah,data/l2arctic/HQTV/wav/arctic_a0352.wav,HQTV,Vietnamese,M,amshe going along with yor aliger
here the explosion of mirth drowned him out,data/l2arctic/HQTV/wav/arctic_a0353.wav,HQTV,Vietnamese,M,his dexplotsion or mirth frown him out
fresh meat they failed to obtain,data/l2arctic/HQTV/wav/arctic_a0354.wav,HQTV,Vietnamese,M,fresh mit they fail to opten
a burst of laughter was his reward,data/l2arctic/HQTV/wav/arctic_a0355.wav,HQTV,Vietnamese,M,abords of laughter were his reward
you dont catch me at any such foolishness,data/l2arctic/HQTV/wav/arctic_a0356.wav,HQTV,Vietnamese,M,you don't cutch me at any such foollishness
they continued valiantly to lie but the truth continued to outrun them,data/l2arctic/HQTV/wav/arctic_a0358.wav,HQTV,Vietnamese,M,they continue valley and lee to lie but the turust continue to outgrun dem
earth and gravel seemed to fill the pan,data/l2arctic/HQTV/wav/arctic_a0359.wav,HQTV,Vietnamese,M,art and craver seemed to feel the pen
but he no longer cared quite so much for that form of diversion,data/l2arctic/HQTV/wav/arctic_a0360.wav,HQTV,Vietnamese,M,dous he no longer care quiet so much for that fall of diversion
but he did not broach it preferring to mature it carefully,data/l2arctic/HQTV/wav/arctic_a0361.wav,HQTV,Vietnamese,M,but he did not brutch is referring to matter is carefulny
nope not the slightest idea,data/l2arctic/HQTV/wav/arctic_a0362.wav,HQTV,Vietnamese,M,nove not a slidet idea
it is not an attempt to smash the market,data/l2arctic/HQTV/wav/arctic_a0363.wav,HQTV,Vietnamese,M,is it not a attempt to shmach this mucket
we have plenty of capital ourselves and yet we want more,data/l2arctic/HQTV/wav/arctic_a0364.wav,HQTV,Vietnamese,M,we have plentied of cappy to our service and yet we one more
these rumors may even originate with us,data/l2arctic/HQTV/wav/arctic_a0365.wav,HQTV,Vietnamese,M,the rumor might even arignate with erth
a wildly exciting time was his during the week preceding thursday the eighteenth,data/l2arctic/HQTV/wav/arctic_a0366.wav,HQTV,Vietnamese,M,a while exciting time wore his during the week preceeding tust day dey aiting
there is not an iota of truth in it certainly not,data/l2arctic/HQTV/wav/arctic_a0367.wav,HQTV,Vietnamese,M,dhere is not an iteor tar op curse in des certainly not
i just do appreciate it without being able to express my feelings,data/l2arctic/HQTV/wav/arctic_a0368.wav,HQTV,Vietnamese,M,i just do appreciate it without being able to oppress my feelings
in partnership with daylight the pair raided the san jose interurban,data/l2arctic/HQTV/wav/arctic_a0369.wav,HQTV,Vietnamese,M,in parniship with dayli the paril raided the sanzous inte brubon
he saw all men in the business game doing this,data/l2arctic/HQTV/wav/arctic_a0370.wav,HQTV,Vietnamese,M,he shall o men in the business he anden disd
it issued a rate of forty two dollars a car on charcoal,data/l2arctic/HQTV/wav/arctic_a0371.wav,HQTV,Vietnamese,M,is he see a ray of forty two dollars o caron chuckel
he saw only the effect in a general sketchy way,data/l2arctic/HQTV/wav/arctic_a0372.wav,HQTV,Vietnamese,M,he saw only the effect in a general sketche's way
points of view new ideas life,data/l2arctic/HQTV/wav/arctic_a0373.wav,HQTV,Vietnamese,M,hoist o view new ideas life
the butchers and meat cutters refused to handle meat destined for unfair restaurants,data/l2arctic/HQTV/wav/arctic_a0375.wav,HQTV,Vietnamese,M,the puchers and meet cutter refused to handle meat da steen for unfairest wrongs
your price my son is just about thirty per week,data/l2arctic/HQTV/wav/arctic_a0376.wav,HQTV,Vietnamese,M,joprice my son it just abou thirty per wick
this sound did not disturb the hush and awe of the place,data/l2arctic/HQTV/wav/arctic_a0377.wav,HQTV,Vietnamese,M,this souse dis not distove the hush and art of the place
thats why its boundaries are all gouged and jagged,data/l2arctic/HQTV/wav/arctic_a0378.wav,HQTV,Vietnamese,M,that's why its bowneries our own good and chark
how old are you daddy,data/l2arctic/HQTV/wav/arctic_a0379.wav,HQTV,Vietnamese,M,hone at you deddy
but in the canyons water was plentiful and also a luxuriant forest growth,data/l2arctic/HQTV/wav/arctic_a0380.wav,HQTV,Vietnamese,M,but in the canian warter was plentifun and almost lussorean for is gowth
my names ferguson,data/l2arctic/HQTV/wav/arctic_a0381.wav,HQTV,Vietnamese,M,miname falgutian
daylight found himself charmed and made curious by the little man,data/l2arctic/HQTV/wav/arctic_a0382.wav,HQTV,Vietnamese,M,dat life fou himself charms and macures by the little men
to his surprise her answer was flat and uncompromising,data/l2arctic/HQTV/wav/arctic_a0383.wav,HQTV,Vietnamese,M,to his surprise whor answer wore flat and uncompromised sing
the farmer works the soil and produces grain,data/l2arctic/HQTV/wav/arctic_a0384.wav,HQTV,Vietnamese,M,the famer wook that saw im produced rin
thats what carnegie did,data/l2arctic/HQTV/wav/arctic_a0385.wav,HQTV,Vietnamese,M,desquart canagees dit
i cant argue with you and you know that,data/l2arctic/HQTV/wav/arctic_a0386.wav,HQTV,Vietnamese,M,i can agu with you and do no doubt
bob growing disgusted turned back suddenly and attempted to pass mab,data/l2arctic/HQTV/wav/arctic_a0387.wav,HQTV,Vietnamese,M,bob growing disgusted turned back suddenly and attempted to pass mad
it was my idea to a tee,data/l2arctic/HQTV/wav/arctic_a0388.wav,HQTV,Vietnamese,M,is will idy it to a ta
mab she said,data/l2arctic/HQTV/wav/arctic_a0389.wav,HQTV,Vietnamese,M,laughed she said
ill go over tomorrow afternoon,data/l2arctic/HQTV/wav/arctic_a0390.wav,HQTV,Vietnamese,M,i'll go over to morrrow afternoon
there is that magnificent bob eating his head off in the stable,data/l2arctic/HQTV/wav/arctic_a0392.wav,HQTV,Vietnamese,M,days that manificien bobe itting his head off in the stable
already he had begun borrowing from the banks,data/l2arctic/HQTV/wav/arctic_a0393.wav,HQTV,Vietnamese,M,already he hath begun borrying from the bank
its the strap hangers thatll keep us from going under,data/l2arctic/HQTV/wav/arctic_a0394.wav,HQTV,Vietnamese,M,is the strap hangers that keepers from going under
as for himself werent the street railway earnings increasing steadily,data/l2arctic/HQTV/wav/arctic_a0395.wav,HQTV,Vietnamese,M,as for himself weren the street railway only increasing steadily
a rising tide of fat had submerged them,data/l2arctic/HQTV/wav/arctic_a0396.wav,HQTV,Vietnamese,M,arisings tie of fact has submerged them
call me that again he murmured ecstatically,data/l2arctic/HQTV/wav/arctic_a0397.wav,HQTV,Vietnamese,M,call me dat again he murmured astatical
in the car were unwin and harrison while jones sat with the chauffeur,data/l2arctic/HQTV/wav/arctic_a0398.wav,HQTV,Vietnamese,M,in the car wor ungreen and hurrison's warjones sat with the chaffer
and heres another idea,data/l2arctic/HQTV/wav/arctic_a0399.wav,HQTV,Vietnamese,M,and here ana oter idea
manuel had one besetting sin,data/l2arctic/HQTV/wav/arctic_a0400.wav,HQTV,Vietnamese,M,moneur hast one possesting sin
the man smiled grimly and brought a hatchet and a club,data/l2arctic/HQTV/wav/arctic_a0401.wav,HQTV,Vietnamese,M,demens my crimley and brought a hatchest and a cup
curly rushed her antagonist who struck again and leaped aside,data/l2arctic/HQTV/wav/arctic_a0402.wav,HQTV,Vietnamese,M,colyrersar anantagonist who struck again and live asides
his newborn cunning gave him poise and control,data/l2arctic/HQTV/wav/arctic_a0403.wav,HQTV,Vietnamese,M,his newborn curning give im poison catrol
perrault found one with head buried in the grub box,data/l2arctic/HQTV/wav/arctic_a0404.wav,HQTV,Vietnamese,M,hrows for one his hat bury and in the crop box
it seemed the ordained order of things that dogs should work,data/l2arctic/HQTV/wav/arctic_a0405.wav,HQTV,Vietnamese,M,it seemed the audin order of thing that dogs should wolk
and that was the last of francois and perrault,data/l2arctic/HQTV/wav/arctic_a0406.wav,HQTV,Vietnamese,M,and as were the last froncois and pearl
mercedes screamed cried laughed and manifested the chaotic abandonment of hysteria,data/l2arctic/HQTV/wav/arctic_a0407.wav,HQTV,Vietnamese,M,masseness cream crye loughed and manifested do chartic abundanc of historial
he could feel a new stir in the land,data/l2arctic/HQTV/wav/arctic_a0409.wav,HQTV,Vietnamese,M,he could feel a neawster in the length
so we have to fit the boat throughout with oil lamps as well,data/l2arctic/HQTV/wav/arctic_a0410.wav,HQTV,Vietnamese,M,shall we have to fit the boath through ou with our lamps as well
it will break our hearts and our backs to hoist anchor by hand,data/l2arctic/HQTV/wav/arctic_a0411.wav,HQTV,Vietnamese,M,we brick our hurt and our backs to hoist onchimberhan
there is another virtue in these bulkheads,data/l2arctic/HQTV/wav/arctic_a0412.wav,HQTV,Vietnamese,M,there's an autover two in de's pronkhed
but i am at the end of my resources,data/l2arctic/HQTV/wav/arctic_a0413.wav,HQTV,Vietnamese,M,but am deat de end of my resaulces
now our figuring was all right,data/l2arctic/HQTV/wav/arctic_a0414.wav,HQTV,Vietnamese,M,now ou figuring wils all right
it lasted as a deterrent for two days,data/l2arctic/HQTV/wav/arctic_a0415.wav,HQTV,Vietnamese,M,at last is at determined for two days
the added weight had a velocity of fifteen miles per hour,data/l2arctic/HQTV/wav/arctic_a0416.wav,HQTV,Vietnamese,M,the added weight has a velocities off fit in mie's prower
it is also an insidious deceitful sun,data/l2arctic/HQTV/wav/arctic_a0417.wav,HQTV,Vietnamese,M,is is also in sidius decei fuson
the portuguese boy crawled nearer and nearer,data/l2arctic/HQTV/wav/arctic_a0418.wav,HQTV,Vietnamese,M,the potuges boys crow nearer and nearer
the portuguese boy passed the hawaiian,data/l2arctic/HQTV/wav/arctic_a0419.wav,HQTV,Vietnamese,M,the potugi boys past the howaan
when i came to i was waving my hat and murmuring ecstatically,data/l2arctic/HQTV/wav/arctic_a0420.wav,HQTV,Vietnamese,M,when i came to a wolf waving my head and murmuring astatically
by golly the boy wins,data/l2arctic/HQTV/wav/arctic_a0421.wav,HQTV,Vietnamese,M,wi gofle the boy wins
halfway around the track one donkey got into an argument with its rider,data/l2arctic/HQTV/wav/arctic_a0422.wav,HQTV,Vietnamese,M,half way around e track whene donkey got into an agoman with this reader
mcveigh when he returns from a trip to honolulu,data/l2arctic/HQTV/wav/arctic_a0423.wav,HQTV,Vietnamese,M,mackreve when he returned for a treat from holuon lulu
obviously it was a disease that could be contracted by contact,data/l2arctic/HQTV/wav/arctic_a0424.wav,HQTV,Vietnamese,M,obviously its were a disease that could be constructed by contact
they do not know the length of time of incubation,data/l2arctic/HQTV/wav/arctic_a0426.wav,HQTV,Vietnamese,M,they do not know the length of time incopation
enters now the psychology of the situation,data/l2arctic/HQTV/wav/arctic_a0427.wav,HQTV,Vietnamese,M,enter now the psychologies of the sitation
it was not exactly a deportation,data/l2arctic/HQTV/wav/arctic_a0428.wav,HQTV,Vietnamese,M,its were not exactly a deportation
quick was the disappointment in his face yet smiling was the acquiescence,data/l2arctic/HQTV/wav/arctic_a0429.wav,HQTV,Vietnamese,M,quick words the disappointment in his face yet smiling were the accuquison
nevertheless we found ourselves once more in the high seat of abundance,data/l2arctic/HQTV/wav/arctic_a0430.wav,HQTV,Vietnamese,M,nevertheless we founde ourselvics once more in the hices of abundant
wada and na ka ta were in a bit of a funk,data/l2arctic/HQTV/wav/arctic_a0431.wav,HQTV,Vietnamese,M,water and nacata were in a bit of rofunk
the boy at the wheel lost his head,data/l2arctic/HQTV/wav/arctic_a0432.wav,HQTV,Vietnamese,M,the boy at de wheel lost his head
to her the bridge was tambo which is the native for taboo,data/l2arctic/HQTV/wav/arctic_a0433.wav,HQTV,Vietnamese,M,to her the brith ward tambole which is the native for tabo
a half a case of tobacco was worth three pounds,data/l2arctic/HQTV/wav/arctic_a0434.wav,HQTV,Vietnamese,M,a half opcate topec was worth three pows
what do you mean by this outrageous conduct,data/l2arctic/HQTV/wav/arctic_a0435.wav,HQTV,Vietnamese,M,what do you mean by this arstructuros conduct
but martin smiled a superior smile,data/l2arctic/HQTV/wav/arctic_a0436.wav,HQTV,Vietnamese,M,but mattins miye a superior smile
by that answer my professional medical prestige stood or fell,data/l2arctic/HQTV/wav/arctic_a0437.wav,HQTV,Vietnamese,M,by thas answer my rophescinal madical presties tod off fel
at sea monday march sixteenth nineteen o eight,data/l2arctic/HQTV/wav/arctic_a0438.wav,HQTV,Vietnamese,M,a se monday march sixteen nineteen o egh
at sea wednesday march eighteenth nineteen o eight,data/l2arctic/HQTV/wav/arctic_a0439.wav,HQTV,Vietnamese,M,a s wednesday march eighteenth nineteent o eigh
yes sir i corrected,data/l2arctic/HQTV/wav/arctic_a0440.wav,HQTV,Vietnamese,M,yesser i corrected
violent life and athletic sports had never appealed to me,data/l2arctic/HQTV/wav/arctic_a0441.wav,HQTV,Vietnamese,M,violent life and atholic spot has never puted me
he was worth nothing to the world,data/l2arctic/HQTV/wav/arctic_a0443.wav,HQTV,Vietnamese,M,he was worth nothing to dwork
then you dont believe in altruism,data/l2arctic/HQTV/wav/arctic_a0444.wav,HQTV,Vietnamese,M,then you don't believe in astruum
the creative joy i murmured,data/l2arctic/HQTV/wav/arctic_a0445.wav,HQTV,Vietnamese,M,no creative joys i murmur
he deluged me overwhelmed me with argument,data/l2arctic/HQTV/wav/arctic_a0446.wav,HQTV,Vietnamese,M,hi deluck me overwhelm me with ugman
ah it is growing dark and darker,data/l2arctic/HQTV/wav/arctic_a0447.wav,HQTV,Vietnamese,M,ah issicroin dak and daka
i was hump cabin boy on the schooner ghost,data/l2arctic/HQTV/wav/arctic_a0448.wav,HQTV,Vietnamese,M,awohum tabbin boy on de chawner gost
a sinewy hand dripping with water was clutching the rail,data/l2arctic/HQTV/wav/arctic_a0449.wav,HQTV,Vietnamese,M,a sinoi hand ripping with the water was clutching the rall
no man ate of the seal meat or the oil,data/l2arctic/HQTV/wav/arctic_a0450.wav,HQTV,Vietnamese,M,no men ate of the sheel mit of the oid
i noticed blood spouting from kerfoot left hand,data/l2arctic/HQTV/wav/arctic_a0451.wav,HQTV,Vietnamese,M,annatos bloods spouting from cofoot left han
three oilers and a fourth engineer was his greeting,data/l2arctic/HQTV/wav/arctic_a0452.wav,HQTV,Vietnamese,M,free oiler and a fougt engineer wese his ridding
eighteen hundred he calculated,data/l2arctic/HQTV/wav/arctic_a0453.wav,HQTV,Vietnamese,M,eighteen hundred he calculated
the sharp voice of wolf larsen aroused me,data/l2arctic/HQTV/wav/arctic_a0454.wav,HQTV,Vietnamese,M,the shav voice of the wolf loren arose me
i obeyed and a minute or two later they stood before him,data/l2arctic/HQTV/wav/arctic_a0455.wav,HQTV,Vietnamese,M,i obey an a minute unto latder they stood before him
but it wont continue she said with easy confidence,data/l2arctic/HQTV/wav/arctic_a0456.wav,HQTV,Vietnamese,M,that it warn continue she says with easy confidence
what i saw i could not at first believe,data/l2arctic/HQTV/wav/arctic_a0457.wav,HQTV,Vietnamese,M,what i sow i could not at first believe
the stout wood was crushed like an eggshell,data/l2arctic/HQTV/wav/arctic_a0458.wav,HQTV,Vietnamese,M,dhe stow woth will crush light an eshow
i had forgotten their existence,data/l2arctic/HQTV/wav/arctic_a0460.wav,HQTV,Vietnamese,M,i hade forgotten their assistant
