transcription,path_to_audio,speaker_id,native_language,gender,conformer_100_rope_large_transcriptions
but there was no longer the mother yearning in his heart,data/l2arctic/TLV/wav/arctic_b0144.wav,TLV,Vietnamese,M,but there were no longer the martyr yawning in his heart
besides had he not whipped the big owl in the forest,data/l2arctic/TLV/wav/arctic_b0145.wav,TLV,Vietnamese,M,besides had he nost whipped the big oa in the forest
after all it was simply a mistake in judgment,data/l2arctic/TLV/wav/arctic_b0146.wav,TLV,Vietnamese,M,after all is was seemly a mystic in jucsman
had it struck squarely it would have killed him,data/l2arctic/TLV/wav/arctic_b0147.wav,TLV,Vietnamese,M,had it trucks swarsly it would have killed him
the indian even poked his stick into the thick ground spruce,data/l2arctic/TLV/wav/arctic_b0148.wav,TLV,Vietnamese,M,the indian even puck his stick into the thick grass spur
pebbles and dirt flew along with hair and fur,data/l2arctic/TLV/wav/arctic_b0149.wav,TLV,Vietnamese,M,pepper and thurst flow along with hair and fur
and he was filled with a strange and foreboding fear,data/l2arctic/TLV/wav/arctic_b0150.wav,TLV,Vietnamese,M,and he will fieed with a trans and foreboding fear
it was steel a fisher trap,data/l2arctic/TLV/wav/arctic_b0151.wav,TLV,Vietnamese,M,is was to you a fisha trap
ow a wild dog he growled,data/l2arctic/TLV/wav/arctic_b0152.wav,TLV,Vietnamese,M,oh a why dock he growled
he was a pariah a wanderer without a friend or a home,data/l2arctic/TLV/wav/arctic_b0153.wav,TLV,Vietnamese,M,he were a paria a wander er without a friend or a home
that is the strange part of it,data/l2arctic/TLV/wav/arctic_b0154.wav,TLV,Vietnamese,M,das see a strange a part o his
for that reason le beau had chosen him to fight the big fight,data/l2arctic/TLV/wav/arctic_b0156.wav,TLV,Vietnamese,M,for that reason la bort had chosen him to fy to the big fie
in the crib the baby sat up and began to prattle,data/l2arctic/TLV/wav/arctic_b0157.wav,TLV,Vietnamese,M,in the creep the baby set up and began to frado
she obeyed shrinking back with the baby in her arms,data/l2arctic/TLV/wav/arctic_b0158.wav,TLV,Vietnamese,M,she obeyed shrinkin back with the baby in her arms
his teeth shut with a last click,data/l2arctic/TLV/wav/arctic_b0159.wav,TLV,Vietnamese,M,he thit'd shut with a last click
it was over when he made his way through the ring of spectators,data/l2arctic/TLV/wav/arctic_b0160.wav,TLV,Vietnamese,M,this was over when he met his way throuh the ring of su spectator
in a flash he was on his feet facing him,data/l2arctic/TLV/wav/arctic_b0161.wav,TLV,Vietnamese,M,in a flash he were on his fist facing him
he thought he saw a shudder pass through the factors shoulders,data/l2arctic/TLV/wav/arctic_b0162.wav,TLV,Vietnamese,M,he thougt he saw a searcher pass through the fecta souwders
the moon had already begun its westward decline,data/l2arctic/TLV/wav/arctic_b0163.wav,TLV,Vietnamese,M,the moon has already begun its westward deklie
they laughed like two happy children,data/l2arctic/TLV/wav/arctic_b0164.wav,TLV,Vietnamese,M,they laugh lie two happy chiren
he pulled and the log crashed down to break his back,data/l2arctic/TLV/wav/arctic_b0165.wav,TLV,Vietnamese,M,hipoon and dhe loch raspt thou to the breck his back
fast but endure,data/l2arctic/TLV/wav/arctic_b0166.wav,TLV,Vietnamese,M,fast but endure
a little before dawn of the day following the fire relief came,data/l2arctic/TLV/wav/arctic_b0167.wav,TLV,Vietnamese,M,a little before dawn of the day following defied relief camp
the indian felt the worship of her warm in his heart,data/l2arctic/TLV/wav/arctic_b0168.wav,TLV,Vietnamese,M,the indian falve the warship of her wam in hits heart
he drew in a deep breath as he looked at them,data/l2arctic/TLV/wav/arctic_b0169.wav,TLV,Vietnamese,M,he drew in a deef breath as he looked at them
then he shouted shut up,data/l2arctic/TLV/wav/arctic_b0170.wav,TLV,Vietnamese,M,then he sougt shut up
he changed his seat for a steamer reclining chair,data/l2arctic/TLV/wav/arctic_b0171.wav,TLV,Vietnamese,M,he chengs his sist fought a stumor reclining care
to these he gave castor oil,data/l2arctic/TLV/wav/arctic_b0173.wav,TLV,Vietnamese,M,ju dees he gep gasta orreys
hatred and murder and lust for revenge they possessed to overflowing,data/l2arctic/TLV/wav/arctic_b0174.wav,TLV,Vietnamese,M,hatchets and murder and lust for revenge they possessed to awful flowing
sheldon glanced at the thermometer,data/l2arctic/TLV/wav/arctic_b0175.wav,TLV,Vietnamese,M,seoudan klaned at doth toumamer
ill see to poor hughie,data/l2arctic/TLV/wav/arctic_b0176.wav,TLV,Vietnamese,M,i'll see to poor hoogies
her gray eyes were flashing and her lips were quivering,data/l2arctic/TLV/wav/arctic_b0177.wav,TLV,Vietnamese,M,her gray eyes were flashing and her lips were quivering
also i want information,data/l2arctic/TLV/wav/arctic_b0178.wav,TLV,Vietnamese,M,also i want inflammation
let them go out and eat with my boys,data/l2arctic/TLV/wav/arctic_b0179.wav,TLV,Vietnamese,M,let them go out and itsh with my boys
i i beg pardon he drawled,data/l2arctic/TLV/wav/arctic_b0180.wav,TLV,Vietnamese,M,i i beg pardon he rawl
and you preferred a cannibal isle and a cartridge belt,data/l2arctic/TLV/wav/arctic_b0181.wav,TLV,Vietnamese,M,and you preferred a canniba isle and a catrit belt
i was in new york when the crash came,data/l2arctic/TLV/wav/arctic_b0182.wav,TLV,Vietnamese,M,i who new york whence e crass came
no i did not fall among thieves,data/l2arctic/TLV/wav/arctic_b0183.wav,TLV,Vietnamese,M,no i did not faun a montev
such things in her brain were like so many oaths on her lips,data/l2arctic/TLV/wav/arctic_b0184.wav,TLV,Vietnamese,M,such things in her brain will lie so many ot on her lips
your being wrecked here has been a godsend to me,data/l2arctic/TLV/wav/arctic_b0185.wav,TLV,Vietnamese,M,yo being crack here had been thus sent to me
i cant go elsewhere by your own account,data/l2arctic/TLV/wav/arctic_b0186.wav,TLV,Vietnamese,M,i can go elsewhere by your own account
her achievements with cocoanuts were a revelation,data/l2arctic/TLV/wav/arctic_b0187.wav,TLV,Vietnamese,M,her attiusmon with gorennest were a revelation
he glanced down at her helplessly and moistened his lips,data/l2arctic/TLV/wav/arctic_b0188.wav,TLV,Vietnamese,M,he klendow at her halffously and smarsd n his lips
idealism led him to philosophic anarchy and his family threw him off,data/l2arctic/TLV/wav/arctic_b0190.wav,TLV,Vietnamese,M,idealism lent him to philosophics anachis and his family threw him ouff
he also contended that better confidence was established by carrying no weapons,data/l2arctic/TLV/wav/arctic_b0191.wav,TLV,Vietnamese,M,he also contended that bettekov fieden was stepless by carrying no weapons
outsiders are allowed five minute speeches the sick man urged,data/l2arctic/TLV/wav/arctic_b0192.wav,TLV,Vietnamese,M,outsiders at a low five minutes pitches this six men urged
so was packards finish suicide,data/l2arctic/TLV/wav/arctic_b0193.wav,TLV,Vietnamese,M,so were packars pienisusais
joan cried with shining eyes,data/l2arctic/TLV/wav/arctic_b0194.wav,TLV,Vietnamese,M,joan cried with sinin eyes
nobody knows how the natives got them,data/l2arctic/TLV/wav/arctic_b0195.wav,TLV,Vietnamese,M,nobody knows how the naiti got them
how can you manage all alone mister young,data/l2arctic/TLV/wav/arctic_b0196.wav,TLV,Vietnamese,M,how can you menace onalam mit yon
the planters are already considering the matter,data/l2arctic/TLV/wav/arctic_b0197.wav,TLV,Vietnamese,M,the planters are already considering the matter
i use great trouble advisedly,data/l2arctic/TLV/wav/arctic_b0198.wav,TLV,Vietnamese,M,an you grit trouble advisedly
dear sir your second victim has fallen on schedule time,data/l2arctic/TLV/wav/arctic_b0199.wav,TLV,Vietnamese,M,disher your second victims have fallen on a scadule time
we leave the eventuality to time and law,data/l2arctic/TLV/wav/arctic_b0200.wav,TLV,Vietnamese,M,we leave the event only to time and law
i also understand that similar branch organizations have made their appearance in europe,data/l2arctic/TLV/wav/arctic_b0201.wav,TLV,Vietnamese,M,i also understand dhas similar branch organization hath mex'd their esxperientc in europe
society is shaken to its foundations,data/l2arctic/TLV/wav/arctic_b0202.wav,TLV,Vietnamese,M,society second to its foundations
a month in australia would finish me,data/l2arctic/TLV/wav/arctic_b0203.wav,TLV,Vietnamese,M,a month in atraliar would finise me
down through the perfume weighted air fluttered the snowy fluffs of the cottonwoods,data/l2arctic/TLV/wav/arctic_b0204.wav,TLV,Vietnamese,M,dowt throwe the perfumed weits air flutter the snowy fluffs up de cotton worst
you were destroying my life,data/l2arctic/TLV/wav/arctic_b0205.wav,TLV,Vietnamese,M,yu whardy choins my life
im as good as a man she urged,data/l2arctic/TLV/wav/arctic_b0207.wav,TLV,Vietnamese,M,i'm as gooz as the mentyors
you read the quotations in todays paper,data/l2arctic/TLV/wav/arctic_b0208.wav,TLV,Vietnamese,M,you writ the quotation in to day's paper
hes terribly touchy about his black wards as he calls them,data/l2arctic/TLV/wav/arctic_b0209.wav,TLV,Vietnamese,M,hey separately touchy about his black words as he cons them
whatever he guessed he locked away in the taboo room of naomi,data/l2arctic/TLV/wav/arctic_b0210.wav,TLV,Vietnamese,M,what ever he guess he lock away in de taboo room up now me
this is eighteen eighty,data/l2arctic/TLV/wav/arctic_b0211.wav,TLV,Vietnamese,M,busy eighteen eighty
death is and has been ever since old maui died,data/l2arctic/TLV/wav/arctic_b0212.wav,TLV,Vietnamese,M,thats a an hast been ever sein on maye died
some boy she laughed acquiescence,data/l2arctic/TLV/wav/arctic_b0213.wav,TLV,Vietnamese,M,some boy at he lap a creation
let us talk it over and find a way out,data/l2arctic/TLV/wav/arctic_b0214.wav,TLV,Vietnamese,M,let a talk it's over and fie away out
it is a good property and worth more than that,data/l2arctic/TLV/wav/arctic_b0215.wav,TLV,Vietnamese,M,is he o good properties and worth more than death
i wish you were more adaptable joan retorted,data/l2arctic/TLV/wav/arctic_b0216.wav,TLV,Vietnamese,M,i wish you were more adapteb o charnnry thoughts
such is my passage engaged on the steamer,data/l2arctic/TLV/wav/arctic_b0217.wav,TLV,Vietnamese,M,shut in my passage and gauge on the steamer
the issue was not in doubt,data/l2arctic/TLV/wav/arctic_b0218.wav,TLV,Vietnamese,M,they so were not in doubt
well there are better men in hawaii thats all,data/l2arctic/TLV/wav/arctic_b0219.wav,TLV,Vietnamese,M,well they are better men in hawi tason
harry bancroft dave lied,data/l2arctic/TLV/wav/arctic_b0220.wav,TLV,Vietnamese,M,harry bencroft dave light
its a yankee joan cried,data/l2arctic/TLV/wav/arctic_b0221.wav,TLV,Vietnamese,M,is a yenkee john cried
he was the leader and tudor was his lieutenant,data/l2arctic/TLV/wav/arctic_b0222.wav,TLV,Vietnamese,M,he wa a d leader an tuder wa his littenin er
but to culture the revolution thus far had exhausted the junta,data/l2arctic/TLV/wav/arctic_b0224.wav,TLV,Vietnamese,M,but the coucher of the revolution thus far has its chancest the chunta
the president of the united states was his friend,data/l2arctic/TLV/wav/arctic_b0225.wav,TLV,Vietnamese,M,the breased on of the unites tay were his friend
your face was the personification of duplicity,data/l2arctic/TLV/wav/arctic_b0226.wav,TLV,Vietnamese,M,jyafai what of posonification up deplytici
shorty turned to their employers,data/l2arctic/TLV/wav/arctic_b0227.wav,TLV,Vietnamese,M,sacty turns to dame blyas
you were engaged,data/l2arctic/TLV/wav/arctic_b0228.wav,TLV,Vietnamese,M,you won gauge
i saw it all myself and it was splendid,data/l2arctic/TLV/wav/arctic_b0229.wav,TLV,Vietnamese,M,i saw is all my sal and is wor splendid
now run along and tell them to hurry,data/l2arctic/TLV/wav/arctic_b0230.wav,TLV,Vietnamese,M,now run along and tell them to hurry
whats that grub thief got to do with it,data/l2arctic/TLV/wav/arctic_b0231.wav,TLV,Vietnamese,M,what das ropherf got to do with his
it was a superb picture,data/l2arctic/TLV/wav/arctic_b0232.wav,TLV,Vietnamese,M,his squar a sopt beecher
so she said the irate skipper dashed on,data/l2arctic/TLV/wav/arctic_b0233.wav,TLV,Vietnamese,M,so she says the erase skipper dassont
and watch out for wet feet was his parting advice,data/l2arctic/TLV/wav/arctic_b0234.wav,TLV,Vietnamese,M,and watch ow far with it will his parting a vi
raoul yelled in order to make himself heard,data/l2arctic/TLV/wav/arctic_b0235.wav,TLV,Vietnamese,M,raowell yelled in order to make himself hurt
oolong was two hundred and fifty miles from the nearest land,data/l2arctic/TLV/wav/arctic_b0236.wav,TLV,Vietnamese,M,along wi two hundred and fifty mile from the near it land
they just lay off in the bush and plugged away,data/l2arctic/TLV/wav/arctic_b0237.wav,TLV,Vietnamese,M,dey just lay off in de bush and bluck away
the very thought of the effort to swim over was nauseating,data/l2arctic/TLV/wav/arctic_b0238.wav,TLV,Vietnamese,M,the very thought of the effort to swim over wa nauseating
and there was a dog that barked,data/l2arctic/TLV/wav/arctic_b0239.wav,TLV,Vietnamese,M,and they were a dog that walk
bill lingered contemplating his work with artistic appreciation,data/l2arctic/TLV/wav/arctic_a0561.wav,TLV,Vietnamese,M,beulinger contemplating his walk with artistic appreciation
but well just postpone this,data/l2arctic/TLV/wav/arctic_a0578.wav,TLV,Vietnamese,M,but robd just by pondest
you got out by fighting and i through a pretty girl,data/l2arctic/TLV/wav/arctic_b0002.wav,TLV,Vietnamese,M,you got out by fighting and i though a retty girl
his slim hands gripped the edges of the table,data/l2arctic/TLV/wav/arctic_b0019.wav,TLV,Vietnamese,M,his slim hands rip the h of the table
he wondered too where roscoe was,data/l2arctic/TLV/wav/arctic_b0036.wav,TLV,Vietnamese,M,he wanders to where roscow wors
that is why i am am rattled he laughed,data/l2arctic/TLV/wav/arctic_b0053.wav,TLV,Vietnamese,M,ds ey why i am ambretto he laughed
there was no chance to fire without hitting him,data/l2arctic/TLV/wav/arctic_b0070.wav,TLV,Vietnamese,M,there were no chance to fire with thou hitting him
they will search for us between their camp and churchill,data/l2arctic/TLV/wav/arctic_b0087.wav,TLV,Vietnamese,M,they will shircth for us between their come and thoch us
shooting pains passed like flashes of electricity through his body,data/l2arctic/TLV/wav/arctic_b0104.wav,TLV,Vietnamese,M,susthan pen's past lie flashes up electricity through his body
i want my men to work by themselves,data/l2arctic/TLV/wav/arctic_b0121.wav,TLV,Vietnamese,M,i want my men to work by themselves
and then steadily he began to chew,data/l2arctic/TLV/wav/arctic_b0138.wav,TLV,Vietnamese,M,and then steadily he began to thew
his freshly caught furs he flung to the floor,data/l2arctic/TLV/wav/arctic_b0155.wav,TLV,Vietnamese,M,his freshly caught furs and flung to the floor
on the far corner of the compound fence a hawk brooded,data/l2arctic/TLV/wav/arctic_b0172.wav,TLV,Vietnamese,M,hondefais conor obdicampafans a hawk rood
that is what distinguishes all of us from the lower animals,data/l2arctic/TLV/wav/arctic_b0189.wav,TLV,Vietnamese,M,thus ais wat distinguished one of us from the lower animals
