transcription,path_to_audio,speaker_id,native_language,gender,whisper_base_transcriptions
we saw your light and thought you wouldnt mind a call,data/l2arctic/MBMPS/wav/arctic_b0118.wav,MBMPS,Spanish,F,we saw your light and thought you wouldn't mind a call.
billinger may arrive in time,data/l2arctic/MBMPS/wav/arctic_b0119.wav,MBMPS,Spanish,F,billinger may arrive in time.
theres the hitch replied thorpe rolling a cigarette,data/l2arctic/MBMPS/wav/arctic_b0120.wav,MBMPS,Spanish,F,"there's a hinge replied trump, rolling a cigarette."
philip saw macdougall soon after his short talk with thorpe,data/l2arctic/MBMPS/wav/arctic_b0122.wav,MBMPS,Spanish,F,philip saw mcdowall soon after his short talk with trump.
neither could they understand the growing disaffection among thorpes men,data/l2arctic/MBMPS/wav/arctic_b0123.wav,MBMPS,Spanish,F,"neither could they understand the growing, this affection among trump's men."
two weeks passed and in that time thorpe left camp three times,data/l2arctic/MBMPS/wav/arctic_b0124.wav,MBMPS,Spanish,F,two weeks pass and in that time trumps left come three times.
it was the third or fourth time that philip had heard macdougall swear,data/l2arctic/MBMPS/wav/arctic_b0125.wav,MBMPS,Spanish,F,it was the third or fourth time that philip had heard mcdowell swear.
blood was oozing slowly from the wounded mans right breast,data/l2arctic/MBMPS/wav/arctic_b0126.wav,MBMPS,Spanish,F,blood was oozing slowly from the wounded man's right breast.
he destroyed everything that had belonged to the woman,data/l2arctic/MBMPS/wav/arctic_b0127.wav,MBMPS,Spanish,F,he destroyed everything that had belonged to the woman.
philip bent low over pierre,data/l2arctic/MBMPS/wav/arctic_b0128.wav,MBMPS,Spanish,F,philippe bent low over a pier.
did thorpe go to see any one in churchill,data/l2arctic/MBMPS/wav/arctic_b0129.wav,MBMPS,Spanish,F,the trump go to see anyone in churchill.
she saw the answer in his face,data/l2arctic/MBMPS/wav/arctic_b0130.wav,MBMPS,Spanish,F,she saw the answer in his face.
thorpe and his men were to destroy this camp and kill you,data/l2arctic/MBMPS/wav/arctic_b0131.wav,MBMPS,Spanish,F,trump and his men were to destroy this camp and kill you.
there is no need of further detail now for you can understand,data/l2arctic/MBMPS/wav/arctic_b0132.wav,MBMPS,Spanish,F,"there is no one need of further detail. now, for you can understand."
there followed a roar that shook the earth,data/l2arctic/MBMPS/wav/arctic_b0133.wav,MBMPS,Spanish,F,their followed a roar that shook the earth.
blind with rage he darted in,data/l2arctic/MBMPS/wav/arctic_b0134.wav,MBMPS,Spanish,F,line with rage. he darted in.
in it was the joy of life,data/l2arctic/MBMPS/wav/arctic_b0135.wav,MBMPS,Spanish,F,and it was the joy of life.
swiftly his eyes measured the situation,data/l2arctic/MBMPS/wav/arctic_b0136.wav,MBMPS,Spanish,F,swiftly his eyes measured the situation.
but this little defect did not worry him,data/l2arctic/MBMPS/wav/arctic_b0137.wav,MBMPS,Spanish,F,but this little defect did not worry him.
together they ate the rabbit,data/l2arctic/MBMPS/wav/arctic_b0139.wav,MBMPS,Spanish,F,together they ate the rabbit.
they edged nearer and stood shoulder to shoulder facing their world,data/l2arctic/MBMPS/wav/arctic_b0140.wav,MBMPS,Spanish,F,they ate nearer and stood shoulder to shoulder facing their world.
it was beating and waiting in the ambush of those black pits,data/l2arctic/MBMPS/wav/arctic_b0141.wav,MBMPS,Spanish,F,it was beating and waiting in the ambush of those black pits.
something vastly more thrilling had come into it now,data/l2arctic/MBMPS/wav/arctic_b0142.wav,MBMPS,Spanish,F,something vastly more thrilling had come into it now.
it took him half an hour to reach the edge of it,data/l2arctic/MBMPS/wav/arctic_b0143.wav,MBMPS,Spanish,F,it took him half an hour to reach the edge of it.
but there was no longer the mother yearning in his heart,data/l2arctic/MBMPS/wav/arctic_b0144.wav,MBMPS,Spanish,F,but there was no longer the mother yearning in his heart.
besides had he not whipped the big owl in the forest,data/l2arctic/MBMPS/wav/arctic_b0145.wav,MBMPS,Spanish,F,"besides, he not whipped the big owl in the forest.!!"
after all it was simply a mistake in judgment,data/l2arctic/MBMPS/wav/arctic_b0146.wav,MBMPS,Spanish,F,"after all, it was simply a mistake in judgment.!!"
had it struck squarely it would have killed him,data/l2arctic/MBMPS/wav/arctic_b0147.wav,MBMPS,Spanish,F,"hadith's drug squarely, it would have killed him.!!"
the indian even poked his stick into the thick ground spruce,data/l2arctic/MBMPS/wav/arctic_b0148.wav,MBMPS,Spanish,F,the indian even pulled his stick into the thick ground spruce.!!
pebbles and dirt flew along with hair and fur,data/l2arctic/MBMPS/wav/arctic_b0149.wav,MBMPS,Spanish,F,pebbles and dirt flew alone with hair and forth.!!
and he was filled with a strange and foreboding fear,data/l2arctic/MBMPS/wav/arctic_b0150.wav,MBMPS,Spanish,F,and he was filled with strange and foreboding fear.!!
it was steel a fisher trap,data/l2arctic/MBMPS/wav/arctic_b0151.wav,MBMPS,Spanish,F,it was still a feature drop.!!
ow a wild dog he growled,data/l2arctic/MBMPS/wav/arctic_b0152.wav,MBMPS,Spanish,F,"oh, a wild dog. he...grilled.!!"
he was a pariah a wanderer without a friend or a home,data/l2arctic/MBMPS/wav/arctic_b0153.wav,MBMPS,Spanish,F,he was a piraya. i wondered without a friend or a home.!!
that is the strange part of it,data/l2arctic/MBMPS/wav/arctic_b0154.wav,MBMPS,Spanish,F,that is a strange part of it.!!
for that reason le beau had chosen him to fight the big fight,data/l2arctic/MBMPS/wav/arctic_b0156.wav,MBMPS,Spanish,F,"for that reason, lee baugh had chosen him to fight the big fight.!!"
in the crib the baby sat up and began to prattle,data/l2arctic/MBMPS/wav/arctic_b0157.wav,MBMPS,Spanish,F,"in the crib, the baby sat up and began to prattle.!!"
she obeyed shrinking back with the baby in her arms,data/l2arctic/MBMPS/wav/arctic_b0158.wav,MBMPS,Spanish,F,"she obeyed, shrinking back with the baby in her arms.!!"
his teeth shut with a last click,data/l2arctic/MBMPS/wav/arctic_b0159.wav,MBMPS,Spanish,F,his teeth shut with a last click.!!
it was over when he made his way through the ring of spectators,data/l2arctic/MBMPS/wav/arctic_b0160.wav,MBMPS,Spanish,F,it was over when he made his way through the ring of spectators.!!
in a flash he was on his feet facing him,data/l2arctic/MBMPS/wav/arctic_b0161.wav,MBMPS,Spanish,F,"in a flash, he was on his feet facing him.!!"
he thought he saw a shudder pass through the factors shoulders,data/l2arctic/MBMPS/wav/arctic_b0162.wav,MBMPS,Spanish,F,he thought he saw a shadow pass through the factors shoulders.!!
the moon had already begun its westward decline,data/l2arctic/MBMPS/wav/arctic_b0163.wav,MBMPS,Spanish,F,the moon had already begun its westward decline.!!
they laughed like two happy children,data/l2arctic/MBMPS/wav/arctic_b0164.wav,MBMPS,Spanish,F,they laughed like two happy children.!!
he pulled and the log crashed down to break his back,data/l2arctic/MBMPS/wav/arctic_b0165.wav,MBMPS,Spanish,F,he pulled and the log crushed down to break his back.!!
fast but endure,data/l2arctic/MBMPS/wav/arctic_b0166.wav,MBMPS,Spanish,F,fast but endure.!!
a little before dawn of the day following the fire relief came,data/l2arctic/MBMPS/wav/arctic_b0167.wav,MBMPS,Spanish,F,"a little before dawn of the day following, the fire relief came.!!"
the indian felt the worship of her warm in his heart,data/l2arctic/MBMPS/wav/arctic_b0168.wav,MBMPS,Spanish,F,"the indian failed the worship of her, warm in his heart.!!"
he drew in a deep breath as he looked at them,data/l2arctic/MBMPS/wav/arctic_b0169.wav,MBMPS,Spanish,F,he drew in a deep breath as he looked at them.!!
then he shouted shut up,data/l2arctic/MBMPS/wav/arctic_b0170.wav,MBMPS,Spanish,F,then he shouted. shout out.!!
he changed his seat for a steamer reclining chair,data/l2arctic/MBMPS/wav/arctic_b0171.wav,MBMPS,Spanish,F,"he changed his seat for us, theme reclining chair.!!"
to these he gave castor oil,data/l2arctic/MBMPS/wav/arctic_b0173.wav,MBMPS,Spanish,F,to this he gave custard oil.!!
hatred and murder and lust for revenge they possessed to overflowing,data/l2arctic/MBMPS/wav/arctic_b0174.wav,MBMPS,Spanish,F,hatred and murder and lust for revenge they possessed to overflowing.!!
sheldon glanced at the thermometer,data/l2arctic/MBMPS/wav/arctic_b0175.wav,MBMPS,Spanish,F,sheldon glanced at the thermometer.!!
ill see to poor hughie,data/l2arctic/MBMPS/wav/arctic_b0176.wav,MBMPS,Spanish,F,i'll see you the poor hoey.!!
her gray eyes were flashing and her lips were quivering,data/l2arctic/MBMPS/wav/arctic_b0177.wav,MBMPS,Spanish,F,her gray eyes were flashing and her lips were quivering.!!
also i want information,data/l2arctic/MBMPS/wav/arctic_b0178.wav,MBMPS,Spanish,F,"also, i want information.!!"
let them go out and eat with my boys,data/l2arctic/MBMPS/wav/arctic_b0179.wav,MBMPS,Spanish,F,let them go out and eat with my voice.
i i beg pardon he drawled,data/l2arctic/MBMPS/wav/arctic_b0180.wav,MBMPS,Spanish,F,"i beg pardon, he rolled."
and you preferred a cannibal isle and a cartridge belt,data/l2arctic/MBMPS/wav/arctic_b0181.wav,MBMPS,Spanish,F,and you prefer a cannibal aisle and a cartridge belt.
i was in new york when the crash came,data/l2arctic/MBMPS/wav/arctic_b0182.wav,MBMPS,Spanish,F,i was in new york when the crash came.
no i did not fall among thieves,data/l2arctic/MBMPS/wav/arctic_b0183.wav,MBMPS,Spanish,F,"no, i did not fail among thieves."
such things in her brain were like so many oaths on her lips,data/l2arctic/MBMPS/wav/arctic_b0184.wav,MBMPS,Spanish,F,such things in her brain were like so many odds on her lips.
your being wrecked here has been a godsend to me,data/l2arctic/MBMPS/wav/arctic_b0185.wav,MBMPS,Spanish,F,"you're being rigged, here has been a god sent to me."
i cant go elsewhere by your own account,data/l2arctic/MBMPS/wav/arctic_b0186.wav,MBMPS,Spanish,F,i can go elsewhere by your own account.
her achievements with cocoanuts were a revelation,data/l2arctic/MBMPS/wav/arctic_b0187.wav,MBMPS,Spanish,F,her achievements with coconuts were a revelation.
he glanced down at her helplessly and moistened his lips,data/l2arctic/MBMPS/wav/arctic_b0188.wav,MBMPS,Spanish,F,"he glends down at her health as lee, and moistens it, he sleeps."
idealism led him to philosophic anarchy and his family threw him off,data/l2arctic/MBMPS/wav/arctic_b0190.wav,MBMPS,Spanish,F,"idealism led him to feel a soft, and his family threw him off."
he also contended that better confidence was established by carrying no weapons,data/l2arctic/MBMPS/wav/arctic_b0191.wav,MBMPS,Spanish,F,he also contended that better confidence was established by carrying no weapons.
outsiders are allowed five minute speeches the sick man urged,data/l2arctic/MBMPS/wav/arctic_b0192.wav,MBMPS,Spanish,F,outsiders are allowed 5 minute speeches. the sikh men urged.
so was packards finish suicide,data/l2arctic/MBMPS/wav/arctic_b0193.wav,MBMPS,Spanish,F,"so was bacchards, finnish suicide."
joan cried with shining eyes,data/l2arctic/MBMPS/wav/arctic_b0194.wav,MBMPS,Spanish,F,john cried with shining eyes.
nobody knows how the natives got them,data/l2arctic/MBMPS/wav/arctic_b0195.wav,MBMPS,Spanish,F,nobody knows how the natives got them.
how can you manage all alone mister young,data/l2arctic/MBMPS/wav/arctic_b0196.wav,MBMPS,Spanish,F,"how can you manage all alone, mr. yang?"
the planters are already considering the matter,data/l2arctic/MBMPS/wav/arctic_b0197.wav,MBMPS,Spanish,F,the planters are already considering the matter.
i use great trouble advisedly,data/l2arctic/MBMPS/wav/arctic_b0198.wav,MBMPS,Spanish,F,"i use grape travel advice, italy."
dear sir your second victim has fallen on schedule time,data/l2arctic/MBMPS/wav/arctic_b0199.wav,MBMPS,Spanish,F,"dear sir, your second victim has fallen on schedule time."
we leave the eventuality to time and law,data/l2arctic/MBMPS/wav/arctic_b0200.wav,MBMPS,Spanish,F,we leave the eventuality to time and law.
i also understand that similar branch organizations have made their appearance in europe,data/l2arctic/MBMPS/wav/arctic_b0201.wav,MBMPS,Spanish,F,i also understand that similar branch organizations have made their appearance in europe.
society is shaken to its foundations,data/l2arctic/MBMPS/wav/arctic_b0202.wav,MBMPS,Spanish,F,society is shaking to its foundations.
a month in australia would finish me,data/l2arctic/MBMPS/wav/arctic_b0203.wav,MBMPS,Spanish,F,a mountain of australia would finish me.
down through the perfume weighted air fluttered the snowy fluffs of the cottonwoods,data/l2arctic/MBMPS/wav/arctic_b0204.wav,MBMPS,Spanish,F,"down through the perfume weighted air, flooded these noy floods on the cottonwoods."
you were destroying my life,data/l2arctic/MBMPS/wav/arctic_b0205.wav,MBMPS,Spanish,F,you were destroying my life.
im as good as a man she urged,data/l2arctic/MBMPS/wav/arctic_b0207.wav,MBMPS,Spanish,F,i must good as men she urged.
you read the quotations in todays paper,data/l2arctic/MBMPS/wav/arctic_b0208.wav,MBMPS,Spanish,F,you read the quotations in today's paper.
hes terribly touchy about his black wards as he calls them,data/l2arctic/MBMPS/wav/arctic_b0209.wav,MBMPS,Spanish,F,he is terribly touchy about his black words as he calls them.
whatever he guessed he locked away in the taboo room of naomi,data/l2arctic/MBMPS/wav/arctic_b0210.wav,MBMPS,Spanish,F,"whatever he guessed, he looked away in his taboo room of naomi."
this is eighteen eighty,data/l2arctic/MBMPS/wav/arctic_b0211.wav,MBMPS,Spanish,F,this is 1880.
death is and has been ever since old maui died,data/l2arctic/MBMPS/wav/arctic_b0212.wav,MBMPS,Spanish,F,that is and has been ever since all maui died.
some boy she laughed acquiescence,data/l2arctic/MBMPS/wav/arctic_b0213.wav,MBMPS,Spanish,F,"some boy, she loved acquaintance.!!!"
let us talk it over and find a way out,data/l2arctic/MBMPS/wav/arctic_b0214.wav,MBMPS,Spanish,F,let us talk it over and find a way out.!!!
it is a good property and worth more than that,data/l2arctic/MBMPS/wav/arctic_b0215.wav,MBMPS,Spanish,F,it is a good property and worth more than that.!!!
i wish you were more adaptable joan retorted,data/l2arctic/MBMPS/wav/arctic_b0216.wav,MBMPS,Spanish,F,"i wish you were more adaptable, joanne, retorted.!!!"
such is my passage engaged on the steamer,data/l2arctic/MBMPS/wav/arctic_b0217.wav,MBMPS,Spanish,F,"such is my passage, engaged on the steamer.!!!"
the issue was not in doubt,data/l2arctic/MBMPS/wav/arctic_b0218.wav,MBMPS,Spanish,F,the issue was not in doubt.!!!
well there are better men in hawaii thats all,data/l2arctic/MBMPS/wav/arctic_b0219.wav,MBMPS,Spanish,F,"well, there are better men in hawaii, that's all.!!!"
harry bancroft dave lied,data/l2arctic/MBMPS/wav/arctic_b0220.wav,MBMPS,Spanish,F,"harry bancroft, dave lai.!!!"
its a yankee joan cried,data/l2arctic/MBMPS/wav/arctic_b0221.wav,MBMPS,Spanish,F,it's a junkie. joy cried.!!!
he was the leader and tudor was his lieutenant,data/l2arctic/MBMPS/wav/arctic_b0222.wav,MBMPS,Spanish,F,he was a leader. a tutor was his lieutenant.!!!
but to culture the revolution thus far had exhausted the junta,data/l2arctic/MBMPS/wav/arctic_b0224.wav,MBMPS,Spanish,F,"but to culture, the revolution thus far had exhausted the junta.!!!"
the president of the united states was his friend,data/l2arctic/MBMPS/wav/arctic_b0225.wav,MBMPS,Spanish,F,the president of the united states was his friend.!!!
your face was the personification of duplicity,data/l2arctic/MBMPS/wav/arctic_b0226.wav,MBMPS,Spanish,F,your face was the personification of duplicity.!!!
shorty turned to their employers,data/l2arctic/MBMPS/wav/arctic_b0227.wav,MBMPS,Spanish,F,short-term to their employee.!!!
