transcription,path_to_audio,speaker_id,native_language,gender,wav2vec2_base_transcriptions
he had been so easy,data/l2arctic/PNV/wav/arctic_b0327.wav,PNV,Vietnamese,F,he had been so easy
change chairs daylight commanded,data/l2arctic/PNV/wav/arctic_b0328.wav,PNV,Vietnamese,F,change chairs deylight commanded
id sooner have my chips back,data/l2arctic/PNV/wav/arctic_b0329.wav,PNV,Vietnamese,F,i'd sooneh helv my chiefs back
they only had a little thirty thousand dollar fire,data/l2arctic/PNV/wav/arctic_b0330.wav,PNV,Vietnamese,F,they only had a little thirty thousand dollar of fire
his partners had starved and died on the stewart,data/l2arctic/PNV/wav/arctic_b0331.wav,PNV,Vietnamese,F,his parcners had starved and dived on the steaward
as to how she dressed he had no ideas at all,data/l2arctic/PNV/wav/arctic_b0332.wav,PNV,Vietnamese,F,as to how she dressed he had no ideas at all
it does was her audacious answer,data/l2arctic/PNV/wav/arctic_b0333.wav,PNV,Vietnamese,F,it does wors her oracious enswer
oh its just a novel a love story,data/l2arctic/PNV/wav/arctic_b0334.wav,PNV,Vietnamese,F,oh it is just a novel a love story
whoever lived on the ranch did that,data/l2arctic/PNV/wav/arctic_b0335.wav,PNV,Vietnamese,F,whoever lived on a range did that
how old are you mother,data/l2arctic/PNV/wav/arctic_b0336.wav,PNV,Vietnamese,F,how old are you mother
here he got a fresh thrill,data/l2arctic/PNV/wav/arctic_b0337.wav,PNV,Vietnamese,F,here he got a fresh frugh
it was unobtrusive yet it was there,data/l2arctic/PNV/wav/arctic_b0338.wav,PNV,Vietnamese,F,it was unobtrosive yet it was there
well ill be plumb gosh darned,data/l2arctic/PNV/wav/arctic_b0339.wav,PNV,Vietnamese,F,well i be blummed gosh dammed
these quick little joys of hers were sources of joy to him,data/l2arctic/PNV/wav/arctic_b0340.wav,PNV,Vietnamese,F,these quick little joys of hers were sources of joys to him
i play that choice wide open to win,data/l2arctic/PNV/wav/arctic_b0341.wav,PNV,Vietnamese,F,i played at choy's wide orpen to win
but how are you going to do it,data/l2arctic/PNV/wav/arctic_b0343.wav,PNV,Vietnamese,F,but how are you going to do it
lots of men take women buggy riding,data/l2arctic/PNV/wav/arctic_b0344.wav,PNV,Vietnamese,F,lows of man tae women ruby writing
daylight made no answer and the door closed behind him,data/l2arctic/PNV/wav/arctic_b0345.wav,PNV,Vietnamese,F,daylight made no answer and the door closed behind him
theres not an iota of truth in it,data/l2arctic/PNV/wav/arctic_b0346.wav,PNV,Vietnamese,F,there's not an altar of tooth in it
but ever his gaze returned to that crouched venus on the piano,data/l2arctic/PNV/wav/arctic_b0347.wav,PNV,Vietnamese,F,but ever his gaze returned to that crowt venus on the piano
would you be satisfied with that one hundredth part of me,data/l2arctic/PNV/wav/arctic_b0348.wav,PNV,Vietnamese,F,would you be satisfied with that one hundredth part of me
in such a tumbling of values was no time to sell,data/l2arctic/PNV/wav/arctic_b0349.wav,PNV,Vietnamese,F,in such a tumbling of velues was no time to sell
stand off butcher and baker and all the rest,data/l2arctic/PNV/wav/arctic_b0350.wav,PNV,Vietnamese,F,stand off butcher and baker are all the rest
matthewson whos this bookkeeper rogers,data/l2arctic/PNV/wav/arctic_b0351.wav,PNV,Vietnamese,F,matlison who's this bookkeeper rogers
now just what do you want to know,data/l2arctic/PNV/wav/arctic_b0352.wav,PNV,Vietnamese,F,now just what do you want to know
i want to know how all this is possible,data/l2arctic/PNV/wav/arctic_b0353.wav,PNV,Vietnamese,F,i want to know how all this is possible
its that much junk,data/l2arctic/PNV/wav/arctic_b0354.wav,PNV,Vietnamese,F,is that muc junk
there was proper division of labor in the work they individually performed,data/l2arctic/PNV/wav/arctic_b0355.wav,PNV,Vietnamese,F,there was proper division of labor in the work they individually performed
he loved to play chinese lottery,data/l2arctic/PNV/wav/arctic_b0356.wav,PNV,Vietnamese,F,he loved to play chenese lottery
the law of club and fang,data/l2arctic/PNV/wav/arctic_b0357.wav,PNV,Vietnamese,F,the law of clup and fang
the temperature dropped to fifty below zero and remained there the whole trip,data/l2arctic/PNV/wav/arctic_b0358.wav,PNV,Vietnamese,F,the temperature dropped to fifty below zero and remained there the haun trip
this state of mind comes of an undue prominence of the ego,data/l2arctic/PNV/wav/arctic_b0360.wav,PNV,Vietnamese,F,this date of my comes of an undue prominance of the eaglo
there are the canals of china and the yangtse river,data/l2arctic/PNV/wav/arctic_b0361.wav,PNV,Vietnamese,F,there are the kennos of china and a young sloux river
we threaten to be of the one mind before the voyage is completed,data/l2arctic/PNV/wav/arctic_b0362.wav,PNV,Vietnamese,F,we threaten to be of the one mie before the voyege is completed
she was built primarily to sail,data/l2arctic/PNV/wav/arctic_b0363.wav,PNV,Vietnamese,F,she was bewed ramorily to sell
in the bohemian club of san francisco there are some crack sailors,data/l2arctic/PNV/wav/arctic_b0364.wav,PNV,Vietnamese,F,in the buhemian club of san francisco there are some crack sailors
my age in years is twenty two,data/l2arctic/PNV/wav/arctic_b0365.wav,PNV,Vietnamese,F,may agh in years is twenty two
i forgot how easily i had taught myself from the printed page,data/l2arctic/PNV/wav/arctic_b0366.wav,PNV,Vietnamese,F,i forgot how easily i had taught myself from laprinti's page
any average young fellow can teach himself in a week,data/l2arctic/PNV/wav/arctic_b0367.wav,PNV,Vietnamese,F,any everige young fellow can tish himself in a week
please do not think that i already know it all,data/l2arctic/PNV/wav/arctic_b0368.wav,PNV,Vietnamese,F,please do not think that i already know it all
you see we were teaching ourselves,data/l2arctic/PNV/wav/arctic_b0369.wav,PNV,Vietnamese,F,you see we were teaching alazes
and now behold the perversity of things,data/l2arctic/PNV/wav/arctic_b0370.wav,PNV,Vietnamese,F,and now behond the perversity of things
yield yourself to the waters that are ripping and tearing at you,data/l2arctic/PNV/wav/arctic_b0371.wav,PNV,Vietnamese,F,yield yourself to the waters that are ripping and tearing at you
mister mcveigh told me about him,data/l2arctic/PNV/wav/arctic_b0372.wav,PNV,Vietnamese,F,mister montvay told me about him
unlike joshua he stood in no need of divine assistance,data/l2arctic/PNV/wav/arctic_b0373.wav,PNV,Vietnamese,F,unlike you ar sure he stood in no need of divide assistance
to say the least captain cook was a rather thorough going empiricist,data/l2arctic/PNV/wav/arctic_b0374.wav,PNV,Vietnamese,F,to site a list captain cook was a rather thorough going in piricist
man could not conquer them,data/l2arctic/PNV/wav/arctic_b0375.wav,PNV,Vietnamese,F,men could not concur them
a scarlet loincloth completed his costume,data/l2arctic/PNV/wav/arctic_b0377.wav,PNV,Vietnamese,F,a scarlet lawn cloth completed his costume
i like to speculate upon the glorious future of man,data/l2arctic/PNV/wav/arctic_b0378.wav,PNV,Vietnamese,F,i lie to speculate upon the glorious future of men
christmas is an easy problem compared with a polynesian giving feast,data/l2arctic/PNV/wav/arctic_b0379.wav,PNV,Vietnamese,F,christmas is an easy problem compared with a puli nisian given feast
he had peeled off his shirt and was wildly waving it,data/l2arctic/PNV/wav/arctic_b0380.wav,PNV,Vietnamese,F,he had pewte of his shirt and was widely wavin it
and how would we ever find ourselves,data/l2arctic/PNV/wav/arctic_b0381.wav,PNV,Vietnamese,F,and how would we ever find ourselves
i defy any man to get a solomon island sore in california,data/l2arctic/PNV/wav/arctic_b0382.wav,PNV,Vietnamese,F,i dified any men to get an solomon island saw in california
a bush chief had died a natural death,data/l2arctic/PNV/wav/arctic_b0383.wav,PNV,Vietnamese,F,a bush chief had died a nagure or death
the skippers and na ka tas gymnastics served as a translation without words,data/l2arctic/PNV/wav/arctic_b0384.wav,PNV,Vietnamese,F,the skippers and acata's gymnastics served as a translation with the words
last night he showed all the symptoms of coming down with pneumonia,data/l2arctic/PNV/wav/arctic_b0385.wav,PNV,Vietnamese,F,last night he showed all the symptoms of coming down with neumonia
my idea was that he would have more influence over the natives,data/l2arctic/PNV/wav/arctic_b0386.wav,PNV,Vietnamese,F,my idea was that he would have more influence over other natives
it is merely the simple superlative,data/l2arctic/PNV/wav/arctic_b0387.wav,PNV,Vietnamese,F,it is merely the simpost superative
i made no more overtures,data/l2arctic/PNV/wav/arctic_b0388.wav,PNV,Vietnamese,F,i made no more of a curs
among my minor afflictions i may mention a new and mysterious one,data/l2arctic/PNV/wav/arctic_b0389.wav,PNV,Vietnamese,F,among my minor afflictions i may mention a new and mysterious one
the voyage was our idea of a good time,data/l2arctic/PNV/wav/arctic_b0390.wav,PNV,Vietnamese,F,the voyage was our idea of a good time
at sea tuesday march seventeenth nineteen o eight,data/l2arctic/PNV/wav/arctic_b0391.wav,PNV,Vietnamese,F,at sea tuesday march seventeenth nineteen o eight
yes sir he answered with cheerful alacrity,data/l2arctic/PNV/wav/arctic_b0392.wav,PNV,Vietnamese,F,yes sir he answered with cheerful aclacrity
the boy hesitated then mastered his temper,data/l2arctic/PNV/wav/arctic_b0394.wav,PNV,Vietnamese,F,the boy hesitated then mastered his temper
i was beneath the water suffocating and drowning,data/l2arctic/PNV/wav/arctic_b0395.wav,PNV,Vietnamese,F,i was beneath the water suffocating and drowning
the pain from my hurt knee was agonizing,data/l2arctic/PNV/wav/arctic_b0396.wav,PNV,Vietnamese,F,the pain from my hert knee was agonizing
the hunters were still arguing and roaring like some semi human amphibious breed,data/l2arctic/PNV/wav/arctic_b0397.wav,PNV,Vietnamese,F,the hunters was steew aluing and roaring like some semihuman and phebious breed
i have been robbed sir i amended,data/l2arctic/PNV/wav/arctic_b0398.wav,PNV,Vietnamese,F,i have been rocked sir i amended
you were looking squeamish this afternoon he began,data/l2arctic/PNV/wav/arctic_b0399.wav,PNV,Vietnamese,F,you were looking squimmage this afternoon he began
how could i answer the question on the spur of the moment,data/l2arctic/PNV/wav/arctic_b0400.wav,PNV,Vietnamese,F,how could i answer the question on the spur of the moment
i learned it myself in english ships,data/l2arctic/PNV/wav/arctic_b0401.wav,PNV,Vietnamese,F,i learned it myself in english ships
an altruistic act is an act performed for the welfare of others,data/l2arctic/PNV/wav/arctic_b0402.wav,PNV,Vietnamese,F,an antoistic art is an art performed for the welfare of others
knowing him i review the old scandinavian myths with clearer understanding,data/l2arctic/PNV/wav/arctic_b0403.wav,PNV,Vietnamese,F,knowing him i review the os cendannevi and myth with cleanar understanding
yes and no sir was the slow reply,data/l2arctic/PNV/wav/arctic_b0404.wav,PNV,Vietnamese,F,yes an no sir was the slow reply
and each year something happened and i did not go,data/l2arctic/PNV/wav/arctic_b0405.wav,PNV,Vietnamese,F,an each year something happened and i did not go
how in hell did he know it was you in the dark,data/l2arctic/PNV/wav/arctic_b0406.wav,PNV,Vietnamese,F,how in the hell did he know it was you in the dark
of course much grumbling went on and little outbursts were continually occurring,data/l2arctic/PNV/wav/arctic_b0407.wav,PNV,Vietnamese,F,of course much grumbling went on and little albus was continually occurring
you have all the advantage,data/l2arctic/PNV/wav/arctic_b0408.wav,PNV,Vietnamese,F,you have all on the eventt
the dirk mentioned by wolf larsen rested in its sheath on my hip,data/l2arctic/PNV/wav/arctic_b0409.wav,PNV,Vietnamese,F,the dirk mentioned by wolf lasen rested in is sheath on my hip
he gave no reason but his motive was obvious enough,data/l2arctic/PNV/wav/arctic_b0411.wav,PNV,Vietnamese,F,he gave no reason but his motive was obvious enough
ah it was sweet in my ears,data/l2arctic/PNV/wav/arctic_b0412.wav,PNV,Vietnamese,F,ha it was sweet in my ears
he may desire to escape pain or to enjoy pleasure,data/l2arctic/PNV/wav/arctic_b0413.wav,PNV,Vietnamese,F,he may desire to escape pain or to enjoy pleasure
it was impossible to hoist sail and claw off that shore,data/l2arctic/PNV/wav/arctic_b0414.wav,PNV,Vietnamese,F,it was impossible to hoyse sail and claw off that shore
there was nothing for us but the wide raw ocean,data/l2arctic/PNV/wav/arctic_b0415.wav,PNV,Vietnamese,F,there was nothing for us but the wide raw ocean
i arose obediently and went down the beach,data/l2arctic/PNV/wav/arctic_b0416.wav,PNV,Vietnamese,F,i arose obediently and went down the beach
the next thing to watch out for is bed sores,data/l2arctic/PNV/wav/arctic_b0417.wav,PNV,Vietnamese,F,the next thing to watch out for is bett source
at that moment i got the impression that she was willowy,data/l2arctic/PNV/wav/arctic_b0418.wav,PNV,Vietnamese,F,at that moment i got the impression that she was willowy
your fathers fifth command he nodded,data/l2arctic/PNV/wav/arctic_b0419.wav,PNV,Vietnamese,F,your father's fifth command he nodded
on occasion on this traverse the cape verde islands are raised,data/l2arctic/PNV/wav/arctic_b0420.wav,PNV,Vietnamese,F,on occasion on these travers the cap verte islands were rased
she is essentially the life giving life conserving female of the species,data/l2arctic/PNV/wav/arctic_b0421.wav,PNV,Vietnamese,F,she is essentially the life giving life conserving female of the species
this was when the explosion occurred,data/l2arctic/PNV/wav/arctic_b0422.wav,PNV,Vietnamese,F,this was when the explosion occurred
also at regular intervals he would mutter,data/l2arctic/PNV/wav/arctic_b0423.wav,PNV,Vietnamese,F,also at regular intervals he would mutter
it is a very tenable hypothesis and will bear looking into,data/l2arctic/PNV/wav/arctic_b0424.wav,PNV,Vietnamese,F,it is a very tainable hypothesis and will bear looking into
there were orange green gold green and a copper green,data/l2arctic/PNV/wav/arctic_b0425.wav,PNV,Vietnamese,F,there were orange green loave green and a cobber green
the gabriel voice of the samurai rang out,data/l2arctic/PNV/wav/arctic_b0426.wav,PNV,Vietnamese,F,the gebriel voice of the summurai rang out
the history of our westward faring race is written in it,data/l2arctic/PNV/wav/arctic_b0428.wav,PNV,Vietnamese,F,the history of our wesward faring rays is britten in it
and the eurasian chinese englishman bowed himself away,data/l2arctic/PNV/wav/arctic_b0429.wav,PNV,Vietnamese,F,and the eurasian chenese english men bowe himself away
they were babbling and chattering all together,data/l2arctic/PNV/wav/arctic_b0430.wav,PNV,Vietnamese,F,they were babbling and chattering alltogether
too much he told me with ominous rolling head,data/l2arctic/PNV/wav/arctic_b0431.wav,PNV,Vietnamese,F,too much he told me with imiminus rolling hat
he is a candidate rising from the serf class to our class,data/l2arctic/PNV/wav/arctic_b0432.wav,PNV,Vietnamese,F,he's a canidate rising from the sheff class to our class
