transcription,path_to_audio,speaker_id,native_language,gender,sewd_tiny_transcriptions
i had forgotten their existence,data/l2arctic/NJS/wav/arctic_a0460.wav,NJS,Spanish,F,i have forgotten their existence
ah we were very close together in that moment,data/l2arctic/NJS/wav/arctic_a0461.wav,NJS,Spanish,F,a we were a very clus together in that moment
but she swung obediently on her heel into the wind,data/l2arctic/NJS/wav/arctic_a0462.wav,NJS,Spanish,F,but she flun obediently on her heall into the wind
they are his tongue by which he makes his knowledge articulate,data/l2arctic/NJS/wav/arctic_a0463.wav,NJS,Spanish,F,dhe yard his tongu by which he makes his knowledge ardiculate
between the rush of the cascades streaks of rust showed everywhere,data/l2arctic/NJS/wav/arctic_a0464.wav,NJS,Spanish,F,between the rush of the gascates strakes of rust showt everywhere
hell never do a tap of work the whole voyage,data/l2arctic/NJS/wav/arctic_a0465.wav,NJS,Spanish,F,he never do a tapl work the whole voyage
captain west may be a samurai but he is also human,data/l2arctic/NJS/wav/arctic_a0466.wav,NJS,Spanish,F,gupt in waste may be a sumrigh but he's also human
and so early in the voyage too,data/l2arctic/NJS/wav/arctic_a0467.wav,NJS,Spanish,F,in so early in de voyage to
in the matter of curry she is a sheer genius,data/l2arctic/NJS/wav/arctic_a0468.wav,NJS,Spanish,F,in the matter corate she is a sher genius
the eastern heavens were equally spectacular,data/l2arctic/NJS/wav/arctic_a0469.wav,NJS,Spanish,F,the eastern heavens were equally spetacular
he spat it out like so much venom,data/l2arctic/NJS/wav/arctic_a0470.wav,NJS,Spanish,F,hes spudded oll like so much benon
i saw mister pike nod his head grimly and sarcastically,data/l2arctic/NJS/wav/arctic_a0471.wav,NJS,Spanish,F,i saw me sirpie not hes head greimly inicercastically
hes too keenly intelligent too sharply sensitive successfully to endure,data/l2arctic/NJS/wav/arctic_a0472.wav,NJS,Spanish,F,he sto kingle intelligent to sharply sensitive successfully to enjure
the night was calm and snowy,data/l2arctic/NJS/wav/arctic_a0473.wav,NJS,Spanish,F,the night was come in  snowy
i sailed third mate in the little vampire before you were born,data/l2arctic/NJS/wav/arctic_a0474.wav,NJS,Spanish,F,i sail thirmate in the litle vampie before you were boring
his outstretched arm dropped to his side and he paused,data/l2arctic/NJS/wav/arctic_a0475.wav,NJS,Spanish,F,he's outest threth arm dropped to heside and he paused
wada louis and the steward are servants of asiatic breed,data/l2arctic/NJS/wav/arctic_a0477.wav,NJS,Spanish,F,whata loui and the steward are servants of a siatic breed
also she has forbidden them smoking their pipes in the after room,data/l2arctic/NJS/wav/arctic_a0478.wav,NJS,Spanish,F,also she has for beaten them smoking their pipes in the afteri room
i tried to read george moore last night and was dreadfully bored,data/l2arctic/NJS/wav/arctic_a0479.wav,NJS,Spanish,F,i tried to reat garge more last night and was dreadfully board
tom spink has a harpoon,data/l2arctic/NJS/wav/arctic_a0480.wav,NJS,Spanish,F,tones bing has a harpon
nimrod replied with a slight manifestation of sensitiveness,data/l2arctic/NJS/wav/arctic_a0481.wav,NJS,Spanish,F,nambron replied wut dis lie mony festation of sinsictivedness
and their chief virtue lies in that they will never wear out,data/l2arctic/NJS/wav/arctic_a0482.wav,NJS,Spanish,F,in their chief virtulize ing that they will never where out
beyond dispute corry hutchinson had married mabel holmes,data/l2arctic/NJS/wav/arctic_a0483.wav,NJS,Spanish,F,eundispude cory hutchinson had married mada homes
no sir ee,data/l2arctic/NJS/wav/arctic_a0484.wav,NJS,Spanish,F,noseri
each insult added to the value of the claim,data/l2arctic/NJS/wav/arctic_a0485.wav,NJS,Spanish,F,each in soult added to the valeye of the claim
for the rest he was a mere automaton,data/l2arctic/NJS/wav/arctic_a0486.wav,NJS,Spanish,F,for the rest he was a mer outometon
the river bared its bosom and snorting steamboats challenged the wilderness,data/l2arctic/NJS/wav/arctic_a0487.wav,NJS,Spanish,F,the reaver bear its bossom an a snartines timbuts challenged the wilderness
their love burned with increasing brightness,data/l2arctic/NJS/wav/arctic_a0488.wav,NJS,Spanish,F,tyheir love bouring with increasing brideness
they were artists not biologists,data/l2arctic/NJS/wav/arctic_a0489.wav,NJS,Spanish,F,they were arthist not byologist
both johnny and his mother shuffled their feet as they walked,data/l2arctic/NJS/wav/arctic_a0490.wav,NJS,Spanish,F,both johning his mother shaffled deirfeet as they walked
and as in denial of guilt the one legged boy replied,data/l2arctic/NJS/wav/arctic_a0491.wav,NJS,Spanish,F,ind as in denial of guilt the one lake boyl replied
burnt out like the crater of a volcano,data/l2arctic/NJS/wav/arctic_a0492.wav,NJS,Spanish,F,born alleg the greater of a olcana
obrien took off his coat and bared his right arm,data/l2arctic/NJS/wav/arctic_a0494.wav,NJS,Spanish,F,obrian to gove his coat an burth his right arm
he bore no grudges and had few enemies,data/l2arctic/NJS/wav/arctic_a0495.wav,NJS,Spanish,F,he borne no grudges in had few enemies
and tom king patiently endured,data/l2arctic/NJS/wav/arctic_a0496.wav,NJS,Spanish,F,in tom king patiently endured
king took every advantage he knew,data/l2arctic/NJS/wav/arctic_a0497.wav,NJS,Spanish,F,ting took every advantage he knew
the lines were now very taut,data/l2arctic/NJS/wav/arctic_a0498.wav,NJS,Spanish,F,delines were now very tunt
and right there i saw and knew it all,data/l2arctic/NJS/wav/arctic_a0499.wav,NJS,Spanish,F,an ri there i saw anuitale
who the devil gave it to you to be judge and jury,data/l2arctic/NJS/wav/arctic_a0500.wav,NJS,Spanish,F,hu the devil gave it to you to be judg injury
youre joking me sir the other managed to articulate,data/l2arctic/NJS/wav/arctic_a0501.wav,NJS,Spanish,F,you are juckin means sir the other man as to articulate
anything unusual or abnormal was sufficient to send a fellow to molokai,data/l2arctic/NJS/wav/arctic_a0502.wav,NJS,Spanish,F,anything anusual or obnormal was sufficient to send a fellow to malocka
his beady black eyes saw bargains where other men saw bankruptcy,data/l2arctic/NJS/wav/arctic_a0503.wav,NJS,Spanish,F,hise beaty black eye so bargings where either man so bunrubsy
he was an athlete and a giant,data/l2arctic/NJS/wav/arctic_a0504.wav,NJS,Spanish,F,he was an afleep in a giant
we fished sharks on niihau together,data/l2arctic/NJS/wav/arctic_a0505.wav,NJS,Spanish,F,with fitch sharks uney how together
the claudine was leaving next morning for honolulu,data/l2arctic/NJS/wav/arctic_a0506.wav,NJS,Spanish,F,the clodin was leaving next morning for hanalulu
in short my joyous individualism was dominated by the orthodox bourgeois ethics,data/l2arctic/NJS/wav/arctic_a0507.wav,NJS,Spanish,F,insure it my joyou's indiviralism was dominated by the oarth of dosborgoy effics
soon shall it be thrust back from off prostrate humanity,data/l2arctic/NJS/wav/arctic_a0508.wav,NJS,Spanish,F,sonciallyt be thrust back from all forcetrate humanity
yet in accordance with ernests test of truth it worked,data/l2arctic/NJS/wav/arctic_a0509.wav,NJS,Spanish,F,yet in a corness would earnest thest of truth it word
there is more behind this than a mere university ideal,data/l2arctic/NJS/wav/arctic_a0511.wav,NJS,Spanish,F,there is more behind these then ameruniversity ideal
no it is a palace wherein there are many servants,data/l2arctic/NJS/wav/arctic_a0512.wav,NJS,Spanish,F,not it is a palace where in there are many servants
we must give ourselves and not our money alone,data/l2arctic/NJS/wav/arctic_a0513.wav,NJS,Spanish,F,we mast give ourselves and not our mony alone
we are consumed in our own flesh pots,data/l2arctic/NJS/wav/arctic_a0514.wav,NJS,Spanish,F,we are consumed in our own fleshbots
but here amongst ourselves let us speak out,data/l2arctic/NJS/wav/arctic_a0515.wav,NJS,Spanish,F,but here amongst ourselves lad as a speak out
also there was awe in their faces,data/l2arctic/NJS/wav/arctic_a0516.wav,NJS,Spanish,F,also there was oll in their faces
out of abstractions ernest had conjured a vision and made them see it,data/l2arctic/NJS/wav/arctic_a0517.wav,NJS,Spanish,F,out of oufstructions earness had clenjured avision and may them see it
illuminating oil was becoming all profit,data/l2arctic/NJS/wav/arctic_a0518.wav,NJS,Spanish,F,illuminating oil was wecoming or profet
such an act was in direct violation of the laws of the land,data/l2arctic/NJS/wav/arctic_a0519.wav,NJS,Spanish,F,such an act was inderect violation of the loss of the land
he was fond of quoting a fragment from a certain poem,data/l2arctic/NJS/wav/arctic_a0520.wav,NJS,Spanish,F,he was forn of qauting a fragmen from a sortand point
without them he could not run his empire,data/l2arctic/NJS/wav/arctic_a0521.wav,NJS,Spanish,F,we dow them he could no run his impiter
for such countries nothing remained but reorganization,data/l2arctic/NJS/wav/arctic_a0522.wav,NJS,Spanish,F,for such countris nothing remained but reargonization
they could not continue their method of producing surpluses,data/l2arctic/NJS/wav/arctic_a0523.wav,NJS,Spanish,F,they could not continue their method of producing surpalases
at once would be instituted a dozen cooperative commonwealth states,data/l2arctic/NJS/wav/arctic_a0524.wav,NJS,Spanish,F,tat once would be instituted a dozen coparitive common wealth states
the oligarchy wanted violence and it set its agents provocateurs to work,data/l2arctic/NJS/wav/arctic_a0525.wav,NJS,Spanish,F,the oligariqhi wanted violumce and it said its agent's provocators to work
nowhere did the raw earth appear,data/l2arctic/NJS/wav/arctic_a0526.wav,NJS,Spanish,F,nowhere di the roll airth apeer
men who endure it call it living death,data/l2arctic/NJS/wav/arctic_a0528.wav,NJS,Spanish,F,menfo en dure it call it leaving death
as i say he had tapped the message very rapidly,data/l2arctic/NJS/wav/arctic_a0529.wav,NJS,Spanish,F,as i say he had tapped a message a very rapidly
ask him i laughed then turned to pasquini,data/l2arctic/NJS/wav/arctic_a0530.wav,NJS,Spanish,F,asking i leuft then torned to basquini
in what bucolic school of fence he had been taught was beyond imagining,data/l2arctic/NJS/wav/arctic_a0531.wav,NJS,Spanish,F,in what bucolic school of fance he had been tought was beyon imaginane
may drought destroy your crops,data/l2arctic/NJS/wav/arctic_a0532.wav,NJS,Spanish,F,may draw descry your crups
dunham can your boy go along with jesse,data/l2arctic/NJS/wav/arctic_a0533.wav,NJS,Spanish,F,don him can your boy go onlon with jessi
but johannes could and did,data/l2arctic/NJS/wav/arctic_a0534.wav,NJS,Spanish,F,but your hand's good indeed
a new preacher and a new doctrine come to jerusalem,data/l2arctic/NJS/wav/arctic_a0535.wav,NJS,Spanish,F,a new creacher in a new dotrine come to jerusalen
he would destroy all things that are fixed,data/l2arctic/NJS/wav/arctic_a0536.wav,NJS,Spanish,F,he would destroy all things that our fixed
he was an enthusiast and a desert dweller,data/l2arctic/NJS/wav/arctic_a0537.wav,NJS,Spanish,F,he was an ansosiest in a disart dwellar
what pascal glimpsed with the vision of a seer i have lived,data/l2arctic/NJS/wav/arctic_a0538.wav,NJS,Spanish,F,what bescald leams with his vision of ser i have lived
i should like to engage just for one whole life in that,data/l2arctic/NJS/wav/arctic_a0539.wav,NJS,Spanish,F,i should like to engage jesfor one whole life in that
yea so are all the lesser animals of today clean,data/l2arctic/NJS/wav/arctic_a0540.wav,NJS,Spanish,F,ye so ar ol the lessor unimals of to day clean
the warden with a quart of champagne,data/l2arctic/NJS/wav/arctic_a0541.wav,NJS,Spanish,F,dewarden with a court of chanpaign
without a doubt some of them have dinner engagements,data/l2arctic/NJS/wav/arctic_a0542.wav,NJS,Spanish,F,with thou adoubt some of them hav dener engagements
i had been born with no organic chemical predisposition toward alcohol,data/l2arctic/NJS/wav/arctic_a0543.wav,NJS,Spanish,F,i had been borne with no organnig camical cretty's position to wr acohole
the italian rancho was a bachelor establishment,data/l2arctic/NJS/wav/arctic_a0545.wav,NJS,Spanish,F,dheetalian rancha was a vatulor establishment
i lost my balance and pitched head foremost into the ooze,data/l2arctic/NJS/wav/arctic_a0546.wav,NJS,Spanish,F,i lost my balance in pitche head for most into the oos
men like joe goose dated existence from drunk to drunk,data/l2arctic/NJS/wav/arctic_a0547.wav,NJS,Spanish,F,mengly jogos dated existence from drunk to drunk
also churches and preachers i had never known,data/l2arctic/NJS/wav/arctic_a0548.wav,NJS,Spanish,F,also charges and preaches i have never known
do you know that we weigh every pound of coal we burn,data/l2arctic/NJS/wav/arctic_a0549.wav,NJS,Spanish,F,do you know that we wait every pon of gold we burn
this also became part of the daily schedule,data/l2arctic/NJS/wav/arctic_a0550.wav,NJS,Spanish,F,des also became part of the daily scegel
all an appearance can know is mirage,data/l2arctic/NJS/wav/arctic_a0551.wav,NJS,Spanish,F,all anappelience canno is merase
yet he dreams he is immortal i argue feebly,data/l2arctic/NJS/wav/arctic_a0552.wav,NJS,Spanish,F,yet he dreams his is mortal i ar gou feebly
im writing these lines in honolulu hawaii,data/l2arctic/NJS/wav/arctic_a0553.wav,NJS,Spanish,F,amdbriting dislining hanalulohoui
jack london waikiki beach honolulu oahu,data/l2arctic/NJS/wav/arctic_a0554.wav,NJS,Spanish,F,jack landon wikiky beech honalulo oa ho
jerry was so secure in his nook that he did not roll away,data/l2arctic/NJS/wav/arctic_a0555.wav,NJS,Spanish,F,jerry was so secureing his nuke that he did not rall away
why hes bought forty pounds of goods from you already,data/l2arctic/NJS/wav/arctic_a0556.wav,NJS,Spanish,F,why he's bought forty pounds of goods from you already
the last refugee had passed,data/l2arctic/NJS/wav/arctic_a0557.wav,NJS,Spanish,F,dilasrefugi had passed
and the foundation stone of service in his case was obedience,data/l2arctic/NJS/wav/arctic_a0558.wav,NJS,Spanish,F,in the fondationest done of servis in his gase was obedience
peace be unto you and grace before the lord,data/l2arctic/NJS/wav/arctic_a0559.wav,NJS,Spanish,F,peese beyond to you and grace before de lourig
his mouth opened words shaped vainly on his lips,data/l2arctic/NJS/wav/arctic_a0560.wav,NJS,Spanish,F,his mouth opened worse shipped vaintly on his leaps
they are not regular oyster pirates nicholas continued,data/l2arctic/NJS/wav/arctic_a0289.wav,NJS,Spanish,F,they hade no regular oys tor pirates nichol as continued
he was pressing beyond the limits of his vocabulary,data/l2arctic/NJS/wav/arctic_a0306.wav,NJS,Spanish,F,he was pressing beyond the limits of his vocabulary
he considered the victory already his and stepped forward to the meat,data/l2arctic/NJS/wav/arctic_a0323.wav,NJS,Spanish,F,he considered the victory already heas and esteck forwhart to the meat
it was like the beating of hoofs,data/l2arctic/NJS/wav/arctic_a0340.wav,NJS,Spanish,F,it was lie the beating of hoofse
a month passed by and bonanza creek remained quiet,data/l2arctic/NJS/wav/arctic_a0357.wav,NJS,Spanish,F,a month pazby ind bonanci grick remain quiet
