transcription,path_to_audio,speaker_id,native_language,gender,whisper_large_transcriptions
a bush chief had died a natural death,data/l2arctic/TLV/wav/arctic_b0383.wav,TLV,Vietnamese,M,a bush chief has died a natural death.!
the skippers and na ka tas gymnastics served as a translation without words,data/l2arctic/TLV/wav/arctic_b0384.wav,TLV,Vietnamese,M,the skippers and nakatha gymnasts served at a translation without words.!
last night he showed all the symptoms of coming down with pneumonia,data/l2arctic/TLV/wav/arctic_b0385.wav,TLV,Vietnamese,M,last night he showed on the symptoms of coming down with pneumonia.!
my idea was that he would have more influence over the natives,data/l2arctic/TLV/wav/arctic_b0386.wav,TLV,Vietnamese,M,my idea was that he would have more influence over natives.!
it is merely the simple superlative,data/l2arctic/TLV/wav/arctic_b0387.wav,TLV,Vietnamese,M,it's merely a simple superlative!
i made no more overtures,data/l2arctic/TLV/wav/arctic_b0388.wav,TLV,Vietnamese,M,i make no more of winter!
among my minor afflictions i may mention a new and mysterious one,data/l2arctic/TLV/wav/arctic_b0389.wav,TLV,Vietnamese,M,"among my minor affliction, i may mention a new and mysterious one."
the voyage was our idea of a good time,data/l2arctic/TLV/wav/arctic_b0390.wav,TLV,Vietnamese,M,our voyages were our idea of a good time.
at sea tuesday march seventeenth nineteen o eight,data/l2arctic/TLV/wav/arctic_b0391.wav,TLV,Vietnamese,M,"sc tuesday, march 17, 1908"
yes sir he answered with cheerful alacrity,data/l2arctic/TLV/wav/arctic_b0392.wav,TLV,Vietnamese,M,"yes sir, he answered with cheerful electricity."
the boy hesitated then mastered his temper,data/l2arctic/TLV/wav/arctic_b0394.wav,TLV,Vietnamese,M,the boy has a stage and master his timbre.
i was beneath the water suffocating and drowning,data/l2arctic/TLV/wav/arctic_b0395.wav,TLV,Vietnamese,M,i was beneath the water suffocating and drowning.
the pain from my hurt knee was agonizing,data/l2arctic/TLV/wav/arctic_b0396.wav,TLV,Vietnamese,M,the pain from my hurt knees was agonizing.
the hunters were still arguing and roaring like some semi human amphibious breed,data/l2arctic/TLV/wav/arctic_b0397.wav,TLV,Vietnamese,M,the huntsman was still arguing and roaring like some semi-human amphibious breed.
i have been robbed sir i amended,data/l2arctic/TLV/wav/arctic_b0398.wav,TLV,Vietnamese,M,"i have been robbed, sir. i am end.!!!!!"
you were looking squeamish this afternoon he began,data/l2arctic/TLV/wav/arctic_b0399.wav,TLV,Vietnamese,M,"you were looking squamish this afternoon, he began.!!!!!"
how could i answer the question on the spur of the moment,data/l2arctic/TLV/wav/arctic_b0400.wav,TLV,Vietnamese,M,how could i answer the question on the spur of the moment?!!!!!
i learned it myself in english ships,data/l2arctic/TLV/wav/arctic_b0401.wav,TLV,Vietnamese,M,i learned it myself in english ships!!!!!
an altruistic act is an act performed for the welfare of others,data/l2arctic/TLV/wav/arctic_b0402.wav,TLV,Vietnamese,M,"an antrist x, e and x perform for welfare of other!!!!!"
knowing him i review the old scandinavian myths with clearer understanding,data/l2arctic/TLV/wav/arctic_b0403.wav,TLV,Vietnamese,M,knowing him i review the old scandinavian smith with clever understanding!!!!!
yes and no sir was the slow reply,data/l2arctic/TLV/wav/arctic_b0404.wav,TLV,Vietnamese,M,"yes and no sir, what a slow reply.!!!!!"
and each year something happened and i did not go,data/l2arctic/TLV/wav/arctic_b0405.wav,TLV,Vietnamese,M,and each year something happened and i did not go.!!!!!
how in hell did he know it was you in the dark,data/l2arctic/TLV/wav/arctic_b0406.wav,TLV,Vietnamese,M,how in the hell did he know it was you in the dark?
of course much grumbling went on and little outbursts were continually occurring,data/l2arctic/TLV/wav/arctic_b0407.wav,TLV,Vietnamese,M,"of course, much grumbling went on and little of births were continuously occurring."
you have all the advantage,data/l2arctic/TLV/wav/arctic_b0408.wav,TLV,Vietnamese,M,you have all the advantage.
the dirk mentioned by wolf larsen rested in its sheath on my hip,data/l2arctic/TLV/wav/arctic_b0409.wav,TLV,Vietnamese,M,the dark mansion by wobblestone rest in east sealed on my hip
he gave no reason but his motive was obvious enough,data/l2arctic/TLV/wav/arctic_b0411.wav,TLV,Vietnamese,M,"he gave no reason, but his motive was obvious enough."
ah it was sweet in my ears,data/l2arctic/TLV/wav/arctic_b0412.wav,TLV,Vietnamese,M,"ah, it was wet in my ears."
he may desire to escape pain or to enjoy pleasure,data/l2arctic/TLV/wav/arctic_b0413.wav,TLV,Vietnamese,M,he may decide to escape pain or to enjoy pleasure.
it was impossible to hoist sail and claw off that shore,data/l2arctic/TLV/wav/arctic_b0414.wav,TLV,Vietnamese,M,"this will impossible to hoist, sail and claw up the shore."
there was nothing for us but the wide raw ocean,data/l2arctic/TLV/wav/arctic_b0415.wav,TLV,Vietnamese,M,"there was nothing for earth but the wide, crowded ocean.!!"
i arose obediently and went down the beach,data/l2arctic/TLV/wav/arctic_b0416.wav,TLV,Vietnamese,M,i arose obediently and went down the beach.!!
the next thing to watch out for is bed sores,data/l2arctic/TLV/wav/arctic_b0417.wav,TLV,Vietnamese,M,the next thing to watch out for is best source!!
at that moment i got the impression that she was willowy,data/l2arctic/TLV/wav/arctic_b0418.wav,TLV,Vietnamese,M,"at that moment, i got the impression that she was will lowy.!!"
your fathers fifth command he nodded,data/l2arctic/TLV/wav/arctic_b0419.wav,TLV,Vietnamese,M,your father fibbed comment he not.!!
on occasion on this traverse the cape verde islands are raised,data/l2arctic/TLV/wav/arctic_b0420.wav,TLV,Vietnamese,M,"on occasion on this traverse, the cape verde island arise.!!"
she is essentially the life giving life conserving female of the species,data/l2arctic/TLV/wav/arctic_b0421.wav,TLV,Vietnamese,M,"ce, essentially the life-giving light conserving female octopuses.!!"
this was when the explosion occurred,data/l2arctic/TLV/wav/arctic_b0422.wav,TLV,Vietnamese,M,this will when explosion occurred.!!
also at regular intervals he would mutter,data/l2arctic/TLV/wav/arctic_b0423.wav,TLV,Vietnamese,M,"also at the regular intervals, he would mutt."
it is a very tenable hypothesis and will bear looking into,data/l2arctic/TLV/wav/arctic_b0424.wav,TLV,Vietnamese,M,this is a very tenable hypothesis and we'll bear looking into
there were orange green gold green and a copper green,data/l2arctic/TLV/wav/arctic_b0425.wav,TLV,Vietnamese,M,"there were orange greens, gold greens and a couple of greens"
the gabriel voice of the samurai rang out,data/l2arctic/TLV/wav/arctic_b0426.wav,TLV,Vietnamese,M,the gabbro's voice of the samurai rang out.
the history of our westward faring race is written in it,data/l2arctic/TLV/wav/arctic_b0428.wav,TLV,Vietnamese,M,the history of our westward faring race is written in it.
and the eurasian chinese englishman bowed himself away,data/l2arctic/TLV/wav/arctic_b0429.wav,TLV,Vietnamese,M,and the eurasian-chinese enlistment bowed himself away.
they were babbling and chattering all together,data/l2arctic/TLV/wav/arctic_b0430.wav,TLV,Vietnamese,M,they were bubbling and chattering on together.
too much he told me with ominous rolling head,data/l2arctic/TLV/wav/arctic_b0431.wav,TLV,Vietnamese,M,too much he told me with omnibus rolling head.
he is a candidate rising from the serf class to our class,data/l2arctic/TLV/wav/arctic_b0432.wav,TLV,Vietnamese,M,he is a candidate rising from surf class to outclass
we are cooking on the coal stove and on the oil burners,data/l2arctic/TLV/wav/arctic_b0433.wav,TLV,Vietnamese,M,we are cooking on the cold stove and on the oil burners.
the steward has just tendered me a respectful bit of advice,data/l2arctic/TLV/wav/arctic_b0434.wav,TLV,Vietnamese,M,the steward had just tendered me a respectful bit of advice.
well did they eat,data/l2arctic/TLV/wav/arctic_b0435.wav,TLV,Vietnamese,M,"well, did they eat?"
famine had been my great ally,data/l2arctic/TLV/wav/arctic_b0436.wav,TLV,Vietnamese,M,famine had been my great ally
nowhere in the north is the soil so prolific,data/l2arctic/TLV/wav/arctic_b0437.wav,TLV,Vietnamese,M,no wear in the nose either side so roly fix
they ran the canoe in and climbed the high earth bank,data/l2arctic/TLV/wav/arctic_b0438.wav,TLV,Vietnamese,M,they ran the canal in and climbed the high earth bank.
the land exchanged its austere robes for the garb of a smiling wanton,data/l2arctic/TLV/wav/arctic_b0439.wav,TLV,Vietnamese,M,the lamb exchanges its austere roar for the clap of a smiling wanton.
there were stir and bustle new faces and fresh facts,data/l2arctic/TLV/wav/arctic_b0440.wav,TLV,Vietnamese,M,there were still and versatile new phase and fresh facts.
and there was ethel baird whom also you must remember,data/l2arctic/TLV/wav/arctic_b0441.wav,TLV,Vietnamese,M,and there were yves beige whom also you must remember
he had become a man very early in life,data/l2arctic/TLV/wav/arctic_b0442.wav,TLV,Vietnamese,M,he has become a man very early in life.
i did not think you would be so early,data/l2arctic/TLV/wav/arctic_b0443.wav,TLV,Vietnamese,M,i did not think you would be so clueless.
mops sir eagerly answered the sailor at the wheel,data/l2arctic/TLV/wav/arctic_b0445.wav,TLV,Vietnamese,M,mobster eagerly answered the seller of the whale.
some one had thrust a large sheath knife into his hand,data/l2arctic/TLV/wav/arctic_b0446.wav,TLV,Vietnamese,M,someone has thrust a large cheese knife into his hand.
obrien emitted a shriek that sank swiftly to a gurgling sob,data/l2arctic/TLV/wav/arctic_b0447.wav,TLV,Vietnamese,M,o'brien admits a streak that sends swiftly to a gurgling sob.
sandel would never become a world champion,data/l2arctic/TLV/wav/arctic_b0448.wav,TLV,Vietnamese,M,sendoh would never become a world champion.
also she wouldnt walk,data/l2arctic/TLV/wav/arctic_b0449.wav,TLV,Vietnamese,M,"also, she wouldn't walk."
to my dearest and always appreciated friend i submit myself,data/l2arctic/TLV/wav/arctic_b0450.wav,TLV,Vietnamese,M,"to my dearest and always appreciated friends, i submit myself."
you used to joy ride like the very devil,data/l2arctic/TLV/wav/arctic_b0451.wav,TLV,Vietnamese,M,you used to try right like the very devil
they saw each other for the first time in boston,data/l2arctic/TLV/wav/arctic_b0452.wav,TLV,Vietnamese,M,they saw each other for the first time in boston.
isaac ford the austere soldier of the lord the old hypocrite,data/l2arctic/TLV/wav/arctic_b0453.wav,TLV,Vietnamese,M,"isaac iv, the austere soldier of the lord, the own hypocrite."
eighteen he added,data/l2arctic/TLV/wav/arctic_b0454.wav,TLV,Vietnamese,M,18 he added.
his reward should have been peace and repose,data/l2arctic/TLV/wav/arctic_b0455.wav,TLV,Vietnamese,M,his reward should have been peace and repose.
he was an amphibian and a mountaineer,data/l2arctic/TLV/wav/arctic_b0456.wav,TLV,Vietnamese,M,he was an amphibian and a marten.
it was sanctification and salvation,data/l2arctic/TLV/wav/arctic_b0457.wav,TLV,Vietnamese,M,is where sanctification and salvation
the history of the eighteenth century is written ernest prompted,data/l2arctic/TLV/wav/arctic_b0458.wav,TLV,Vietnamese,M,the history of the 18th century is written on its front.
they are not biologists nor sociologists,data/l2arctic/TLV/wav/arctic_b0459.wav,TLV,Vietnamese,M,they are not biologic nor sociologic.
the more his opponents grew excited the more ernest deliberately excited them,data/l2arctic/TLV/wav/arctic_b0460.wav,TLV,Vietnamese,M,"the more his opponent's crew excited, the more ernest deliberate excite them."
one guess will do ernest retorted,data/l2arctic/TLV/wav/arctic_b0462.wav,TLV,Vietnamese,M,"one guess will do, aren't it retarded?"
take my advice and accept the vacation,data/l2arctic/TLV/wav/arctic_b0463.wav,TLV,Vietnamese,M,take my advice and accept this vocation.
i could not agree with ernest,data/l2arctic/TLV/wav/arctic_b0464.wav,TLV,Vietnamese,M,i could not agree with ernest.
but such divergence of opinion would constitute no menace to society,data/l2arctic/TLV/wav/arctic_b0465.wav,TLV,Vietnamese,M,but such diversion of opinion would constitute no monon to society
it is dog eat dog and you ate them up,data/l2arctic/TLV/wav/arctic_b0466.wav,TLV,Vietnamese,M,it's a dog eat dog and you as the mob!!!!!
let us run them for ourselves,data/l2arctic/TLV/wav/arctic_b0467.wav,TLV,Vietnamese,M,let us run them for ourselves!!!!!
it was introduced by representative dick of ohio,data/l2arctic/TLV/wav/arctic_b0468.wav,TLV,Vietnamese,M,it was introduced by representative dix of ohio!!!!!
very few people knew of the existence of this law,data/l2arctic/TLV/wav/arctic_b0469.wav,TLV,Vietnamese,M,very few people knew of the system of this law!!!!!
the very thing ernest agreed,data/l2arctic/TLV/wav/arctic_b0470.wav,TLV,Vietnamese,M,the well-seeing onyx array!!!!!
also a fellow senator chauncey depew said,data/l2arctic/TLV/wav/arctic_b0471.wav,TLV,Vietnamese,M,also a fellow senator john sneedapew said!!!!!
ernest saw in the affair the most sinister import,data/l2arctic/TLV/wav/arctic_b0472.wav,TLV,Vietnamese,M,and is solved in the affair the most sinister import.!!!!!
then there was the campaign,data/l2arctic/TLV/wav/arctic_b0473.wav,TLV,Vietnamese,M,then there was a campaign.!!!!!
he was manifestly distressed by my coming,data/l2arctic/TLV/wav/arctic_b0474.wav,TLV,Vietnamese,M,he was manifestly distressed by my coming
not a wheel moved in his empire,data/l2arctic/TLV/wav/arctic_b0475.wav,TLV,Vietnamese,M,not a weird move in his empire.
the reorganization of these countries took the form of revolution,data/l2arctic/TLV/wav/arctic_b0476.wav,TLV,Vietnamese,M,the reorganization of the country took the form of revolution
youre going in for grab sharing,data/l2arctic/TLV/wav/arctic_b0477.wav,TLV,Vietnamese,M,you're going in for graph sharing
violation of this law was made a high misdemeanor and punished accordingly,data/l2arctic/TLV/wav/arctic_b0479.wav,TLV,Vietnamese,M,violation of the law will make a high misdemeanor and punished accordingly
without discussion it was the agents provocateurs who caused the peasant revolt,data/l2arctic/TLV/wav/arctic_b0480.wav,TLV,Vietnamese,M,without discussion is what the asian provocateur who caused the peachan revolt.
the task we set ourselves was threefold,data/l2arctic/TLV/wav/arctic_b0481.wav,TLV,Vietnamese,M,the task we set ourselves was a fish fall
many other similar disconcerting omissions will be noticed in the manuscript,data/l2arctic/TLV/wav/arctic_b0482.wav,TLV,Vietnamese,M,many other similar disconcerting of mission will be noted in the manual grid
the flower of the artistic and intellectual world were revolutionists,data/l2arctic/TLV/wav/arctic_b0483.wav,TLV,Vietnamese,M,the flower of the activist and intellectual world will revolutionize it.
this the iron heel foresaw and laid its schemes accordingly,data/l2arctic/TLV/wav/arctic_b0484.wav,TLV,Vietnamese,M,this is the iron heel for sole and latches its skin accordingly.
the mob came on but it could not advance,data/l2arctic/TLV/wav/arctic_b0485.wav,TLV,Vietnamese,M,the mob came on but it could not advance.
but why continue the tirade for tirade it was,data/l2arctic/TLV/wav/arctic_b0486.wav,TLV,Vietnamese,M,that's why continue the tirade for the tirade's work
after all superfluous flesh is gone what is left is stringy and resistant,data/l2arctic/TLV/wav/arctic_b0487.wav,TLV,Vietnamese,M,"after all, super lost flash is gone, what is left is stingy and resistant."
