transcription,path_to_audio,speaker_id,native_language,gender,wavlm_large_transcriptions
his outstretched arm dropped to his side and he paused,data/l2arctic/MBMPS/wav/arctic_a0475.wav,MBMPS,Spanish,F,his outreached arm dropped to his side and he paused
wada louis and the steward are servants of asiatic breed,data/l2arctic/MBMPS/wav/arctic_a0477.wav,MBMPS,Spanish,F,wada louis and thestored were servants of aashiatic braid
also she has forbidden them smoking their pipes in the after room,data/l2arctic/MBMPS/wav/arctic_a0478.wav,MBMPS,Spanish,F,also she was forbiden them smoking their pipes in the after room
i tried to read george moore last night and was dreadfully bored,data/l2arctic/MBMPS/wav/arctic_a0479.wav,MBMPS,Spanish,F,i tried to read george more last night and was dreadfully bored
tom spink has a harpoon,data/l2arctic/MBMPS/wav/arctic_a0480.wav,MBMPS,Spanish,F,toms pink has a harpoon
nimrod replied with a slight manifestation of sensitiveness,data/l2arctic/MBMPS/wav/arctic_a0481.wav,MBMPS,Spanish,F,nimbrod replied with a sighde manifestation of sensitiveness
and their chief virtue lies in that they will never wear out,data/l2arctic/MBMPS/wav/arctic_a0482.wav,MBMPS,Spanish,F,and their chief biartul lies in that they will never wer out
beyond dispute corry hutchinson had married mabel holmes,data/l2arctic/MBMPS/wav/arctic_a0483.wav,MBMPS,Spanish,F,beyond dispute cory hachison married mabel holmes
no sir ee,data/l2arctic/MBMPS/wav/arctic_a0484.wav,MBMPS,Spanish,F,no ser
each insult added to the value of the claim,data/l2arctic/MBMPS/wav/arctic_a0485.wav,MBMPS,Spanish,F,each insult aded to the value of the claim
for the rest he was a mere automaton,data/l2arctic/MBMPS/wav/arctic_a0486.wav,MBMPS,Spanish,F,for the rest he was a mare automadon
the river bared its bosom and snorting steamboats challenged the wilderness,data/l2arctic/MBMPS/wav/arctic_a0487.wav,MBMPS,Spanish,F,a river batterned its bosom and snorting steimboats challenge the wilderness
their love burned with increasing brightness,data/l2arctic/MBMPS/wav/arctic_a0488.wav,MBMPS,Spanish,F,their love burned with incresing brightness
they were artists not biologists,data/l2arctic/MBMPS/wav/arctic_a0489.wav,MBMPS,Spanish,F,there were artists no byologists
both johnny and his mother shuffled their feet as they walked,data/l2arctic/MBMPS/wav/arctic_a0490.wav,MBMPS,Spanish,F,both johnie and his mother shuffled their feet and they walked
and as in denial of guilt the one legged boy replied,data/l2arctic/MBMPS/wav/arctic_a0491.wav,MBMPS,Spanish,F,and as in dhe niight of gildt the won leked boy replied
burnt out like the crater of a volcano,data/l2arctic/MBMPS/wav/arctic_a0492.wav,MBMPS,Spanish,F,burn out like a crator of a volcano
obrien took off his coat and bared his right arm,data/l2arctic/MBMPS/wav/arctic_a0494.wav,MBMPS,Spanish,F,obrian took off his coat and buried his right arm
he bore no grudges and had few enemies,data/l2arctic/MBMPS/wav/arctic_a0495.wav,MBMPS,Spanish,F,he bore no grudges and had few enemies
and tom king patiently endured,data/l2arctic/MBMPS/wav/arctic_a0496.wav,MBMPS,Spanish,F,and tom king patiently endured
king took every advantage he knew,data/l2arctic/MBMPS/wav/arctic_a0497.wav,MBMPS,Spanish,F,king took every advantage he knnew
the lines were now very taut,data/l2arctic/MBMPS/wav/arctic_a0498.wav,MBMPS,Spanish,F,the lines were now very tougt
and right there i saw and knew it all,data/l2arctic/MBMPS/wav/arctic_a0499.wav,MBMPS,Spanish,F,and right there i saw and knew it all
who the devil gave it to you to be judge and jury,data/l2arctic/MBMPS/wav/arctic_a0500.wav,MBMPS,Spanish,F,who the devil gaveit to you to be judge and jury
youre joking me sir the other managed to articulate,data/l2arctic/MBMPS/wav/arctic_a0501.wav,MBMPS,Spanish,F,youre joking me sir the other managed to articulate
anything unusual or abnormal was sufficient to send a fellow to molokai,data/l2arctic/MBMPS/wav/arctic_a0502.wav,MBMPS,Spanish,F,anything unusual or abnormal was sufficient to send a fellow to maloki
his beady black eyes saw bargains where other men saw bankruptcy,data/l2arctic/MBMPS/wav/arctic_a0503.wav,MBMPS,Spanish,F,his beady black eyes sa bargins where odher men so bancrupsy
he was an athlete and a giant,data/l2arctic/MBMPS/wav/arctic_a0504.wav,MBMPS,Spanish,F,he was an athlete and a giant
we fished sharks on niihau together,data/l2arctic/MBMPS/wav/arctic_a0505.wav,MBMPS,Spanish,F,we fish sharks on neehow together
the claudine was leaving next morning for honolulu,data/l2arctic/MBMPS/wav/arctic_a0506.wav,MBMPS,Spanish,F,the cloudin was leaving next morning for honelul
in short my joyous individualism was dominated by the orthodox bourgeois ethics,data/l2arctic/MBMPS/wav/arctic_a0507.wav,MBMPS,Spanish,F,in short my joyous individualism was dominated by the orthodoxs borja etics
soon shall it be thrust back from off prostrate humanity,data/l2arctic/MBMPS/wav/arctic_a0508.wav,MBMPS,Spanish,F,soon shall it be trased back from of prostate humanity
yet in accordance with ernests test of truth it worked,data/l2arctic/MBMPS/wav/arctic_a0509.wav,MBMPS,Spanish,F,yet in accordance with ernest test of truth it worked
there is more behind this than a mere university ideal,data/l2arctic/MBMPS/wav/arctic_a0511.wav,MBMPS,Spanish,F,there is more behind this than the mare university idea
no it is a palace wherein there are many servants,data/l2arctic/MBMPS/wav/arctic_a0512.wav,MBMPS,Spanish,F,no it is apallas wherein there are many servants
we must give ourselves and not our money alone,data/l2arctic/MBMPS/wav/arctic_a0513.wav,MBMPS,Spanish,F,we must gieve ourselves and not our money alone
we are consumed in our own flesh pots,data/l2arctic/MBMPS/wav/arctic_a0514.wav,MBMPS,Spanish,F,we are consumed in our own flesh pots
but here amongst ourselves let us speak out,data/l2arctic/MBMPS/wav/arctic_a0515.wav,MBMPS,Spanish,F,but here amongst ourselves let us speak out
also there was awe in their faces,data/l2arctic/MBMPS/wav/arctic_a0516.wav,MBMPS,Spanish,F,also there was ou in their faces
out of abstractions ernest had conjured a vision and made them see it,data/l2arctic/MBMPS/wav/arctic_a0517.wav,MBMPS,Spanish,F,out of abstructions ernest had conjured a vision and made them see it
illuminating oil was becoming all profit,data/l2arctic/MBMPS/wav/arctic_a0518.wav,MBMPS,Spanish,F,illuminating oil was becoming all profhit
such an act was in direct violation of the laws of the land,data/l2arctic/MBMPS/wav/arctic_a0519.wav,MBMPS,Spanish,F,such a nact was in direct violation of the law of the land
he was fond of quoting a fragment from a certain poem,data/l2arctic/MBMPS/wav/arctic_a0520.wav,MBMPS,Spanish,F,he was fond of quoting a fragment from a certine pom
without them he could not run his empire,data/l2arctic/MBMPS/wav/arctic_a0521.wav,MBMPS,Spanish,F,without them he could not wrun his empire
for such countries nothing remained but reorganization,data/l2arctic/MBMPS/wav/arctic_a0522.wav,MBMPS,Spanish,F,for such countries nothing remained but reorganisation
they could not continue their method of producing surpluses,data/l2arctic/MBMPS/wav/arctic_a0523.wav,MBMPS,Spanish,F,they could not continue their method of producing surplusses
at once would be instituted a dozen cooperative commonwealth states,data/l2arctic/MBMPS/wav/arctic_a0524.wav,MBMPS,Spanish,F,at once would be instituted at thoseincooperative common wealth states
the oligarchy wanted violence and it set its agents provocateurs to work,data/l2arctic/MBMPS/wav/arctic_a0525.wav,MBMPS,Spanish,F,the olligarkey wanted violence and it saet its agents provocators to work
nowhere did the raw earth appear,data/l2arctic/MBMPS/wav/arctic_a0526.wav,MBMPS,Spanish,F,nowhere died the roa eart appear
men who endure it call it living death,data/l2arctic/MBMPS/wav/arctic_a0528.wav,MBMPS,Spanish,F,men who endure it call it leaving death
as i say he had tapped the message very rapidly,data/l2arctic/MBMPS/wav/arctic_a0529.wav,MBMPS,Spanish,F,as i say he had taped the message very rapidly
ask him i laughed then turned to pasquini,data/l2arctic/MBMPS/wav/arctic_a0530.wav,MBMPS,Spanish,F,ask him i laughed then turned to pasqini
in what bucolic school of fence he had been taught was beyond imagining,data/l2arctic/MBMPS/wav/arctic_a0531.wav,MBMPS,Spanish,F,in what bukolig school of fens he had been thought was beyond imagining
may drought destroy your crops,data/l2arctic/MBMPS/wav/arctic_a0532.wav,MBMPS,Spanish,F,may drou destroy your crops
dunham can your boy go along with jesse,data/l2arctic/MBMPS/wav/arctic_a0533.wav,MBMPS,Spanish,F,donham can your boy go alone with jes
but johannes could and did,data/l2arctic/MBMPS/wav/arctic_a0534.wav,MBMPS,Spanish,F,but johans good and ded
a new preacher and a new doctrine come to jerusalem,data/l2arctic/MBMPS/wav/arctic_a0535.wav,MBMPS,Spanish,F,a new preacher and a new doctrine came to jerusalem
he would destroy all things that are fixed,data/l2arctic/MBMPS/wav/arctic_a0536.wav,MBMPS,Spanish,F,he would destroy all things that are fixed
he was an enthusiast and a desert dweller,data/l2arctic/MBMPS/wav/arctic_a0537.wav,MBMPS,Spanish,F,he was an enthusiast and a desert dwoler
what pascal glimpsed with the vision of a seer i have lived,data/l2arctic/MBMPS/wav/arctic_a0538.wav,MBMPS,Spanish,F,what pascal glimpsed with the vision of a ser i have lived
i should like to engage just for one whole life in that,data/l2arctic/MBMPS/wav/arctic_a0539.wav,MBMPS,Spanish,F,i should like to engage just for one whole life in that
yea so are all the lesser animals of today clean,data/l2arctic/MBMPS/wav/arctic_a0540.wav,MBMPS,Spanish,F,ye so are all the leiser animals of to day klin
the warden with a quart of champagne,data/l2arctic/MBMPS/wav/arctic_a0541.wav,MBMPS,Spanish,F,the warthen wih a chord of chanpain
without a doubt some of them have dinner engagements,data/l2arctic/MBMPS/wav/arctic_a0542.wav,MBMPS,Spanish,F,without a dot some of them have diner engagements
i had been born with no organic chemical predisposition toward alcohol,data/l2arctic/MBMPS/wav/arctic_a0543.wav,MBMPS,Spanish,F,i had been born with no organic chemical predisposition towards alcohaol
the italian rancho was a bachelor establishment,data/l2arctic/MBMPS/wav/arctic_a0545.wav,MBMPS,Spanish,F,the italian ranche was a bachelor establishment
i lost my balance and pitched head foremost into the ooze,data/l2arctic/MBMPS/wav/arctic_a0546.wav,MBMPS,Spanish,F,i lost my balance and pitched head foremost into the os
men like joe goose dated existence from drunk to drunk,data/l2arctic/MBMPS/wav/arctic_a0547.wav,MBMPS,Spanish,F,men like jo gos dated existence from drunk to drunk
also churches and preachers i had never known,data/l2arctic/MBMPS/wav/arctic_a0548.wav,MBMPS,Spanish,F,also churches and preachers i had never known
do you know that we weigh every pound of coal we burn,data/l2arctic/MBMPS/wav/arctic_a0549.wav,MBMPS,Spanish,F,do you know that we weit every pound of coal we burn
this also became part of the daily schedule,data/l2arctic/MBMPS/wav/arctic_a0550.wav,MBMPS,Spanish,F,this also became part of the daily scecal
all an appearance can know is mirage,data/l2arctic/MBMPS/wav/arctic_a0551.wav,MBMPS,Spanish,F,al an appearance gangna is merage
yet he dreams he is immortal i argue feebly,data/l2arctic/MBMPS/wav/arctic_a0552.wav,MBMPS,Spanish,F,yet he dream he is immortal i arue feebly
i am writing these lines in honolulu hawaii,data/l2arctic/MBMPS/wav/arctic_a0553.wav,MBMPS,Spanish,F,i am writing these lines in honolulu hawi
jack london waikiki beach honolulu oahu,data/l2arctic/MBMPS/wav/arctic_a0554.wav,MBMPS,Spanish,F,jack london wakiki beach honolulu oakho
jerry was so secure in his nook that he did not roll away,data/l2arctic/MBMPS/wav/arctic_a0555.wav,MBMPS,Spanish,F,jerry was so secure in his nouke that he did not roll away
why hes bought forty pounds of goods from you already,data/l2arctic/MBMPS/wav/arctic_a0556.wav,MBMPS,Spanish,F,why hes broaht forty pounds of goods from youalready
the last refugee had passed,data/l2arctic/MBMPS/wav/arctic_a0557.wav,MBMPS,Spanish,F,the last refuge had passed
and the foundation stone of service in his case was obedience,data/l2arctic/MBMPS/wav/arctic_a0558.wav,MBMPS,Spanish,F,and the foundation stone of service in his case was obedience
peace be unto you and grace before the lord,data/l2arctic/MBMPS/wav/arctic_a0559.wav,MBMPS,Spanish,F,pease be unto you and grace before the lord
his mouth opened words shaped vainly on his lips,data/l2arctic/MBMPS/wav/arctic_a0560.wav,MBMPS,Spanish,F,his mouhth opened words shaped vainly on his liaps
they are not regular oyster pirates nicholas continued,data/l2arctic/MBMPS/wav/arctic_a0289.wav,MBMPS,Spanish,F,they are not regular oyster pirates nicholas continued
he was pressing beyond the limits of his vocabulary,data/l2arctic/MBMPS/wav/arctic_a0306.wav,MBMPS,Spanish,F,he was pressing beyond the limits of his vocabulary
he considered the victory already his and stepped forward to the meat,data/l2arctic/MBMPS/wav/arctic_a0323.wav,MBMPS,Spanish,F,he considered the victory already his and stepped forward to the meet
it was like the beating of hoofs,data/l2arctic/MBMPS/wav/arctic_a0340.wav,MBMPS,Spanish,F,it was like the beating of hofs
a month passed by and bonanza creek remained quiet,data/l2arctic/MBMPS/wav/arctic_a0357.wav,MBMPS,Spanish,F,a month passed by and bonansa creek remained quiet
but lifes worth more than cash she argued,data/l2arctic/MBMPS/wav/arctic_a0374.wav,MBMPS,Spanish,F,but lifes worth more than cash she argued
but he reconciled himself to it by an act of faith,data/l2arctic/MBMPS/wav/arctic_a0391.wav,MBMPS,Spanish,F,but he reconciled himself to it by an act of fate
the eldorado emptied its occupants into the street to see the test,data/l2arctic/MBMPS/wav/arctic_a0408.wav,MBMPS,Spanish,F,the elderado emptied its occupants into the street to see the test
otherwise no restriction is put upon their seafaring,data/l2arctic/MBMPS/wav/arctic_a0425.wav,MBMPS,Spanish,F,otherwise no restrictions is put upon their seafaring
you live on an income which your father earned,data/l2arctic/MBMPS/wav/arctic_a0442.wav,MBMPS,Spanish,F,you leiave on an income which your father earned
theres too much of the schoolboy in me,data/l2arctic/MBMPS/wav/arctic_a0459.wav,MBMPS,Spanish,F,theres too much of thichool boy in me
at this moment i felt a stir at my shoulder,data/l2arctic/MBMPS/wav/arctic_a0476.wav,MBMPS,Spanish,F,at this moment i fell asteer at my shoulder
the boy obrien was specially maltreated,data/l2arctic/MBMPS/wav/arctic_a0493.wav,MBMPS,Spanish,F,the boy obrian was specially maltreated
much more ernest told them of themselves and of his disillusionment,data/l2arctic/MBMPS/wav/arctic_a0510.wav,MBMPS,Spanish,F,much more ernest  tolld them of themselves and of his dissilucenment
the lush vegetation of that sheltered spot make a natural shield,data/l2arctic/MBMPS/wav/arctic_a0527.wav,MBMPS,Spanish,F,the lushe vegetation of that sheltered spot make a natural shelt
what the flaming,data/l2arctic/MBMPS/wav/arctic_a0562.wav,MBMPS,Spanish,F,what the flaming
missus mcfees jaws brought together with a snap,data/l2arctic/MBMPS/wav/arctic_a0563.wav,MBMPS,Spanish,F,missus macpes jaw brought together wit a snap
then it is as i said womble announced with finality,data/l2arctic/MBMPS/wav/arctic_a0564.wav,MBMPS,Spanish,F,then it is as i said wombol announced with finality
with them were indians also three other men,data/l2arctic/MBMPS/wav/arctic_a0565.wav,MBMPS,Spanish,F,with them were indians also three other men
dennins hands were released long enough for him to sign the document,data/l2arctic/MBMPS/wav/arctic_a0566.wav,MBMPS,Spanish,F,the nins hands were released a long enough for him to sign the document
now irvine was a man of impulse a poet,data/l2arctic/MBMPS/wav/arctic_a0567.wav,MBMPS,Spanish,F,now arvine was the man of impulse a poet
