transcription,path_to_audio,speaker_id,native_language,gender,sew_large_transcriptions
until i die he exclaimed,data/l2arctic/ERMS/wav/arctic_b0088.wav,ERMS,Spanish,M,until i die he exclaimed
her beautiful hair was done up in shining coils,data/l2arctic/ERMS/wav/arctic_b0089.wav,ERMS,Spanish,M,her beautiful hair was done up in shining coils
the churchill narrowed and its current became swifter as they progressed,data/l2arctic/ERMS/wav/arctic_b0090.wav,ERMS,Spanish,M,the charging narrow and its current became swifter as they progressed
for a full half minute jeanne looked at him without speaking,data/l2arctic/ERMS/wav/arctic_b0091.wav,ERMS,Spanish,M,for a full half minute jean looked at him without speaking
i want to die in it,data/l2arctic/ERMS/wav/arctic_b0092.wav,ERMS,Spanish,M,i want to die in it
darkness hid him from jeanne,data/l2arctic/ERMS/wav/arctic_b0093.wav,ERMS,Spanish,M,darkness hid him from jean
and yet if she came he had no words to say,data/l2arctic/ERMS/wav/arctic_b0094.wav,ERMS,Spanish,M,and yet if she came he had no words to say
he heard a sound which brought him quickly into consciousness of day,data/l2arctic/ERMS/wav/arctic_b0095.wav,ERMS,Spanish,M,he heard a sound which brought him quickly into consciousness of day
within himself he called it no longer his own,data/l2arctic/ERMS/wav/arctic_b0096.wav,ERMS,Spanish,M,within himself he called it no longer his home
besides that noise makes me deaf,data/l2arctic/ERMS/wav/arctic_b0097.wav,ERMS,Spanish,M,besides that noise makes me deaf
philip looked back from the crest and saw jeanne leaning over the canoe,data/l2arctic/ERMS/wav/arctic_b0098.wav,ERMS,Spanish,M,philip looked back from the crest and saw jane leaning over the canary
fifty yards ahead of her were the first of the rocks,data/l2arctic/ERMS/wav/arctic_b0099.wav,ERMS,Spanish,M,fifty yards ahead of her were the first of the rocks
there was one chance and only one of saving jeanne,data/l2arctic/ERMS/wav/arctic_b0100.wav,ERMS,Spanish,M,there was no chance and only one of saving jean
youre a devil for fighting and will surely win,data/l2arctic/ERMS/wav/arctic_b0101.wav,ERMS,Spanish,M,yo're a debil for fighting and we'll surely win
ill only be in the way,data/l2arctic/ERMS/wav/arctic_b0102.wav,ERMS,Spanish,M,i'd only be on the way
he lifted his eyes and a strange cry burst from his lips,data/l2arctic/ERMS/wav/arctic_b0103.wav,ERMS,Spanish,M,he lifts his eyes and a strained cry burst from his lips
i know that you are in charge there and jeanne knows,data/l2arctic/ERMS/wav/arctic_b0105.wav,ERMS,Spanish,M,i know that you are in charge there and you knows
for a full minute the two men stared into each others face,data/l2arctic/ERMS/wav/arctic_b0106.wav,ERMS,Spanish,M,for a full minute the two men stared into each other's face
he was sure now of but few things,data/l2arctic/ERMS/wav/arctic_b0107.wav,ERMS,Spanish,M,he was sure now of but few things
it was a miracle and i owe you my life,data/l2arctic/ERMS/wav/arctic_b0108.wav,ERMS,Spanish,M,it was a miracle and i owe you my life
philip ate lightly of the food which pierre had ready for him,data/l2arctic/ERMS/wav/arctic_b0109.wav,ERMS,Spanish,M,philip ate lightly of the thought which pierre had ready for him
such men believe when they come together,data/l2arctic/ERMS/wav/arctic_b0110.wav,ERMS,Spanish,M,such men believe when they come together
the journey was continued at dawn,data/l2arctic/ERMS/wav/arctic_b0111.wav,ERMS,Spanish,M,the journey was continued at dawn
jeanne and pierre both gazed toward the great rock,data/l2arctic/ERMS/wav/arctic_b0112.wav,ERMS,Spanish,M,jeanne and pier both gaze toward the great rock
there was something pathetic in the girls attitude now,data/l2arctic/ERMS/wav/arctic_b0113.wav,ERMS,Spanish,M,there was something pathetic in the girl's attitude now
he moved his position and the illusion was gone,data/l2arctic/ERMS/wav/arctic_b0114.wav,ERMS,Spanish,M,he moved his position and the illusion was gone
for two hours not a word passed between them,data/l2arctic/ERMS/wav/arctic_b0115.wav,ERMS,Spanish,M,for two hours not a word passed between them
i have hunted along this ridge replied philip,data/l2arctic/ERMS/wav/arctic_b0116.wav,ERMS,Spanish,M,i have hunted along these ridges replied philip
thats thorpes said the young engineer,data/l2arctic/ERMS/wav/arctic_b0117.wav,ERMS,Spanish,M,that's top's said the young engineer
we saw your light and thought you wouldnt mind a call,data/l2arctic/ERMS/wav/arctic_b0118.wav,ERMS,Spanish,M,we saw your light and thought you would mind a call
billinger may arrive in time,data/l2arctic/ERMS/wav/arctic_b0119.wav,ERMS,Spanish,M,billinger may arrive in time
theres the hitch replied thorpe rolling a cigarette,data/l2arctic/ERMS/wav/arctic_b0120.wav,ERMS,Spanish,M,there is the hitch replied torp roaring a cigarette
philip saw macdougall soon after his short talk with thorpe,data/l2arctic/ERMS/wav/arctic_b0122.wav,ERMS,Spanish,M,philip saw macdurgal soon after his short talk with thorpe
neither could they understand the growing disaffection among thorpes men,data/l2arctic/ERMS/wav/arctic_b0123.wav,ERMS,Spanish,M,neither could they understand the growing disaffection amongst corpsemen
two weeks passed and in that time thorpe left camp three times,data/l2arctic/ERMS/wav/arctic_b0124.wav,ERMS,Spanish,M,two weeks passed and in that time torp left camp three times
it was the third or fourth time that philip had heard macdougall swear,data/l2arctic/ERMS/wav/arctic_b0125.wav,ERMS,Spanish,M,it was the turret or for a time that philip had heard mac dobellswhere
blood was oozing slowly from the wounded mans right breast,data/l2arctic/ERMS/wav/arctic_b0126.wav,ERMS,Spanish,M,blood was oozing slowly from the wounded man's right breast
he destroyed everything that had belonged to the woman,data/l2arctic/ERMS/wav/arctic_b0127.wav,ERMS,Spanish,M,he destroyed everything that had belonged to the woman
philip bent low over pierre,data/l2arctic/ERMS/wav/arctic_b0128.wav,ERMS,Spanish,M,philip bent low over pierre
did thorpe go to see any one in churchill,data/l2arctic/ERMS/wav/arctic_b0129.wav,ERMS,Spanish,M,did top go to see any one in churchill
she saw the answer in his face,data/l2arctic/ERMS/wav/arctic_b0130.wav,ERMS,Spanish,M,she saw the answer in his face
thorpe and his men were to destroy this camp and kill you,data/l2arctic/ERMS/wav/arctic_b0131.wav,ERMS,Spanish,M,thought and his men were to destroy this camp and kill you
there is no need of further detail now for you can understand,data/l2arctic/ERMS/wav/arctic_b0132.wav,ERMS,Spanish,M,there is no need of further detail now for you can understand
there followed a roar that shook the earth,data/l2arctic/ERMS/wav/arctic_b0133.wav,ERMS,Spanish,M,there follow a roar that shook the earth
blind with rage he darted in,data/l2arctic/ERMS/wav/arctic_b0134.wav,ERMS,Spanish,M,blind with rage he darted in
in it was the joy of life,data/l2arctic/ERMS/wav/arctic_b0135.wav,ERMS,Spanish,M,in it was the joy of life
swiftly his eyes measured the situation,data/l2arctic/ERMS/wav/arctic_b0136.wav,ERMS,Spanish,M,swiftly his eyes measured the situation
but this little defect did not worry him,data/l2arctic/ERMS/wav/arctic_b0137.wav,ERMS,Spanish,M,but this little defect did not worry him
together they ate the rabbit,data/l2arctic/ERMS/wav/arctic_b0139.wav,ERMS,Spanish,M,together they ate the rabbit
they edged nearer and stood shoulder to shoulder facing their world,data/l2arctic/ERMS/wav/arctic_b0140.wav,ERMS,Spanish,M,they edged nearer and stood shoulder to shoulder facing their war
it was beating and waiting in the ambush of those black pits,data/l2arctic/ERMS/wav/arctic_b0141.wav,ERMS,Spanish,M,it was peering and waiting in the ambush of those black beads
something vastly more thrilling had come into it now,data/l2arctic/ERMS/wav/arctic_b0142.wav,ERMS,Spanish,M,something bestly more thrilling had come into it now
it took him half an hour to reach the edge of it,data/l2arctic/ERMS/wav/arctic_b0143.wav,ERMS,Spanish,M,it took him half an hour to reach the edge of it
but there was no longer the mother yearning in his heart,data/l2arctic/ERMS/wav/arctic_b0144.wav,ERMS,Spanish,M,but there was no longer the mother journeying in his heart
besides had he not whipped the big owl in the forest,data/l2arctic/ERMS/wav/arctic_b0145.wav,ERMS,Spanish,M,besides had he not weep the big owl in the forest
after all it was simply a mistake in judgment,data/l2arctic/ERMS/wav/arctic_b0146.wav,ERMS,Spanish,M,after all it was simply a mistaken judgment
had it struck squarely it would have killed him,data/l2arctic/ERMS/wav/arctic_b0147.wav,ERMS,Spanish,M,had it struck squarely it would have killed him
the indian even poked his stick into the thick ground spruce,data/l2arctic/ERMS/wav/arctic_b0148.wav,ERMS,Spanish,M,the india even poked his stick into the tea crown spruce
pebbles and dirt flew along with hair and fur,data/l2arctic/ERMS/wav/arctic_b0149.wav,ERMS,Spanish,M,peoples and there flew along with care and for
and he was filled with a strange and foreboding fear,data/l2arctic/ERMS/wav/arctic_b0150.wav,ERMS,Spanish,M,and he was filled with a strange unforeseen fear
it was steel a fisher trap,data/l2arctic/ERMS/wav/arctic_b0151.wav,ERMS,Spanish,M,it was a steel official trap
ow a wild dog he growled,data/l2arctic/ERMS/wav/arctic_b0152.wav,ERMS,Spanish,M,oh a wild dog he groved
he was a pariah a wanderer without a friend or a home,data/l2arctic/ERMS/wav/arctic_b0153.wav,ERMS,Spanish,M,he was a pariah a wonder without a friend or a home
that is the strange part of it,data/l2arctic/ERMS/wav/arctic_b0154.wav,ERMS,Spanish,M,that is the strange part of it
for that reason le beau had chosen him to fight the big fight,data/l2arctic/ERMS/wav/arctic_b0156.wav,ERMS,Spanish,M,for that reason the bugaboo had chosen him to fight the big fight
in the crib the baby sat up and began to prattle,data/l2arctic/ERMS/wav/arctic_b0157.wav,ERMS,Spanish,M,in the creep the baby sat up and began to prattle
she obeyed shrinking back with the baby in her arms,data/l2arctic/ERMS/wav/arctic_b0158.wav,ERMS,Spanish,M,she obeyed shrinking back with the baby in her arms
his teeth shut with a last click,data/l2arctic/ERMS/wav/arctic_b0159.wav,ERMS,Spanish,M,he stood shut with a last click
it was over when he made his way through the ring of spectators,data/l2arctic/ERMS/wav/arctic_b0160.wav,ERMS,Spanish,M,it was over when he made his way through the ring of spectators
in a flash he was on his feet facing him,data/l2arctic/ERMS/wav/arctic_b0161.wav,ERMS,Spanish,M,in a flash he was on his feet facing him
he thought he saw a shudder pass through the factors shoulders,data/l2arctic/ERMS/wav/arctic_b0162.wav,ERMS,Spanish,M,he thought he saw a shoulder pass through the fact or shoulders
the moon had already begun its westward decline,data/l2arctic/ERMS/wav/arctic_b0163.wav,ERMS,Spanish,M,the moon had already begun it was what declined
they laughed like two happy children,data/l2arctic/ERMS/wav/arctic_b0164.wav,ERMS,Spanish,M,they laughed like two happy children
he pulled and the log crashed down to break his back,data/l2arctic/ERMS/wav/arctic_b0165.wav,ERMS,Spanish,M,he pulled and the log crashed down to break his back
fast but endure,data/l2arctic/ERMS/wav/arctic_b0166.wav,ERMS,Spanish,M,fast but in view
a little before dawn of the day following the fire relief came,data/l2arctic/ERMS/wav/arctic_b0167.wav,ERMS,Spanish,M,a little before dawn of the day following the fire relief came
the indian felt the worship of her warm in his heart,data/l2arctic/ERMS/wav/arctic_b0168.wav,ERMS,Spanish,M,the indian felt the worship of her one in his heart
he drew in a deep breath as he looked at them,data/l2arctic/ERMS/wav/arctic_b0169.wav,ERMS,Spanish,M,he drew in a deep breath as he looked at them
then he shouted shut up,data/l2arctic/ERMS/wav/arctic_b0170.wav,ERMS,Spanish,M,then he chuckled shut up
he changed his seat for a steamer reclining chair,data/l2arctic/ERMS/wav/arctic_b0171.wav,ERMS,Spanish,M,he changed his seat for a steamer reclining chair
to these he gave castor oil,data/l2arctic/ERMS/wav/arctic_b0173.wav,ERMS,Spanish,M,to these he gave castor oil
hatred and murder and lust for revenge they possessed to overflowing,data/l2arctic/ERMS/wav/arctic_b0174.wav,ERMS,Spanish,M,hatred and murder unless for revenge they possess it to overflowing
sheldon glanced at the thermometer,data/l2arctic/ERMS/wav/arctic_b0175.wav,ERMS,Spanish,M,seldom glance at the thermometer
ill see to poor hughie,data/l2arctic/ERMS/wav/arctic_b0176.wav,ERMS,Spanish,M,i'll see to poor maggie
her gray eyes were flashing and her lips were quivering,data/l2arctic/ERMS/wav/arctic_b0177.wav,ERMS,Spanish,M,her grey eyes were flashing and her lips were quivering
also i want information,data/l2arctic/ERMS/wav/arctic_b0178.wav,ERMS,Spanish,M,also i won information
let them go out and eat with my boys,data/l2arctic/ERMS/wav/arctic_b0179.wav,ERMS,Spanish,M,let him go out and eat with my voice
i i beg pardon he drawled,data/l2arctic/ERMS/wav/arctic_b0180.wav,ERMS,Spanish,M,i a big pardon he strolled
and you preferred a cannibal isle and a cartridge belt,data/l2arctic/ERMS/wav/arctic_b0181.wav,ERMS,Spanish,M,and duke preferred a cannibal isles and a cartridge built
i was in new york when the crash came,data/l2arctic/ERMS/wav/arctic_b0182.wav,ERMS,Spanish,M,i was in new york when the crush came
no i did not fall among thieves,data/l2arctic/ERMS/wav/arctic_b0183.wav,ERMS,Spanish,M,no i did not fall among teeth
such things in her brain were like so many oaths on her lips,data/l2arctic/ERMS/wav/arctic_b0184.wav,ERMS,Spanish,M,such stings in her brain were like so many oats on her lips
your being wrecked here has been a godsend to me,data/l2arctic/ERMS/wav/arctic_b0185.wav,ERMS,Spanish,M,your being rakkeed here has being it i could send to me
i cant go elsewhere by your own account,data/l2arctic/ERMS/wav/arctic_b0186.wav,ERMS,Spanish,M,i can go as we were by your own account
her achievements with cocoanuts were a revelation,data/l2arctic/ERMS/wav/arctic_b0187.wav,ERMS,Spanish,M,here are chief men's with cocoanuts were a revelation
he glanced down at her helplessly and moistened his lips,data/l2arctic/ERMS/wav/arctic_b0188.wav,ERMS,Spanish,M,he glanced down at her helplessly unmoistened his lip
idealism led him to philosophic anarchy and his family threw him off,data/l2arctic/ERMS/wav/arctic_b0190.wav,ERMS,Spanish,M,idiotism led him to philosophic anarchy and his family to him off
he also contended that better confidence was established by carrying no weapons,data/l2arctic/ERMS/wav/arctic_b0191.wav,ERMS,Spanish,M,he also contended that better confidence was established by carrying no weapons
outsiders are allowed five minute speeches the sick man urged,data/l2arctic/ERMS/wav/arctic_b0192.wav,ERMS,Spanish,M,outsiders are allowed five minutes speeches the sick man urged
