transcription,path_to_audio,speaker_id,native_language,gender,whisper_medium_transcriptions
it would give me nervous prostration,data/l2arctic/ERMS/wav/arctic_a0278.wav,ERMS,Spanish,M,it would give me nervous prostration.
she said with chattering teeth,data/l2arctic/ERMS/wav/arctic_a0279.wav,ERMS,Spanish,M,she said with chattering teeth.
ill be out of my head in fifteen minutes,data/l2arctic/ERMS/wav/arctic_a0280.wav,ERMS,Spanish,M,i'll be out of my head in 15 minutes.
i do not blame you for anything remember that,data/l2arctic/ERMS/wav/arctic_a0281.wav,ERMS,Spanish,M,i do not blame you for anything. remember that.
if you mean to insinuate brentwood began hotly,data/l2arctic/ERMS/wav/arctic_a0282.wav,ERMS,Spanish,M,if you mean to insinuate brentwood began hotly.
the woman in you is only incidental accidental and irrelevant,data/l2arctic/ERMS/wav/arctic_a0283.wav,ERMS,Spanish,M,"the woman in you is only incidental, accidental and irrelevant."
there was no forecasting this strange girls processes,data/l2arctic/ERMS/wav/arctic_a0284.wav,ERMS,Spanish,M,there was no forecasting these strange gears processes.
but what they want with your toothbrush is more than i can imagine,data/l2arctic/ERMS/wav/arctic_a0285.wav,ERMS,Spanish,M,but what they want with your toothbrush is more than i can imagine
give them their choice between a fine or an official whipping,data/l2arctic/ERMS/wav/arctic_a0286.wav,ERMS,Spanish,M,give them their choice between a fine or an official weapon.
keep an eye on him,data/l2arctic/ERMS/wav/arctic_a0287.wav,ERMS,Spanish,M,keep an eye on him.
those are my oysters he said at last,data/l2arctic/ERMS/wav/arctic_a0288.wav,ERMS,Spanish,M,"those are my oysters,"" he said at last."
one by one the boys were captured,data/l2arctic/ERMS/wav/arctic_a0290.wav,ERMS,Spanish,M,one by one the boys were captured.
the weeks had gone by and no overt acts had been attempted,data/l2arctic/ERMS/wav/arctic_a0291.wav,ERMS,Spanish,M,the weeks had come by and no overt acts had been attempted.
here in the midmorning the first casualty occurred,data/l2arctic/ERMS/wav/arctic_a0292.wav,ERMS,Spanish,M,"here, in the mid-morning, the first casualty occurred."
they were deep in the primeval forest,data/l2arctic/ERMS/wav/arctic_a0293.wav,ERMS,Spanish,M,they were deep in the primal forest.
he had been foiled in his attempt to escape,data/l2arctic/ERMS/wav/arctic_a0294.wav,ERMS,Spanish,M,he had been foiled in his attempt to escape.
and twenty men could hold it with spears and arrows,data/l2arctic/ERMS/wav/arctic_a0295.wav,ERMS,Spanish,M,and twenty men could hold it with spears and arrows.
bassett was a fastidious man,data/l2arctic/ERMS/wav/arctic_a0296.wav,ERMS,Spanish,M,bassett was a fastidious man.
theres a big english general right now whose name is roberts,data/l2arctic/ERMS/wav/arctic_a0297.wav,ERMS,Spanish,M,there is a big english general right now whose name is roberts.
this tacit promise of continued acquaintance gave saxon a little joy thrill,data/l2arctic/ERMS/wav/arctic_a0298.wav,ERMS,Spanish,M,this tacit promise of continued acquaintance gave saxon a little joy trill.
i tell you i am disgusted with this adventure tomfoolery and rot,data/l2arctic/ERMS/wav/arctic_a0299.wav,ERMS,Spanish,M,"i tell you, i am disgusted with this adventure. tombfoolery and rot."
from my earliest recollection my sleep was a period of terror,data/l2arctic/ERMS/wav/arctic_a0300.wav,ERMS,Spanish,M,"from my earliest recollection, my sleep was a period of terror."
but all my dreams violated this law,data/l2arctic/ERMS/wav/arctic_a0301.wav,ERMS,Spanish,M,but all my dreams violated this law.
it is very plausible to such people a most convincing hypothesis,data/l2arctic/ERMS/wav/arctic_a0302.wav,ERMS,Spanish,M,it is very plausible to such people a most convincing hypothesis.
but they make the mistake of ignoring their own duality,data/l2arctic/ERMS/wav/arctic_a0303.wav,ERMS,Spanish,M,but they make the mistake of ignoring their own duality.
i graduated last of my class,data/l2arctic/ERMS/wav/arctic_a0304.wav,ERMS,Spanish,M,i graduated last of my class.
they had no fixed values to be altered by adjectives and adverbs,data/l2arctic/ERMS/wav/arctic_a0305.wav,ERMS,Spanish,M,they had no fixed values to be altered by adjectives and adverbs.
very early in my life i separated from my mother,data/l2arctic/ERMS/wav/arctic_a0307.wav,ERMS,Spanish,M,very early in my life i separated from my mother.
his infernal chattering worries me even now as i think of it,data/l2arctic/ERMS/wav/arctic_a0308.wav,ERMS,Spanish,M,his infernal chattering worries me even now as i think of it.!!!!!
white leghorns said missus mortimer,data/l2arctic/ERMS/wav/arctic_a0309.wav,ERMS,Spanish,M,white leg horns said mr. mortimer!!!!!
massage under tension was the cryptic reply,data/l2arctic/ERMS/wav/arctic_a0310.wav,ERMS,Spanish,M,massaged under tension was the cryptic reply.!!!!!
therefore hurrah for the game,data/l2arctic/ERMS/wav/arctic_a0311.wav,ERMS,Spanish,M,"therefore, full wrap for the game.!!!!!"
it lived in perpetual apprehension of that quarter of the compass,data/l2arctic/ERMS/wav/arctic_a0312.wav,ERMS,Spanish,M,it lived in perpetual apprehension of dark water of the compass.!!!!!
broken tooth yelled with fright and pain,data/l2arctic/ERMS/wav/arctic_a0313.wav,ERMS,Spanish,M,"broken tooth, gelled with fright and pain.!!!!!"
thus was momentum gained in the younger world,data/l2arctic/ERMS/wav/arctic_a0314.wav,ERMS,Spanish,M,thus was momentum gained in the jungle world.!!!!!
saxon waited for she knew a fresh idea had struck billy,data/l2arctic/ERMS/wav/arctic_a0315.wav,ERMS,Spanish,M,saxon waited before she knew a fresh idea had struck piller.!!!!!
we had been chased by them ourselves more than once,data/l2arctic/ERMS/wav/arctic_a0316.wav,ERMS,Spanish,M,we had been chased by them ourselves more than once.!!!!!
he was a wise hyena,data/l2arctic/ERMS/wav/arctic_a0317.wav,ERMS,Spanish,M,he was a wise hyena.!!!!!
production is doubling and quadrupling upon itself,data/l2arctic/ERMS/wav/arctic_a0318.wav,ERMS,Spanish,M,production is doubling and quasi-ruping upon itself.!!!!!
and the edinburgh evening news says with editorial gloom,data/l2arctic/ERMS/wav/arctic_a0319.wav,ERMS,Spanish,M,and the edinburgh even its new says with editorial gloom!!!!!
with my strength i slammed it full into red eyes face,data/l2arctic/ERMS/wav/arctic_a0320.wav,ERMS,Spanish,M,"with my strength, i slammed it full into red eye's face.!!!!!"
the log on which lop ear was lying got adrift,data/l2arctic/ERMS/wav/arctic_a0321.wav,ERMS,Spanish,M,the logon which loop here was lying got adrift!!!!!
this is a common experience with all of us,data/l2arctic/ERMS/wav/arctic_a0322.wav,ERMS,Spanish,M,this is a common experience with all of us.!!!!!
it was not red eyes way to forego revenge so easily,data/l2arctic/ERMS/wav/arctic_a0324.wav,ERMS,Spanish,M,it was not red eye's way to forego revenge so easily.!!!!!
whiz zip bang lop ear screamed with sudden anguish,data/l2arctic/ERMS/wav/arctic_a0325.wav,ERMS,Spanish,M,we see bank look here a scream with sudden anguish!!
cherokee identified himself with his instinct,data/l2arctic/ERMS/wav/arctic_a0326.wav,ERMS,Spanish,M,chiroki identify himself with his instinct!!
they were less stooped than we less springy in their movements,data/l2arctic/ERMS/wav/arctic_a0327.wav,ERMS,Spanish,M,"they were less stoop than we, less springy in their movements!!"
the fire people like ourselves lived in caves,data/l2arctic/ERMS/wav/arctic_a0328.wav,ERMS,Spanish,M,the fire people like ourselves lived in caves.!!
ah indeed,data/l2arctic/ERMS/wav/arctic_a0329.wav,ERMS,Spanish,M,indeed.!!
red eye never committed a more outrageous deed,data/l2arctic/ERMS/wav/arctic_a0330.wav,ERMS,Spanish,M,red-eye never committed a more outrageous deed.!!
poor little crooked leg was terribly scared,data/l2arctic/ERMS/wav/arctic_a0331.wav,ERMS,Spanish,M,poor little crooked neck was terribly scared.!!
unconsciously our yells and exclamations yielded to this rhythm,data/l2arctic/ERMS/wav/arctic_a0332.wav,ERMS,Spanish,M,unconsciously our yells and exclamations yielded to this rhythm.!!
this is no place for you,data/l2arctic/ERMS/wav/arctic_a0333.wav,ERMS,Spanish,M,this is no place for you.!!
hell knock you off a few sticks in no time,data/l2arctic/ERMS/wav/arctic_a0334.wav,ERMS,Spanish,M,he'll knock you off a few sticks in no time.!!
red eye swung back and forth on the branch farther down,data/l2arctic/ERMS/wav/arctic_a0335.wav,ERMS,Spanish,M,red eye zoom back and forth on the branch farther down!!
so unexpected was my charge that i knocked him off his feet,data/l2arctic/ERMS/wav/arctic_a0336.wav,ERMS,Spanish,M,so unexpected was my charge that i knocked him off his feet.!!
encouraged by my conduct big face became a sudden ally,data/l2arctic/ERMS/wav/arctic_a0337.wav,ERMS,Spanish,M,"encouraged by my conduct, big face became a sudden ally.!!"
the fighting had now become intermittent,data/l2arctic/ERMS/wav/arctic_a0338.wav,ERMS,Spanish,M,the fighting had now become intermittent.!!
they obeyed him and went here and there at his commands,data/l2arctic/ERMS/wav/arctic_a0339.wav,ERMS,Spanish,M,they obeyed him and went here and there at his command.!!
why doggone you all shake again,data/l2arctic/ERMS/wav/arctic_a0341.wav,ERMS,Spanish,M,why do gone you all shake again?!!
seventeen no eighteen days ago,data/l2arctic/ERMS/wav/arctic_a0342.wav,ERMS,Spanish,M,"17... no, 18 days ago"
you mean for this state general alberta,data/l2arctic/ERMS/wav/arctic_a0343.wav,ERMS,Spanish,M,you mean for this state general? alberta.
he seemed to fill it with his tremendous vitality,data/l2arctic/ERMS/wav/arctic_a0344.wav,ERMS,Spanish,M,he seemed to fill it with his tremendous vitality.
she was trying to pass the apron string around him,data/l2arctic/ERMS/wav/arctic_a0345.wav,ERMS,Spanish,M,she was trying to pass the apron string around him.
get down and dig in,data/l2arctic/ERMS/wav/arctic_a0346.wav,ERMS,Spanish,M,get down and dig in.
they are greatly delighted with anything that is bright or giveth a sound,data/l2arctic/ERMS/wav/arctic_a0347.wav,ERMS,Spanish,M,they are greatly delighted with anything that is bright or give it a sound.
they only lifted seven hundred and fifty,data/l2arctic/ERMS/wav/arctic_a0348.wav,ERMS,Spanish,M,they only live 750
it was simple in its way and no virtue of his,data/l2arctic/ERMS/wav/arctic_a0349.wav,ERMS,Spanish,M,it was simple in its way and no virtue of his.
is that pat hanrahans mug looking hungry and willing,data/l2arctic/ERMS/wav/arctic_a0350.wav,ERMS,Spanish,M,is that pat hanlard a hunk? looking hungry and willing
it was more like sugar,data/l2arctic/ERMS/wav/arctic_a0351.wav,ERMS,Spanish,M,it was more like sugar.
im sure going along with you all elijah,data/l2arctic/ERMS/wav/arctic_a0352.wav,ERMS,Spanish,M,i'm sure going along with you all is a lie.
here the explosion of mirth drowned him out,data/l2arctic/ERMS/wav/arctic_a0353.wav,ERMS,Spanish,M,here the explosion of myrt drowned him out.
fresh meat they failed to obtain,data/l2arctic/ERMS/wav/arctic_a0354.wav,ERMS,Spanish,M,fresh meat they failed to obtain.
a burst of laughter was his reward,data/l2arctic/ERMS/wav/arctic_a0355.wav,ERMS,Spanish,M,a burst of laughter was his reward.
you dont catch me at any such foolishness,data/l2arctic/ERMS/wav/arctic_a0356.wav,ERMS,Spanish,M,you don't catch me at any such foolishness.
they continued valiantly to lie but the truth continued to outrun them,data/l2arctic/ERMS/wav/arctic_a0358.wav,ERMS,Spanish,M,"they continued valiantly to lie, but the truth continued to outrun them."
earth and gravel seemed to fill the pan,data/l2arctic/ERMS/wav/arctic_a0359.wav,ERMS,Spanish,M,earth and gravel seemed to fill the pan.!!
but he no longer cared quite so much for that form of diversion,data/l2arctic/ERMS/wav/arctic_a0360.wav,ERMS,Spanish,M,but he no longer cared quite so much for that form of diversion.!!
but he did not broach it preferring to mature it carefully,data/l2arctic/ERMS/wav/arctic_a0361.wav,ERMS,Spanish,M,"but he did not brush it, preferring to mature it carefully.!!"
nope not the slightest idea,data/l2arctic/ERMS/wav/arctic_a0362.wav,ERMS,Spanish,M,"nope, not the slightest idea.!!"
it is not an attempt to smash the market,data/l2arctic/ERMS/wav/arctic_a0363.wav,ERMS,Spanish,M,it is not an attempt to smash the market.!!
we have plenty of capital ourselves and yet we want more,data/l2arctic/ERMS/wav/arctic_a0364.wav,ERMS,Spanish,M,we have plenty of capital ourselves and yet we want more.!!
these rumors may even originate with us,data/l2arctic/ERMS/wav/arctic_a0365.wav,ERMS,Spanish,M,these rumors may even originate with us.!!
a wildly exciting time was his during the week preceding thursday the eighteenth,data/l2arctic/ERMS/wav/arctic_a0366.wav,ERMS,Spanish,M,a wildly exciting time was his during the week preceding thursday the 18th.!!
there is not an iota of truth in it certainly not,data/l2arctic/ERMS/wav/arctic_a0367.wav,ERMS,Spanish,M,there is not an iota of truth in it. certainly not.!!
i just do appreciate it without being able to express my feelings,data/l2arctic/ERMS/wav/arctic_a0368.wav,ERMS,Spanish,M,i just do appreciate it without being able to express my feelings.!!
in partnership with daylight the pair raided the san jose interurban,data/l2arctic/ERMS/wav/arctic_a0369.wav,ERMS,Spanish,M,"in partnership with daylight, the pair raided the san jose interurban.!!"
he saw all men in the business game doing this,data/l2arctic/ERMS/wav/arctic_a0370.wav,ERMS,Spanish,M,he saw all men in the business game doing this.!!
it issued a rate of forty two dollars a car on charcoal,data/l2arctic/ERMS/wav/arctic_a0371.wav,ERMS,Spanish,M,it issued a rate of $42 a car on charcoal.!!
he saw only the effect in a general sketchy way,data/l2arctic/ERMS/wav/arctic_a0372.wav,ERMS,Spanish,M,he saw only the effect in a general sketchy way.!!
points of view new ideas life,data/l2arctic/ERMS/wav/arctic_a0373.wav,ERMS,Spanish,M,"points of view, new ideas, life.!!"
the butchers and meat cutters refused to handle meat destined for unfair restaurants,data/l2arctic/ERMS/wav/arctic_a0375.wav,ERMS,Spanish,M,the butchers and meat cutters refused to handle meat destined for unfair restaurants.!!
your price my son is just about thirty per week,data/l2arctic/ERMS/wav/arctic_a0376.wav,ERMS,Spanish,M,"your price, my son, is just about $2.80 per week."
this sound did not disturb the hush and awe of the place,data/l2arctic/ERMS/wav/arctic_a0377.wav,ERMS,Spanish,M,this sound did not disturb the hash and all of the plays
thats why its boundaries are all gouged and jagged,data/l2arctic/ERMS/wav/arctic_a0378.wav,ERMS,Spanish,M,that's why its boundaries are all ghost and yacked
how old are you daddy,data/l2arctic/ERMS/wav/arctic_a0379.wav,ERMS,Spanish,M,how old are you daddy?
but in the canyons water was plentiful and also a luxuriant forest growth,data/l2arctic/ERMS/wav/arctic_a0380.wav,ERMS,Spanish,M,but in the canyon's water was plentiful and also a luxuriant forest growth.
my names ferguson,data/l2arctic/ERMS/wav/arctic_a0381.wav,ERMS,Spanish,M,my name is ferguson.
daylight found himself charmed and made curious by the little man,data/l2arctic/ERMS/wav/arctic_a0382.wav,ERMS,Spanish,M,daylight found himself charmed and made curious by the little man.
to his surprise her answer was flat and uncompromising,data/l2arctic/ERMS/wav/arctic_a0383.wav,ERMS,Spanish,M,"to be surprised, k.ransher was flat and uncompromising."
the farmer works the soil and produces grain,data/l2arctic/ERMS/wav/arctic_a0384.wav,ERMS,Spanish,M,the farmer works the soil and produces grain.
