transcription,path_to_audio,speaker_id,native_language,gender,wavlm_base_transcriptions
knowing him i review the old scandinavian myths with clearer understanding,data/l2arctic/MBMPS/wav/arctic_b0403.wav,MBMPS,Spanish,F,knowing him i revie the all scandtinavian mets with clear understanding
yes and no sir was the slow reply,data/l2arctic/MBMPS/wav/arctic_b0404.wav,MBMPS,Spanish,F,yes i know sir was this low reply
and each year something happened and i did not go,data/l2arctic/MBMPS/wav/arctic_b0405.wav,MBMPS,Spanish,F,and each year something happened an i didnatico
how in hell did he know it was you in the dark,data/l2arctic/MBMPS/wav/arctic_b0406.wav,MBMPS,Spanish,F,how inheld did he know it was you in the dark
of course much grumbling went on and little outbursts were continually occurring,data/l2arctic/MBMPS/wav/arctic_b0407.wav,MBMPS,Spanish,F,of course much grumbling went on a little outburst where continially acuring
you have all the advantage,data/l2arctic/MBMPS/wav/arctic_b0408.wav,MBMPS,Spanish,F,you have all the advantage
the dirk mentioned by wolf larsen rested in its sheath on my hip,data/l2arctic/MBMPS/wav/arctic_b0409.wav,MBMPS,Spanish,F,the dirck mentionit by wo larson rested in its sheed on my heap
he gave no reason but his motive was obvious enough,data/l2arctic/MBMPS/wav/arctic_b0411.wav,MBMPS,Spanish,F,he gave no reson but hes moultiv was obvious enough
ah it was sweet in my ears,data/l2arctic/MBMPS/wav/arctic_b0412.wav,MBMPS,Spanish,F,ah etwus sweet in my ears
he may desire to escape pain or to enjoy pleasure,data/l2arctic/MBMPS/wav/arctic_b0413.wav,MBMPS,Spanish,F,he might descire to scape pain or to enjoy pleasure
it was impossible to hoist sail and claw off that shore,data/l2arctic/MBMPS/wav/arctic_b0414.wav,MBMPS,Spanish,F,it was impossible to hoist sail and cla off that shore
there was nothing for us but the wide raw ocean,data/l2arctic/MBMPS/wav/arctic_b0415.wav,MBMPS,Spanish,F,there was nothing for us but the wide row ocan
i arose obediently and went down the beach,data/l2arctic/MBMPS/wav/arctic_b0416.wav,MBMPS,Spanish,F,i irose obedently and went down the beach
the next thing to watch out for is bed sores,data/l2arctic/MBMPS/wav/arctic_b0417.wav,MBMPS,Spanish,F,the next thing to watch out for is bed source
at that moment i got the impression that she was willowy,data/l2arctic/MBMPS/wav/arctic_b0418.wav,MBMPS,Spanish,F,at that moment i goed the impression that she was willowy
your fathers fifth command he nodded,data/l2arctic/MBMPS/wav/arctic_b0419.wav,MBMPS,Spanish,F,your fathers fieft command he noted
on occasion on this traverse the cape verde islands are raised,data/l2arctic/MBMPS/wav/arctic_b0420.wav,MBMPS,Spanish,F,on ocasion on these travlrs the cape birth islands are raistd
she is essentially the life giving life conserving female of the species,data/l2arctic/MBMPS/wav/arctic_b0421.wav,MBMPS,Spanish,F,she is essentially the life giving life conserving female of the species
this was when the explosion occurred,data/l2arctic/MBMPS/wav/arctic_b0422.wav,MBMPS,Spanish,F,this was when the explotion acured
also at regular intervals he would mutter,data/l2arctic/MBMPS/wav/arctic_b0423.wav,MBMPS,Spanish,F,also at regular intervols he would motter
it is a very tenable hypothesis and will bear looking into,data/l2arctic/MBMPS/wav/arctic_b0424.wav,MBMPS,Spanish,F,it is a very tunnable hypothesis and will bear lookin into
there were orange green gold green and a copper green,data/l2arctic/MBMPS/wav/arctic_b0425.wav,MBMPS,Spanish,F,there were orange green goul green and coper green
the gabriel voice of the samurai rang out,data/l2arctic/MBMPS/wav/arctic_b0426.wav,MBMPS,Spanish,F,teyreal boys of the summaray run out
the history of our westward faring race is written in it,data/l2arctic/MBMPS/wav/arctic_b0428.wav,MBMPS,Spanish,F,the history of oaur west  war faring raste is written in it
and the eurasian chinese englishman bowed himself away,data/l2arctic/MBMPS/wav/arctic_b0429.wav,MBMPS,Spanish,F,anthe eratian chinese english men boed himself away
they were babbling and chattering all together,data/l2arctic/MBMPS/wav/arctic_b0430.wav,MBMPS,Spanish,F,they are babelling and chattering all together
too much he told me with ominous rolling head,data/l2arctic/MBMPS/wav/arctic_b0431.wav,MBMPS,Spanish,F,too much he told me with omnus rolling head
he is a candidate rising from the serf class to our class,data/l2arctic/MBMPS/wav/arctic_b0432.wav,MBMPS,Spanish,F,he is a candidate racing from the serve glass to our class
we are cooking on the coal stove and on the oil burners,data/l2arctic/MBMPS/wav/arctic_b0433.wav,MBMPS,Spanish,F,we are cooking on the col tolf and on the oil burners
the steward has just tendered me a respectful bit of advice,data/l2arctic/MBMPS/wav/arctic_b0434.wav,MBMPS,Spanish,F,the stord has just endered me a respectful beat of advice
well did they eat,data/l2arctic/MBMPS/wav/arctic_b0435.wav,MBMPS,Spanish,F,well di they eat
famine had been my great ally,data/l2arctic/MBMPS/wav/arctic_b0436.wav,MBMPS,Spanish,F,femin had been my great alli
nowhere in the north is the soil so prolific,data/l2arctic/MBMPS/wav/arctic_b0437.wav,MBMPS,Spanish,F,nowhere in the lnor es the soil so prolipic
they ran the canoe in and climbed the high earth bank,data/l2arctic/MBMPS/wav/arctic_b0438.wav,MBMPS,Spanish,F,they run the canol in and glimbed the high air bo
the land exchanged its austere robes for the garb of a smiling wanton,data/l2arctic/MBMPS/wav/arctic_b0439.wav,MBMPS,Spanish,F,the lanness changed its ouster robes for the garb of a smiling wanton
there were stir and bustle new faces and fresh facts,data/l2arctic/MBMPS/wav/arctic_b0440.wav,MBMPS,Spanish,F,there were steer and bastl neel faces and fresh facts
and there was ethel baird whom also you must remember,data/l2arctic/MBMPS/wav/arctic_b0441.wav,MBMPS,Spanish,F,and there was ethe biron whom also you must remember
he had become a man very early in life,data/l2arctic/MBMPS/wav/arctic_b0442.wav,MBMPS,Spanish,F,he had become a man very early in life
i did not think you would be so early,data/l2arctic/MBMPS/wav/arctic_b0443.wav,MBMPS,Spanish,F,i did not think you would be so early
mops sir eagerly answered the sailor at the wheel,data/l2arctic/MBMPS/wav/arctic_b0445.wav,MBMPS,Spanish,F,mops sir eagerly aser the sailor a the wel
some one had thrust a large sheath knife into his hand,data/l2arctic/MBMPS/wav/arctic_b0446.wav,MBMPS,Spanish,F,some one had trust a large sheet knife into heis hans
obrien emitted a shriek that sank swiftly to a gurgling sob,data/l2arctic/MBMPS/wav/arctic_b0447.wav,MBMPS,Spanish,F,o brianimaded a shrik that sank swiftly to the gargling sop
sandel would never become a world champion,data/l2arctic/MBMPS/wav/arctic_b0448.wav,MBMPS,Spanish,F,sandal will never become a whorld champion
also she wouldnt walk,data/l2arctic/MBMPS/wav/arctic_b0449.wav,MBMPS,Spanish,F,also she would and walk
to my dearest and always appreciated friend i submit myself,data/l2arctic/MBMPS/wav/arctic_b0450.wav,MBMPS,Spanish,F,to my dearest and always appreciated friends i sov made myself
you used to joy ride like the very devil,data/l2arctic/MBMPS/wav/arctic_b0451.wav,MBMPS,Spanish,F,you use to joy ride like the very devil
they saw each other for the first time in boston,data/l2arctic/MBMPS/wav/arctic_b0452.wav,MBMPS,Spanish,F,they saw each other for the first time in boston o
isaac ford the austere soldier of the lord the old hypocrite,data/l2arctic/MBMPS/wav/arctic_b0453.wav,MBMPS,Spanish,F,i sak forward the ouse ter soldier of the lord the oll hypocrat
eighteen he added,data/l2arctic/MBMPS/wav/arctic_b0454.wav,MBMPS,Spanish,F,eighteen he added
his reward should have been peace and repose,data/l2arctic/MBMPS/wav/arctic_b0455.wav,MBMPS,Spanish,F,his rewards should have been peats and repose
he was an amphibian and a mountaineer,data/l2arctic/MBMPS/wav/arctic_b0456.wav,MBMPS,Spanish,F,he was an ephybian an a mountener
it was sanctification and salvation,data/l2arctic/MBMPS/wav/arctic_b0457.wav,MBMPS,Spanish,F,it was semntification anfd salvation
the history of the eighteenth century is written ernest prompted,data/l2arctic/MBMPS/wav/arctic_b0458.wav,MBMPS,Spanish,F,the history of the eightin centhory is written earnest brompt
they are not biologists nor sociologists,data/l2arctic/MBMPS/wav/arctic_b0459.wav,MBMPS,Spanish,F,they are not by ologis nor soteologis
the more his opponents grew excited the more ernest deliberately excited them,data/l2arctic/MBMPS/wav/arctic_b0460.wav,MBMPS,Spanish,F,the more heisoponents grew excited the more earnestd theliberitly excited them
one guess will do ernest retorted,data/l2arctic/MBMPS/wav/arctic_b0462.wav,MBMPS,Spanish,F,one guess will do earnest retordid
take my advice and accept the vacation,data/l2arctic/MBMPS/wav/arctic_b0463.wav,MBMPS,Spanish,F,take my advice and accept the vocation
i could not agree with ernest,data/l2arctic/MBMPS/wav/arctic_b0464.wav,MBMPS,Spanish,F,i could not agree with earnest
but such divergence of opinion would constitute no menace to society,data/l2arctic/MBMPS/wav/arctic_b0465.wav,MBMPS,Spanish,F,but such dhi vergins of opinion would constitute no mannas to society
it is dog eat dog and you ate them up,data/l2arctic/MBMPS/wav/arctic_b0466.wav,MBMPS,Spanish,F,eit is dog e dog and you at them u
let us run them for ourselves,data/l2arctic/MBMPS/wav/arctic_b0467.wav,MBMPS,Spanish,F,let as run them for ourselves
it was introduced by representative dick of ohio,data/l2arctic/MBMPS/wav/arctic_b0468.wav,MBMPS,Spanish,F,it was interodused by representative dake of ochaio
very few people knew of the existence of this law,data/l2arctic/MBMPS/wav/arctic_b0469.wav,MBMPS,Spanish,F,very few people knew of the existence of this law
the very thing ernest agreed,data/l2arctic/MBMPS/wav/arctic_b0470.wav,MBMPS,Spanish,F,the very thing earnest agreed
also a fellow senator chauncey depew said,data/l2arctic/MBMPS/wav/arctic_b0471.wav,MBMPS,Spanish,F,also a fellow senator chancy depu said
ernest saw in the affair the most sinister import,data/l2arctic/MBMPS/wav/arctic_b0472.wav,MBMPS,Spanish,F,er net so in the affair the most nester import
then there was the campaign,data/l2arctic/MBMPS/wav/arctic_b0473.wav,MBMPS,Spanish,F,then there was the comping
he was manifestly distressed by my coming,data/l2arctic/MBMPS/wav/arctic_b0474.wav,MBMPS,Spanish,F,he was manfestly distressed by my coming
not a wheel moved in his empire,data/l2arctic/MBMPS/wav/arctic_b0475.wav,MBMPS,Spanish,F,not a wal moved in heis empire
the reorganization of these countries took the form of revolution,data/l2arctic/MBMPS/wav/arctic_b0476.wav,MBMPS,Spanish,F,the reaorganization of these countries took the form of revolution
youre going in for grab sharing,data/l2arctic/MBMPS/wav/arctic_b0477.wav,MBMPS,Spanish,F,youare going in for a grop sharing
violation of this law was made a high misdemeanor and punished accordingly,data/l2arctic/MBMPS/wav/arctic_b0479.wav,MBMPS,Spanish,F,iolation of thes low was made a high mesd demanor and furnished accordingly
without discussion it was the agents provocateurs who caused the peasant revolt,data/l2arctic/MBMPS/wav/arctic_b0480.wav,MBMPS,Spanish,F,without discussion it was the agents provocatiers who cause the pesant revor
the task we set ourselves was threefold,data/l2arctic/MBMPS/wav/arctic_b0481.wav,MBMPS,Spanish,F,the task we said ourselves was threefolds
many other similar disconcerting omissions will be noticed in the manuscript,data/l2arctic/MBMPS/wav/arctic_b0482.wav,MBMPS,Spanish,F,many others similar disconcerning omistions will be noticed in the manuscript
the flower of the artistic and intellectual world were revolutionists,data/l2arctic/MBMPS/wav/arctic_b0483.wav,MBMPS,Spanish,F,the flower of the artistic and intelectral whorl where revelotionists
this the iron heel foresaw and laid its schemes accordingly,data/l2arctic/MBMPS/wav/arctic_b0484.wav,MBMPS,Spanish,F,bas the iron heel for so unlaid its schemes accordingly
the mob came on but it could not advance,data/l2arctic/MBMPS/wav/arctic_b0485.wav,MBMPS,Spanish,F,the ma came on but it cood naht avance
but why continue the tirade for tirade it was,data/l2arctic/MBMPS/wav/arctic_b0486.wav,MBMPS,Spanish,F,but  wie continue e tyrate for tyrade it was
after all superfluous flesh is gone what is left is stringy and resistant,data/l2arctic/MBMPS/wav/arctic_b0487.wav,MBMPS,Spanish,F,after allsouperfloors flesh is gone what is levfet is estringy and recisten
beyond refusing to sell us food they left us to ourselves,data/l2arctic/MBMPS/wav/arctic_b0488.wav,MBMPS,Spanish,F,beyond refusing to sell us food they left us to ourselves
he was a merry monarch especially so for an asiatic,data/l2arctic/MBMPS/wav/arctic_b0489.wav,MBMPS,Spanish,F,he was a merry monarkh especially so for anasiatic
what an excited whispering and conferring took place,data/l2arctic/MBMPS/wav/arctic_b0490.wav,MBMPS,Spanish,F,what anexcited whispering and confering took place
jacob brinker who was his road mate brought the news,data/l2arctic/MBMPS/wav/arctic_b0491.wav,MBMPS,Spanish,F,jaker brinker who was his road maid bro the neews
thus he turned the tenets and jargon of psychology back on me,data/l2arctic/MBMPS/wav/arctic_b0492.wav,MBMPS,Spanish,F,thos he turned the tenants and jargon off psychology bank on me
you yellow giant thing of the frost,data/l2arctic/MBMPS/wav/arctic_b0493.wav,MBMPS,Spanish,F,you yellow giant thing of the frost
never so strange a prophet came up to jerusalem,data/l2arctic/MBMPS/wav/arctic_b0494.wav,MBMPS,Spanish,F,never so strange apropfet came up to jerusalim
i have seen myself that one man contemplated by pascals philosophic eye,data/l2arctic/MBMPS/wav/arctic_b0496.wav,MBMPS,Spanish,F,i have seen myself that one man contemplated by pasgols philosophey i
one great drawback to farming in california is our long dry summer,data/l2arctic/MBMPS/wav/arctic_b0497.wav,MBMPS,Spanish,F,one great drawbag to farming in california eth our lon dry summer
i remembered the red wine of the italian rancho and shuddered inwardly,data/l2arctic/MBMPS/wav/arctic_b0498.wav,MBMPS,Spanish,F,i remember the red wine of the italian ranchem and shater inworrdly
i said and dismissed the matter as not worth thinking about,data/l2arctic/MBMPS/wav/arctic_b0499.wav,MBMPS,Spanish,F,i said and dismised the matter as not i worth thinking about
then came my boy code,data/l2arctic/MBMPS/wav/arctic_b0500.wav,MBMPS,Spanish,F,then came my boy cold
and wherever i ranged the way lay along alcohol drenched roads,data/l2arctic/MBMPS/wav/arctic_b0501.wav,MBMPS,Spanish,F,and wherever i ranged the way lay alone algahole drenged the roads
and as we hurried up town joe goose explained,data/l2arctic/MBMPS/wav/arctic_b0502.wav,MBMPS,Spanish,F,and as we harry up town jo goose explained
the scents of strange vegetation blew off the tropic land,data/l2arctic/MBMPS/wav/arctic_b0503.wav,MBMPS,Spanish,F,the sense of strange vegetation blew off the tropic land
the life there was healthful and athletic but too juvenile,data/l2arctic/MBMPS/wav/arctic_b0504.wav,MBMPS,Spanish,F,the life there was healtful an athletic but two jubanyle
how valiantly i went at it that first day,data/l2arctic/MBMPS/wav/arctic_b0505.wav,MBMPS,Spanish,F,how valently i went idid that first day
it would help to tide me along until i got steady employment,data/l2arctic/MBMPS/wav/arctic_b0506.wav,MBMPS,Spanish,F,it will help to tide me along until y god steadly employment
did i possess too much vitality,data/l2arctic/MBMPS/wav/arctic_b0507.wav,MBMPS,Spanish,F,did i possess too much bitality
in his anxiety and solicitude and love they did not count,data/l2arctic/MBMPS/wav/arctic_b0508.wav,MBMPS,Spanish,F,in heas anxiety and solicitude and love they did nat count
he had fulfilled his duty and paid properly,data/l2arctic/MBMPS/wav/arctic_b0509.wav,MBMPS,Spanish,F,he had ful fieled his douty unpaid properly
