transcription,path_to_audio,speaker_id,native_language,gender,s2t_small_transcriptions
idealism led him to philosophic anarchy and his family threw him off,data/l2arctic/ERMS/wav/arctic_b0190.wav,ERMS,Spanish,M,idiollism led him to philosophic anarchy and his harmony to him of
he also contended that better confidence was established by carrying no weapons,data/l2arctic/ERMS/wav/arctic_b0191.wav,ERMS,Spanish,M,he also contended that better confidence was established by carrying no weapons
outsiders are allowed five minute speeches the sick man urged,data/l2arctic/ERMS/wav/arctic_b0192.wav,ERMS,Spanish,M,our tiders are allowed five minutes speeches the sick man urged
so was packards finish suicide,data/l2arctic/ERMS/wav/arctic_b0193.wav,ERMS,Spanish,M,so was packard's finish suicide
joan cried with shining eyes,data/l2arctic/ERMS/wav/arctic_b0194.wav,ERMS,Spanish,M,john cried with shining eyes
nobody knows how the natives got them,data/l2arctic/ERMS/wav/arctic_b0195.wav,ERMS,Spanish,M,nobody knows how the natives call him
how can you manage all alone mister young,data/l2arctic/ERMS/wav/arctic_b0196.wav,ERMS,Spanish,M,how can you manage all alone mister jenks
the planters are already considering the matter,data/l2arctic/ERMS/wav/arctic_b0197.wav,ERMS,Spanish,M,the planters are already considering the mother
i use great trouble advisedly,data/l2arctic/ERMS/wav/arctic_b0198.wav,ERMS,Spanish,M,a usually troubled apisli
dear sir your second victim has fallen on schedule time,data/l2arctic/ERMS/wav/arctic_b0199.wav,ERMS,Spanish,M,the reserve your second victim has fallen on a scale of time
we leave the eventuality to time and law,data/l2arctic/ERMS/wav/arctic_b0200.wav,ERMS,Spanish,M,we leave the events relative to time and law
i also understand that similar branch organizations have made their appearance in europe,data/l2arctic/ERMS/wav/arctic_b0201.wav,ERMS,Spanish,M,i also understand that similar branch organizations have made their appearance in europe
society is shaken to its foundations,data/l2arctic/ERMS/wav/arctic_b0202.wav,ERMS,Spanish,M,society is shaking to its foundations
a month in australia would finish me,data/l2arctic/ERMS/wav/arctic_b0203.wav,ERMS,Spanish,M,a month in australia would finish me
down through the perfume weighted air fluttered the snowy fluffs of the cottonwoods,data/l2arctic/ERMS/wav/arctic_b0204.wav,ERMS,Spanish,M,down through the perfume waded earth fruitered this snowy fluff of the cotton woods
you were destroying my life,data/l2arctic/ERMS/wav/arctic_b0205.wav,ERMS,Spanish,M,you were destroying my life
im as good as a man she urged,data/l2arctic/ERMS/wav/arctic_b0207.wav,ERMS,Spanish,M,i am as good as a man she urged
you read the quotations in todays paper,data/l2arctic/ERMS/wav/arctic_b0208.wav,ERMS,Spanish,M,you read the quotations into day's paper
hes terribly touchy about his black wards as he calls them,data/l2arctic/ERMS/wav/arctic_b0209.wav,ERMS,Spanish,M,he is terribly touching about his black words as he calls them
whatever he guessed he locked away in the taboo room of naomi,data/l2arctic/ERMS/wav/arctic_b0210.wav,ERMS,Spanish,M,whatever he guessed he locked away in the table room of naomi
this is eighteen eighty,data/l2arctic/ERMS/wav/arctic_b0211.wav,ERMS,Spanish,M,dissociating eighty
death is and has been ever since old maui died,data/l2arctic/ERMS/wav/arctic_b0212.wav,ERMS,Spanish,M,that is a husband ever sees all mawidite
some boy she laughed acquiescence,data/l2arctic/ERMS/wav/arctic_b0213.wav,ERMS,Spanish,M,some boy she loved acquiescence
let us talk it over and find a way out,data/l2arctic/ERMS/wav/arctic_b0214.wav,ERMS,Spanish,M,let us talk it over i'm fine out away
it is a good property and worth more than that,data/l2arctic/ERMS/wav/arctic_b0215.wav,ERMS,Spanish,M,it is had good property and wart more than that
i wish you were more adaptable joan retorted,data/l2arctic/ERMS/wav/arctic_b0216.wav,ERMS,Spanish,M,i wish you were more adaptable john retorted
such is my passage engaged on the steamer,data/l2arctic/ERMS/wav/arctic_b0217.wav,ERMS,Spanish,M,such as might pass us engaged on the steamer
the issue was not in doubt,data/l2arctic/ERMS/wav/arctic_b0218.wav,ERMS,Spanish,M,the issue was not in doubt
well there are better men in hawaii thats all,data/l2arctic/ERMS/wav/arctic_b0219.wav,ERMS,Spanish,M,well there are better many how i that's all
harry bancroft dave lied,data/l2arctic/ERMS/wav/arctic_b0220.wav,ERMS,Spanish,M,harry bankrupt daylight
its a yankee joan cried,data/l2arctic/ERMS/wav/arctic_b0221.wav,ERMS,Spanish,M,it's a jankie john cried
he was the leader and tudor was his lieutenant,data/l2arctic/ERMS/wav/arctic_b0222.wav,ERMS,Spanish,M,he was the leader and todo was his lieutenant
but to culture the revolution thus far had exhausted the junta,data/l2arctic/ERMS/wav/arctic_b0224.wav,ERMS,Spanish,M,but to culture the revolution thus far had exhausted the genta
the president of the united states was his friend,data/l2arctic/ERMS/wav/arctic_b0225.wav,ERMS,Spanish,M,the precedent of the united states was his friend
your face was the personification of duplicity,data/l2arctic/ERMS/wav/arctic_b0226.wav,ERMS,Spanish,M,your face was the personification of the placidity
shorty turned to their employers,data/l2arctic/ERMS/wav/arctic_b0227.wav,ERMS,Spanish,M,surely turn it to their employers
you were engaged,data/l2arctic/ERMS/wav/arctic_b0228.wav,ERMS,Spanish,M,you were engaged
i saw it all myself and it was splendid,data/l2arctic/ERMS/wav/arctic_b0229.wav,ERMS,Spanish,M,i saw it all myself and he was splendid
now run along and tell them to hurry,data/l2arctic/ERMS/wav/arctic_b0230.wav,ERMS,Spanish,M,now run along and tell them to hurry
whats that grub thief got to do with it,data/l2arctic/ERMS/wav/arctic_b0231.wav,ERMS,Spanish,M,what's that crab thief got to the withered
it was a superb picture,data/l2arctic/ERMS/wav/arctic_b0232.wav,ERMS,Spanish,M,it was a superb picture
so she said the irate skipper dashed on,data/l2arctic/ERMS/wav/arctic_b0233.wav,ERMS,Spanish,M,so she said the irate skipper dashed on
and watch out for wet feet was his parting advice,data/l2arctic/ERMS/wav/arctic_b0234.wav,ERMS,Spanish,M,and watched au revoir for wet feet was his sparring advice
raoul yelled in order to make himself heard,data/l2arctic/ERMS/wav/arctic_b0235.wav,ERMS,Spanish,M,while will jolt in order to make himself hurt
oolong was two hundred and fifty miles from the nearest land,data/l2arctic/ERMS/wav/arctic_b0236.wav,ERMS,Spanish,M,all on was two hundred and fifty miles from the nearest land
they just lay off in the bush and plugged away,data/l2arctic/ERMS/wav/arctic_b0237.wav,ERMS,Spanish,M,they just lay off in the bush and plucked away
the very thought of the effort to swim over was nauseating,data/l2arctic/ERMS/wav/arctic_b0238.wav,ERMS,Spanish,M,the very top of the effort to swing over was now shearing
and there was a dog that barked,data/l2arctic/ERMS/wav/arctic_b0239.wav,ERMS,Spanish,M,and there was a dog that marked
bill lingered contemplating his work with artistic appreciation,data/l2arctic/ERMS/wav/arctic_a0561.wav,ERMS,Spanish,M,bill lingard contemplating his war with artistic appreciation
but well just postpone this,data/l2arctic/ERMS/wav/arctic_a0578.wav,ERMS,Spanish,M,bad will just postpone this
you got out by fighting and i through a pretty girl,data/l2arctic/ERMS/wav/arctic_b0002.wav,ERMS,Spanish,M,due out by fighting and i to a pretty girl
his slim hands gripped the edges of the table,data/l2arctic/ERMS/wav/arctic_b0019.wav,ERMS,Spanish,M,he saw slim hands gripped the edge of the table
he wondered too where roscoe was,data/l2arctic/ERMS/wav/arctic_b0036.wav,ERMS,Spanish,M,he wondered too where roscoe was
that is why i am am rattled he laughed,data/l2arctic/ERMS/wav/arctic_b0053.wav,ERMS,Spanish,M,that is why i am am ronald he laughed
there was no chance to fire without hitting him,data/l2arctic/ERMS/wav/arctic_b0070.wav,ERMS,Spanish,M,there was no chance to fire without hearing him
they will search for us between their camp and churchill,data/l2arctic/ERMS/wav/arctic_b0087.wav,ERMS,Spanish,M,they would serve for us between their camp and churchill
shooting pains passed like flashes of electricity through his body,data/l2arctic/ERMS/wav/arctic_b0104.wav,ERMS,Spanish,M,shooting pains passed like flashes of electricity through his body
i want my men to work by themselves,data/l2arctic/ERMS/wav/arctic_b0121.wav,ERMS,Spanish,M,i want my men to work by themselves
and then steadily he began to chew,data/l2arctic/ERMS/wav/arctic_b0138.wav,ERMS,Spanish,M,and then steadily heaping on to true
his freshly caught furs he flung to the floor,data/l2arctic/ERMS/wav/arctic_b0155.wav,ERMS,Spanish,M,he is freshly caught force he flung to the floor
on the far corner of the compound fence a hawk brooded,data/l2arctic/ERMS/wav/arctic_b0172.wav,ERMS,Spanish,M,on the far corner of the compound fence a hook brute
that is what distinguishes all of us from the lower animals,data/l2arctic/ERMS/wav/arctic_b0189.wav,ERMS,Spanish,M,that is what distinguishes all of us from the lower animals
horses and rifles had been her toys camp and trail her nursery,data/l2arctic/ERMS/wav/arctic_b0206.wav,ERMS,Spanish,M,horses and rifles had been her toys camp and tray her nursery
the women they carried away with them to the big valley,data/l2arctic/ERMS/wav/arctic_b0241.wav,ERMS,Spanish,M,the women their carrier away with them to the big valley
the japanese understood as we could never school ourselves or hope to understand,data/l2arctic/ERMS/wav/arctic_b0242.wav,ERMS,Spanish,M,the japanese hander suit as we could never school ourselves or hope to understand
they had been on the same lay as ourselves,data/l2arctic/ERMS/wav/arctic_b0243.wav,ERMS,Spanish,M,they had been on the same lay as ourselves
you are positively soulless he said savagely,data/l2arctic/ERMS/wav/arctic_b0244.wav,ERMS,Spanish,M,your positive slowness he said savagely
harrison is still my chauffeur,data/l2arctic/ERMS/wav/arctic_b0245.wav,ERMS,Spanish,M,carrie's onions is still much of her
the boy grew and prospered,data/l2arctic/ERMS/wav/arctic_b0246.wav,ERMS,Spanish,M,the boy grew and prospered
he wanted to give the finish to this foe already so far gone,data/l2arctic/ERMS/wav/arctic_b0247.wav,ERMS,Spanish,M,he wanted to give the finish to this fall already so far gone
exciting times are the lot of the fish patrol,data/l2arctic/ERMS/wav/arctic_b0248.wav,ERMS,Spanish,M,exciting times under the lot of the fish patrol
i know they are my oysters,data/l2arctic/ERMS/wav/arctic_b0249.wav,ERMS,Spanish,M,i know they are my oysters
by this time charley was as enraged as the greek,data/l2arctic/ERMS/wav/arctic_b0250.wav,ERMS,Spanish,M,by this time charlie was as enraged as the greek
they must have been swept away by the chaotic currents,data/l2arctic/ERMS/wav/arctic_b0251.wav,ERMS,Spanish,M,they must have been swept away by the chaotic currents
it resembled tea less than lager beer resembles champagne,data/l2arctic/ERMS/wav/arctic_b0252.wav,ERMS,Spanish,M,it resembled thee less than a laggard beer assembles champagne
the very opposite is true they are discouraged vagabonds,data/l2arctic/ERMS/wav/arctic_b0253.wav,ERMS,Spanish,M,the very opposite is true they are discouraged vagabonds
at the same time spears and arrows began to fall among the invaders,data/l2arctic/ERMS/wav/arctic_b0254.wav,ERMS,Spanish,M,at the same time spears and arrows began to fall unbounding bathers
then again tudor had such an irritating way about him,data/l2arctic/ERMS/wav/arctic_b0255.wav,ERMS,Spanish,M,then again tito had such an irritating way above him
outwardly he maintained a calm and smiling aspect,data/l2arctic/ERMS/wav/arctic_b0256.wav,ERMS,Spanish,M,audibly he maintained a calm and smiling aspect
you fired me out of your house in short,data/l2arctic/ERMS/wav/arctic_b0258.wav,ERMS,Spanish,M,you fired me out of your house in short
her mouth opened but instead of speaking she drew a long sigh,data/l2arctic/ERMS/wav/arctic_b0259.wav,ERMS,Spanish,M,her mouth opened but instead of speaking she drew a long sight
its worth eight dollars,data/l2arctic/ERMS/wav/arctic_b0260.wav,ERMS,Spanish,M,its ward eight dollars
and he did hurt my arm,data/l2arctic/ERMS/wav/arctic_b0261.wav,ERMS,Spanish,M,and he did hurt my own
saxons onto her job,data/l2arctic/ERMS/wav/arctic_b0262.wav,ERMS,Spanish,M,saxons on the hyrgiap
only once did i confide the strangeness of it all to another,data/l2arctic/ERMS/wav/arctic_b0263.wav,ERMS,Spanish,M,only once did i confine the strangeness of it all to another
but this time it was saxon who rebelled,data/l2arctic/ERMS/wav/arctic_b0264.wav,ERMS,Spanish,M,but this time it was saxon who rebelled
i was not to cry out in the face of fear,data/l2arctic/ERMS/wav/arctic_b0265.wav,ERMS,Spanish,M,i was not to cry out in the face of fear
and now put yourself in my place for a moment,data/l2arctic/ERMS/wav/arctic_b0266.wav,ERMS,Spanish,M,and now put yourself in a place for a moment
the boy threw back his head with pride,data/l2arctic/ERMS/wav/arctic_b0267.wav,ERMS,Spanish,M,the boy threw back his head with pride
saxon nodded and the boy frowned,data/l2arctic/ERMS/wav/arctic_b0268.wav,ERMS,Spanish,M,saxon nodded and the boy frowned
why not like any railroad station or ferry depot,data/l2arctic/ERMS/wav/arctic_b0269.wav,ERMS,Spanish,M,why not like any way road station or fairy depot
we could throw stones with our feet,data/l2arctic/ERMS/wav/arctic_b0270.wav,ERMS,Spanish,M,we could throw stones with our feet
it was put together in a casual helter skelter sort of way,data/l2arctic/ERMS/wav/arctic_b0271.wav,ERMS,Spanish,M,it was put together in a casual helter skelter's sorrow away
these were merely stout sticks an inch or so in diameter,data/l2arctic/ERMS/wav/arctic_b0272.wav,ERMS,Spanish,M,these were merely stout sticks an inch or so in the amateur
then it was that a strange thing happened,data/l2arctic/ERMS/wav/arctic_b0273.wav,ERMS,Spanish,M,then he was that strange thing happened
but i did not enjoy it long,data/l2arctic/ERMS/wav/arctic_b0275.wav,ERMS,Spanish,M,but i did not enjoy it long
we were now good friends,data/l2arctic/ERMS/wav/arctic_b0276.wav,ERMS,Spanish,M,we were now good friends
two of the folk were already up,data/l2arctic/ERMS/wav/arctic_b0277.wav,ERMS,Spanish,M,two of the folk were already up
now animals do not like mockery,data/l2arctic/ERMS/wav/arctic_b0278.wav,ERMS,Spanish,M,now animals do not like mockery
he gave one last snarl and slid from view among the trees,data/l2arctic/ERMS/wav/arctic_b0279.wav,ERMS,Spanish,M,he gave one last snort and slid from view among the trees
again the girls applauded and missus hall cried,data/l2arctic/ERMS/wav/arctic_b0280.wav,ERMS,Spanish,M,again the girls applauded a missus hall cried
just the same id sooner be myself than have book indigestion,data/l2arctic/ERMS/wav/arctic_b0281.wav,ERMS,Spanish,M,just the same i'd sooner be myself than have book in digestion
