transcription,path_to_audio,speaker_id,native_language,gender,sew_mid_transcriptions
the steward has just tendered me a respectful bit of advice,data/l2arctic/THV/wav/arctic_b0434.wav,THV,Vietnamese,F,the ste war had ros tender me a respectfull bit up advize
well did they eat,data/l2arctic/THV/wav/arctic_b0435.wav,THV,Vietnamese,F,where did thet
famine had been my great ally,data/l2arctic/THV/wav/arctic_b0436.wav,THV,Vietnamese,F,farmin has been my great ale
nowhere in the north is the soil so prolific,data/l2arctic/THV/wav/arctic_b0437.wav,THV,Vietnamese,F,noway in the nort ethe soo so berly fic
they ran the canoe in and climbed the high earth bank,data/l2arctic/THV/wav/arctic_b0438.wav,THV,Vietnamese,F,they ran the canoil in and cli the hih erch ank
the land exchanged its austere robes for the garb of a smiling wanton,data/l2arctic/THV/wav/arctic_b0439.wav,THV,Vietnamese,F,the lan chane is ostere wops or the caf p smileiin wantan
there were stir and bustle new faces and fresh facts,data/l2arctic/THV/wav/arctic_b0440.wav,THV,Vietnamese,F,there wa ster em busto new face in fresh fact
and there was ethel baird whom also you must remember,data/l2arctic/THV/wav/arctic_b0441.wav,THV,Vietnamese,F,in the was est briider whom also you must remember
he had become a man very early in life,data/l2arctic/THV/wav/arctic_b0442.wav,THV,Vietnamese,F,he had become a an very earlyfin life
i did not think you would be so early,data/l2arctic/THV/wav/arctic_b0443.wav,THV,Vietnamese,F,i did not think you would be so aly
mops sir eagerly answered the sailor at the wheel,data/l2arctic/THV/wav/arctic_b0445.wav,THV,Vietnamese,F,mark  ser egerlys ansered the seor at the will
some one had thrust a large sheath knife into his hand,data/l2arctic/THV/wav/arctic_b0446.wav,THV,Vietnamese,F,some one has throws alasseenife into his hand
obrien emitted a shriek that sank swiftly to a gurgling sob,data/l2arctic/THV/wav/arctic_b0447.wav,THV,Vietnamese,F,areenemited asprick the sang swifly to a gurgglling sopp
sandel would never become a world champion,data/l2arctic/THV/wav/arctic_b0448.wav,THV,Vietnamese,F,sangde would never become a warchimion
also she wouldnt walk,data/l2arctic/THV/wav/arctic_b0449.wav,THV,Vietnamese,F,also she would annt work
to my dearest and always appreciated friend i submit myself,data/l2arctic/THV/wav/arctic_b0450.wav,THV,Vietnamese,F,to my dearest and always appreciated frieend i submit myself
you used to joy ride like the very devil,data/l2arctic/THV/wav/arctic_b0451.wav,THV,Vietnamese,F,you used to ja rite lite thee veri divol
they saw each other for the first time in boston,data/l2arctic/THV/wav/arctic_b0452.wav,THV,Vietnamese,F,the saw each ather for the first time in boston
isaac ford the austere soldier of the lord the old hypocrite,data/l2arctic/THV/wav/arctic_b0453.wav,THV,Vietnamese,F,is a frort the osthe sordier of the law the o hih brubrite
eighteen he added,data/l2arctic/THV/wav/arctic_b0454.wav,THV,Vietnamese,F,atin he added
his reward should have been peace and repose,data/l2arctic/THV/wav/arctic_b0455.wav,THV,Vietnamese,F,history wall should have been bis and risbols
he was an amphibian and a mountaineer,data/l2arctic/THV/wav/arctic_b0456.wav,THV,Vietnamese,F,his wa on amphibian and a mountinner
it was sanctification and salvation,data/l2arctic/THV/wav/arctic_b0457.wav,THV,Vietnamese,F,is worth sentification an sanvation
the history of the eighteenth century is written ernest prompted,data/l2arctic/THV/wav/arctic_b0458.wav,THV,Vietnamese,F,the history of the eighteenh century riton onis promt
they are not biologists nor sociologists,data/l2arctic/THV/wav/arctic_b0459.wav,THV,Vietnamese,F,theey are no boloi nor sosologis
the more his opponents grew excited the more ernest deliberately excited them,data/l2arctic/THV/wav/arctic_b0460.wav,THV,Vietnamese,F,the more his upponnan gres ecited the more urnest deliboratelys ecited them
one guess will do ernest retorted,data/l2arctic/THV/wav/arctic_b0462.wav,THV,Vietnamese,F,one gess weu do ernest restarted
take my advice and accept the vacation,data/l2arctic/THV/wav/arctic_b0463.wav,THV,Vietnamese,F,take my advise ehelication
i could not agree with ernest,data/l2arctic/THV/wav/arctic_b0464.wav,THV,Vietnamese,F,i could not agre with urnesst
but such divergence of opinion would constitute no menace to society,data/l2arctic/THV/wav/arctic_b0465.wav,THV,Vietnamese,F,but chust deversions op opinion would constituuue no menis to society
it is dog eat dog and you ate them up,data/l2arctic/THV/wav/arctic_b0466.wav,THV,Vietnamese,F,is a dok edall and you at them up
let us run them for ourselves,data/l2arctic/THV/wav/arctic_b0467.wav,THV,Vietnamese,F,less aran them for ourselfs
it was introduced by representative dick of ohio,data/l2arctic/THV/wav/arctic_b0468.wav,THV,Vietnamese,F,thiswointdioby reresentee dak up ohio
very few people knew of the existence of this law,data/l2arctic/THV/wav/arctic_b0469.wav,THV,Vietnamese,F,very fe peple ne of the assistante off this law
the very thing ernest agreed,data/l2arctic/THV/wav/arctic_b0470.wav,THV,Vietnamese,F,the varitiing rnist agreed
also a fellow senator chauncey depew said,data/l2arctic/THV/wav/arctic_b0471.wav,THV,Vietnamese,F,also a falo seniter charshide bouset
ernest saw in the affair the most sinister import,data/l2arctic/THV/wav/arctic_b0472.wav,THV,Vietnamese,F,unisaw in the offare the most sinister embort
then there was the campaign,data/l2arctic/THV/wav/arctic_b0473.wav,THV,Vietnamese,F,then ther was the cmban
he was manifestly distressed by my coming,data/l2arctic/THV/wav/arctic_b0474.wav,THV,Vietnamese,F,is wore manifestly distraiped by my coming
not a wheel moved in his empire,data/l2arctic/THV/wav/arctic_b0475.wav,THV,Vietnamese,F,not a weal mooe in his empy
the reorganization of these countries took the form of revolution,data/l2arctic/THV/wav/arctic_b0476.wav,THV,Vietnamese,F,the dreogonagation of this country took ofthe fon op revoluton
youre going in for grab sharing,data/l2arctic/THV/wav/arctic_b0477.wav,THV,Vietnamese,F,you are goin in for graff sharing
violation of this law was made a high misdemeanor and punished accordingly,data/l2arctic/THV/wav/arctic_b0479.wav,THV,Vietnamese,F,violation of this law were made a hiigh miss demenner a punish a corteny
without discussion it was the agents provocateurs who caused the peasant revolt,data/l2arctic/THV/wav/arctic_b0480.wav,THV,Vietnamese,F,with their discrusion this were the agieenn provocators who cosed the byssion revote
the task we set ourselves was threefold,data/l2arctic/THV/wav/arctic_b0481.wav,THV,Vietnamese,F,the tap was set ours err wert tree ford
many other similar disconcerting omissions will be noticed in the manuscript,data/l2arctic/THV/wav/arctic_b0482.wav,THV,Vietnamese,F,many other similar disconsrtan o mysson will be noted in the manegsccriptt
the flower of the artistic and intellectual world were revolutionists,data/l2arctic/THV/wav/arctic_b0483.wav,THV,Vietnamese,F,the flowerof the etetis and intelector words were revolutionist
this the iron heel foresaw and laid its schemes accordingly,data/l2arctic/THV/wav/arctic_b0484.wav,THV,Vietnamese,F,this is the iiron hee forshll  late esceme occordinnyy
the mob came on but it could not advance,data/l2arctic/THV/wav/arctic_b0485.wav,THV,Vietnamese,F,the mop come on but he could not effend
but why continue the tirade for tirade it was,data/l2arctic/THV/wav/arctic_b0486.wav,THV,Vietnamese,F,but why continue the terade for teraises werved
after all superfluous flesh is gone what is left is stringy and resistant,data/l2arctic/THV/wav/arctic_b0487.wav,THV,Vietnamese,F,after all suprflu flesh is gone what is  eft e stringgy and resisten
beyond refusing to sell us food they left us to ourselves,data/l2arctic/THV/wav/arctic_b0488.wav,THV,Vietnamese,F,be yong refusing to sel us foot telep us to our sellves
he was a merry monarch especially so for an asiatic,data/l2arctic/THV/wav/arctic_b0489.wav,THV,Vietnamese,F,his wor merry morna especiaally so for an esientic
what an excited whispering and conferring took place,data/l2arctic/THV/wav/arctic_b0490.wav,THV,Vietnamese,F,what an ecities whispering in confering too place
jacob brinker who was his road mate brought the news,data/l2arctic/THV/wav/arctic_b0491.wav,THV,Vietnamese,F,jake up rinerr who were hiis rote me brokd the news
thus he turned the tenets and jargon of psychology back on me,data/l2arctic/THV/wav/arctic_b0492.wav,THV,Vietnamese,F,thus he turmed the tenat in gagan of sicolagy back on me
you yellow giant thing of the frost,data/l2arctic/THV/wav/arctic_b0493.wav,THV,Vietnamese,F,yu yellow chianpings of the frost
never so strange a prophet came up to jerusalem,data/l2arctic/THV/wav/arctic_b0494.wav,THV,Vietnamese,F,never so strain a brofet came up to cejuseim
i have seen myself that one man contemplated by pascals philosophic eye,data/l2arctic/THV/wav/arctic_b0496.wav,THV,Vietnamese,F,i have seen my sel that one men contemplated my besco fhiylosofic ye
one great drawback to farming in california is our long dry summer,data/l2arctic/THV/wav/arctic_b0497.wav,THV,Vietnamese,F,one great draback to fammy in clafoma or long dri summer
i remembered the red wine of the italian rancho and shuddered inwardly,data/l2arctic/THV/wav/arctic_b0498.wav,THV,Vietnamese,F,i remember the ret wi of the  tellin rankl and shuters in gwardly
i said and dismissed the matter as not worth thinking about,data/l2arctic/THV/wav/arctic_b0499.wav,THV,Vietnamese,F,i said and dismissed the metterr as not worke thiking abouut it
then came my boy code,data/l2arctic/THV/wav/arctic_b0500.wav,THV,Vietnamese,F,then came my bol called
and wherever i ranged the way lay along alcohol drenched roads,data/l2arctic/THV/wav/arctic_b0501.wav,THV,Vietnamese,F,and wherever i range the way lay a long angohol rench rows
and as we hurried up town joe goose explained,data/l2arctic/THV/wav/arctic_b0502.wav,THV,Vietnamese,F,and es we hurry of tal jo goos isppland
the scents of strange vegetation blew off the tropic land,data/l2arctic/THV/wav/arctic_b0503.wav,THV,Vietnamese,F,the sent op strangers vegitationn blue of the toffic land
the life there was healthful and athletic but too juvenile,data/l2arctic/THV/wav/arctic_b0504.wav,THV,Vietnamese,F,the lih there was hlefor and aelitticc but do rovener
how valiantly i went at it that first day,data/l2arctic/THV/wav/arctic_b0505.wav,THV,Vietnamese,F,how vilenly i went at is thas firstday
it would help to tide me along until i got steady employment,data/l2arctic/THV/wav/arctic_b0506.wav,THV,Vietnamese,F,it would haw to tie me along until i gos tey embroyment
did i possess too much vitality,data/l2arctic/THV/wav/arctic_b0507.wav,THV,Vietnamese,F,did i posess to mar vadoliti
in his anxiety and solicitude and love they did not count,data/l2arctic/THV/wav/arctic_b0508.wav,THV,Vietnamese,F,in his anciaty and solitude and love they did not count
he had fulfilled his duty and paid properly,data/l2arctic/THV/wav/arctic_b0509.wav,THV,Vietnamese,F,he have oom fe his deuuty and bay broply
he knew what taboos he was violating,data/l2arctic/THV/wav/arctic_b0510.wav,THV,Vietnamese,F,he nere what abs he were violating
do you value your hide,data/l2arctic/THV/wav/arctic_b0511.wav,THV,Vietnamese,F,do you vallou your hide
there are four all low mcoy answered,data/l2arctic/THV/wav/arctic_b0240.wav,THV,Vietnamese,F,therere for aalone maccu answeer
tudor surveyed him with withering disgust,data/l2arctic/THV/wav/arctic_b0257.wav,THV,Vietnamese,F,to roservay him with with her in disgust
from the source of light a harsh voice said,data/l2arctic/THV/wav/arctic_b0274.wav,THV,Vietnamese,F,from the soull of ly a huswos saad
the awe of man rushed over him again,data/l2arctic/THV/wav/arctic_b0291.wav,THV,Vietnamese,F,the art membras of alimoine
we never made another migration,data/l2arctic/THV/wav/arctic_b0308.wav,THV,Vietnamese,F,we never made another in vigration
it was a gigantic inadequacy,data/l2arctic/THV/wav/arctic_b0325.wav,THV,Vietnamese,F,is world ar chianti in eicras
each improvement makes the value of everything else pump up,data/l2arctic/THV/wav/arctic_b0342.wav,THV,Vietnamese,F,its impruvement makes the valu of everything else pomap
and as never before he was ready to obey,data/l2arctic/THV/wav/arctic_b0359.wav,THV,Vietnamese,F,and as never before his were ready to olbey
thought i and a worthy fool he proved,data/l2arctic/THV/wav/arctic_b0376.wav,THV,Vietnamese,F,partt i an a worty foon he bro
i was still weak from my prolonged immersion,data/l2arctic/THV/wav/arctic_b0393.wav,THV,Vietnamese,F,i was still wek from my prolonge emmoston
have you ever earned a dollar by your own labour,data/l2arctic/THV/wav/arctic_b0410.wav,THV,Vietnamese,F,having you ever urn a dala by your own labour
the sunsets grow more bizarre and spectacular off this coast of the argentine,data/l2arctic/THV/wav/arctic_b0427.wav,THV,Vietnamese,F,the sunset grow mor pbezieers in specticulor of thesco of the acenting
he did not know what went on in the minds of his superiors,data/l2arctic/THV/wav/arctic_b0444.wav,THV,Vietnamese,F,he did not know what went onn in the muise of his superriis
by virtue of that power we shall remain in power,data/l2arctic/THV/wav/arctic_b0461.wav,THV,Vietnamese,F,by lator are their power wih ter reman in power
the oligarchy will encourage such ambition and the consequent competition,data/l2arctic/THV/wav/arctic_b0478.wav,THV,Vietnamese,F,the oligaci will incorage sembition an the consequent compitittian
we who have endured so much surely can endure a little more,data/l2arctic/THV/wav/arctic_b0495.wav,THV,Vietnamese,F,we who aver indoe so musstuly can indue a little more
you should have seen them when they heard me spitting chinook,data/l2arctic/THV/wav/arctic_b0512.wav,THV,Vietnamese,F,you should have seen them when they heaard fmisss pittin jenok
you can take a vacation on pay,data/l2arctic/THV/wav/arctic_a0272.wav,THV,Vietnamese,F,you cantack a rogation on bay
he may anticipate the day of his death,data/l2arctic/THV/wav/arctic_a0544.wav,THV,Vietnamese,F,he may anticipate the day of his deth
they likewise are disinclined to being eaten,data/l2arctic/THV/wav/arctic_b0223.wav,THV,Vietnamese,F,the likkwis as disclinered to be eighton
he plodded on for half an hour when the hallucination arose again,data/l2arctic/THV/wav/arctic_b0513.wav,THV,Vietnamese,F,he bloht on for half an hour when the hole seenation arose agiin
tomorrow or next day it might he gone,data/l2arctic/THV/wav/arctic_b0514.wav,THV,Vietnamese,F,to morrow or next day it mi be gone
but already he had composed himself,data/l2arctic/THV/wav/arctic_b0515.wav,THV,Vietnamese,F,but already he had come bo himself
zilla relaxed her sour mouth long enough to sigh her satisfaction,data/l2arctic/THV/wav/arctic_b0516.wav,THV,Vietnamese,F,ila relax her sorrrro mo to long enap to si hers satification
