transcription,path_to_audio,speaker_id,native_language,gender,sew_small_transcriptions
take away their foreman and they wouldnt be worth their grub,data/l2arctic/NJS/wav/arctic_a0161.wav,NJS,Spanish,F,take way the for men an they would inbe worth theid gro
thats the sub foreman explained thorpe,data/l2arctic/NJS/wav/arctic_a0162.wav,NJS,Spanish,F,jous the selforaman explained thorb
philip made no effort to follow,data/l2arctic/NJS/wav/arctic_a0163.wav,NJS,Spanish,F,felip may no effor to follow
he came first a year ago and revealed himself to jeanne,data/l2arctic/NJS/wav/arctic_a0164.wav,NJS,Spanish,F,he cain ferisy year ao and reveeld himself to jin
they are to attack your camp tomorrow night,data/l2arctic/NJS/wav/arctic_a0165.wav,NJS,Spanish,F,the yard doatav your cam tomorrow night
two days ago jeanne learned where her fathers men were hiding,data/l2arctic/NJS/wav/arctic_a0166.wav,NJS,Spanish,F,two days ago ginny learned where her faters men were hiting
i was near the cabin and saw you,data/l2arctic/NJS/wav/arctic_a0167.wav,NJS,Spanish,F,i was near the cabin an saw you
a low bush whipped him in the face and left no sting,data/l2arctic/NJS/wav/arctic_a0168.wav,NJS,Spanish,F,a low buge weped him in the face and left nostin
suddenly jeanne stopped for an instant,data/l2arctic/NJS/wav/arctic_a0169.wav,NJS,Spanish,F,sodingly ginniyoa stopd frintningstend
and when you come back in a few days bring eileen,data/l2arctic/NJS/wav/arctic_a0171.wav,NJS,Spanish,F,and wen you come bak in a few days brean alene
gregson had left the outer door slightly ajar,data/l2arctic/NJS/wav/arctic_a0172.wav,NJS,Spanish,F,grregson had left the outoer dor slighly a jar
the date was nearly eighteen years old,data/l2arctic/NJS/wav/arctic_a0173.wav,NJS,Spanish,F,thi day was nearly eaighteen years od
they were the presage of storm,data/l2arctic/NJS/wav/arctic_a0174.wav,NJS,Spanish,F,they were thepresage of storm
down there the earth was already swelling with life,data/l2arctic/NJS/wav/arctic_a0175.wav,NJS,Spanish,F,down there the earthwas orbides sweling with life
for the first time in his life he was yearning for a scrap,data/l2arctic/NJS/wav/arctic_a0176.wav,NJS,Spanish,F,for the firsttim in his life he was jorin for a scrap
she had been thoroughly and efficiently mauled,data/l2arctic/NJS/wav/arctic_a0177.wav,NJS,Spanish,F,she had been shoruly aneffitiently moed
every bone in her aged body seemed broken or dislocated,data/l2arctic/NJS/wav/arctic_a0178.wav,NJS,Spanish,F,every morning her ased body seemed broken or dies look at t
tomorrow im going after that bear he said,data/l2arctic/NJS/wav/arctic_a0179.wav,NJS,Spanish,F,tomorrow im going after that burr he said
if not lets say our prayers and go to bed,data/l2arctic/NJS/wav/arctic_a0180.wav,NJS,Spanish,F,if not les stey are prayers and got to bad
so cheer up and give us your paw,data/l2arctic/NJS/wav/arctic_a0181.wav,NJS,Spanish,F,so its your up and gove usk your pol
this time he did not yap for mercy,data/l2arctic/NJS/wav/arctic_a0182.wav,NJS,Spanish,F,thes time he dednibeeup for mercy
and the air was growing chilly,data/l2arctic/NJS/wav/arctic_a0183.wav,NJS,Spanish,F,an deer was groing cheely
dont you see im chewing this thing in two,data/l2arctic/NJS/wav/arctic_a0184.wav,NJS,Spanish,F,ont you sey an oin thesthing into
the questions may have come vaguely in his mind,data/l2arctic/NJS/wav/arctic_a0185.wav,NJS,Spanish,F,the questions may have convagally in his mind
like a flash he launched himself into the feathered mass of the owl,data/l2arctic/NJS/wav/arctic_a0186.wav,NJS,Spanish,F,like a flsh he lownged himself into the featherad mass of the ol
two gigantic owls were tearing at the carcass,data/l2arctic/NJS/wav/arctic_a0188.wav,NJS,Spanish,F,to gigantic oals were teoring og the curcos
the big eyed clucking moose birds were most annoying,data/l2arctic/NJS/wav/arctic_a0189.wav,NJS,Spanish,F,the bik eiged clucking moosburats were most annoin
next to them the canada jays were most persistent,data/l2arctic/NJS/wav/arctic_a0190.wav,NJS,Spanish,F,next to them the canat adjays were mosprosistenet
for a time the exciting thrill of his adventure was gone,data/l2arctic/NJS/wav/arctic_a0191.wav,NJS,Spanish,F,for a time the exciting three of his adventuor was gone
he did not rush in,data/l2arctic/NJS/wav/arctic_a0192.wav,NJS,Spanish,F,he did not arushe in
it was edged with ice,data/l2arctic/NJS/wav/arctic_a0193.wav,NJS,Spanish,F,it mast ate would ese
he drank of the water cautiously,data/l2arctic/NJS/wav/arctic_a0194.wav,NJS,Spanish,F,he drunk of the waer couciiusly
but a strange thing happened,data/l2arctic/NJS/wav/arctic_a0195.wav,NJS,Spanish,F,but a strange thing happaned
he began to follow the footprints of the dog,data/l2arctic/NJS/wav/arctic_a0196.wav,NJS,Spanish,F,he began to follow the fout prins off the dog
such a dog the wise driver kills or turns loose,data/l2arctic/NJS/wav/arctic_a0197.wav,NJS,Spanish,F,sa ydog the wiese driver kills or torns ose
sometimes her dreams were filled with visions,data/l2arctic/NJS/wav/arctic_a0198.wav,NJS,Spanish,F,sometimes heur dreames were fild qet evesins
thus had the raw wilderness prepared him for this day,data/l2arctic/NJS/wav/arctic_a0199.wav,NJS,Spanish,F,ust had the rol wellderness prepire himm for theoes day
he leapt again and the club caught him once more,data/l2arctic/NJS/wav/arctic_a0200.wav,NJS,Spanish,F,he lifed again in the club cot him onse more
he cried and swung the club wildly,data/l2arctic/NJS/wav/arctic_a0201.wav,NJS,Spanish,F,he cried and swong the clob widly
she turned fearing that jacques might see what was in her face,data/l2arctic/NJS/wav/arctic_a0202.wav,NJS,Spanish,F,she tourndfurind that jacks mayh see what was in her fase
they were following the shore of a lake,data/l2arctic/NJS/wav/arctic_a0203.wav,NJS,Spanish,F,they were fallowin the shore of a lak
from now on were pals,data/l2arctic/NJS/wav/arctic_a0205.wav,NJS,Spanish,F,from now on were puowes
he says he bought him of jacques le beau,data/l2arctic/NJS/wav/arctic_a0206.wav,NJS,Spanish,F,he sais he bout him of jaxs labol
how much was it,data/l2arctic/NJS/wav/arctic_a0207.wav,NJS,Spanish,F,how much wisaed
youth had come back to her freed from the yoke of oppression,data/l2arctic/NJS/wav/arctic_a0208.wav,NJS,Spanish,F,youth had come bac to her freed from the yrk of opression
it was not a large lake and almost round,data/l2arctic/NJS/wav/arctic_a0209.wav,NJS,Spanish,F,it was not a large lak in almost round
its diameter was not more than two hundred yards,data/l2arctic/NJS/wav/arctic_a0210.wav,NJS,Spanish,F,ifdiametor was non more than two hondred yards
it drowned all sound that brute agony and death may have made,data/l2arctic/NJS/wav/arctic_a0211.wav,NJS,Spanish,F,adron old sounddoat brut agoony in death ma have made
fresh cases still able to walk they clustered about the spokesman,data/l2arctic/NJS/wav/arctic_a0212.wav,NJS,Spanish,F,fresh cases steal able to walk the clsterid about the sboks man
between him and the beach was cane grass fence of the compound,data/l2arctic/NJS/wav/arctic_a0213.wav,NJS,Spanish,F,between him in the breage was can grassfans of the compound
besides he was paid one case of tobacco per head,data/l2arctic/NJS/wav/arctic_a0214.wav,NJS,Spanish,F,besides he was payd one case of tobarco perhead
they die out of spite,data/l2arctic/NJS/wav/arctic_a0215.wav,NJS,Spanish,F,they did out of spigt
the other felt a sudden wave of irritation rush through him,data/l2arctic/NJS/wav/arctic_a0216.wav,NJS,Spanish,F,the other felt a sudden wave ofibitation rushedd through him
oppressive as the heat had been it was now even more oppressive,data/l2arctic/NJS/wav/arctic_a0217.wav,NJS,Spanish,F,opressive as the had had beeen it was now even more opressive
the ringing of the big bell aroused him,data/l2arctic/NJS/wav/arctic_a0218.wav,NJS,Spanish,F,the wringing of the big belt aroused him
at first he puzzled over something untoward he was sure had happened,data/l2arctic/NJS/wav/arctic_a0219.wav,NJS,Spanish,F,at first he paszeled over somthing untowerd he was sur had hapened
a dead man is of no use on a plantation,data/l2arctic/NJS/wav/arctic_a0220.wav,NJS,Spanish,F,a dead man is of no use on epntation
what part of the united states is your home,data/l2arctic/NJS/wav/arctic_a0222.wav,NJS,Spanish,F,what port of the united state is your hom
my im almost homesick for it already,data/l2arctic/NJS/wav/arctic_a0223.wav,NJS,Spanish,F,might amolmost humsake for it ar ready
she nodded and her eyes grew soft and moist,data/l2arctic/NJS/wav/arctic_a0224.wav,NJS,Spanish,F,she noded in her eyes grow soft and moyst
i was brought up the way most girls in hawaii are brought up,data/l2arctic/NJS/wav/arctic_a0225.wav,NJS,Spanish,F,i was brout ab the way os girls ing how whi irbrot u
that came before my a b cs,data/l2arctic/NJS/wav/arctic_a0226.wav,NJS,Spanish,F,they canne before my aibiecese
it was the same way with our revolvers and rifles,data/l2arctic/NJS/wav/arctic_a0227.wav,NJS,Spanish,F,it it was thesam way with our revovorus and riffls
but it contributed to the smash,data/l2arctic/NJS/wav/arctic_a0228.wav,NJS,Spanish,F,ut a contributed to this mash
the last one i knew was an overseer,data/l2arctic/NJS/wav/arctic_a0229.wav,NJS,Spanish,F,the laosorneay new was an overser
do you know any good land around here,data/l2arctic/NJS/wav/arctic_a0230.wav,NJS,Spanish,F,do you know any good lanerun her
the resident commissioner is away in australia,data/l2arctic/NJS/wav/arctic_a0231.wav,NJS,Spanish,F,the rescia and commtiner is a wat an ostralier
i cannot follow you she said,data/l2arctic/NJS/wav/arctic_a0232.wav,NJS,Spanish,F,i cannot follow you she said
i never allow what cant be changed to annoy me,data/l2arctic/NJS/wav/arctic_a0233.wav,NJS,Spanish,F,i neer allow what cant be changed to annoym
why the average review is more nauseating than cod liver oil,data/l2arctic/NJS/wav/arctic_a0234.wav,NJS,Spanish,F,why the avorge weeview is mor anociating doencoll levor oil
his voice was passionately rebellious,data/l2arctic/NJS/wav/arctic_a0235.wav,NJS,Spanish,F,hes eoyse was pasinatly reballhius
dont you see i hate you,data/l2arctic/NJS/wav/arctic_a0236.wav,NJS,Spanish,F,dont you see i hate you
so hughie and i did the managing ourselves,data/l2arctic/NJS/wav/arctic_a0237.wav,NJS,Spanish,F,so how go any doi the managing orselves
he cried in such genuine dismay that she broke into hearty laughter,data/l2arctic/NJS/wav/arctic_a0239.wav,NJS,Spanish,F,he crid ing sai generin diesmay as she broke into her dae lafter
wash your hands of me,data/l2arctic/NJS/wav/arctic_a0240.wav,NJS,Spanish,F,whats your hans of me
i think its much nicer to quarrel,data/l2arctic/NJS/wav/arctic_a0241.wav,NJS,Spanish,F,i fhink is much nice it to corol
i saw it when she rolled,data/l2arctic/NJS/wav/arctic_a0242.wav,NJS,Spanish,F,i sauw it when she rolled
i only read the quotations,data/l2arctic/NJS/wav/arctic_a0243.wav,NJS,Spanish,F,i onlya redequrtations
he was the soul of devotion to his employers,data/l2arctic/NJS/wav/arctic_a0244.wav,NJS,Spanish,F,he was the sol of devotion to his emplears
out of his eighteen hundred he laid aside sixteen hundred each year,data/l2arctic/NJS/wav/arctic_a0245.wav,NJS,Spanish,F,out of his eighteen huendred he lade aside sixteen hundred each year
you have heard always how he was the lover of the princess naomi,data/l2arctic/NJS/wav/arctic_a0246.wav,NJS,Spanish,F,e have court always how he was the lovver off the prinses nalomy
they ought to pass here some time today,data/l2arctic/NJS/wav/arctic_a0247.wav,NJS,Spanish,F,the okto pice heer sometime today
i had been sad too long already,data/l2arctic/NJS/wav/arctic_a0248.wav,NJS,Spanish,F,i had been sat too long arready
all eyes however were staring at him in certitude of expectancy,data/l2arctic/NJS/wav/arctic_a0249.wav,NJS,Spanish,F,old eyes however were staring at him in sertitude of expectancy
he had observed the business life of hawaii and developed a vaulting ambition,data/l2arctic/NJS/wav/arctic_a0250.wav,NJS,Spanish,F,he had absarvet the bastns life of hawiy in developd of volding ambition
i may manage to freight a cargo back as well,data/l2arctic/NJS/wav/arctic_a0251.wav,NJS,Spanish,F,i may manage to fright a carogol back as well
obrien had been a clean living young man with ideals,data/l2arctic/NJS/wav/arctic_a0252.wav,NJS,Spanish,F,obriyan had been a clean living young man with ideals
he it was that lived to found the family of the patino,data/l2arctic/NJS/wav/arctic_a0253.wav,NJS,Spanish,F,he it was theleaved who found the family of the pateino
straight out they swam their heads growing smaller and smaller,data/l2arctic/NJS/wav/arctic_a0254.wav,NJS,Spanish,F,striged out they swum their hads growin as morner nd asmorer
see the length of the body and that elongated neck,data/l2arctic/NJS/wav/arctic_a0256.wav,NJS,Spanish,F,seethelenth of the body in that ilomgated nec
they are coming ashore whoever they are,data/l2arctic/NJS/wav/arctic_a0257.wav,NJS,Spanish,F,theire coming a shore whoever they are
soaked in seawater they offset the heat rays,data/l2arctic/NJS/wav/arctic_a0258.wav,NJS,Spanish,F,sokt in see witer they of said the heet rase
think of investing in such an adventure,data/l2arctic/NJS/wav/arctic_a0259.wav,NJS,Spanish,F,think of investigating in suchan adventure
nobody knew his history they of the junta least of all,data/l2arctic/NJS/wav/arctic_a0260.wav,NJS,Spanish,F,noverin new his historyday of they jonethat lest of all
i have been doubly baptized,data/l2arctic/NJS/wav/arctic_a0261.wav,NJS,Spanish,F,iave been dubly bubtised
they wouldnt be sweeping a big vessel like the martha,data/l2arctic/NJS/wav/arctic_a0262.wav,NJS,Spanish,F,they woldant be sweeping a big vesle like the marte
joan looked triumphantly at sheldon who bowed,data/l2arctic/NJS/wav/arctic_a0263.wav,NJS,Spanish,F,jone looked promfiently at sheldon who bowed
and i hope youve got plenty of chain out captain young,data/l2arctic/NJS/wav/arctic_a0264.wav,NJS,Spanish,F,in e horp eo ofe god planty of chain out capting yong
the discovery seemed to have been made on the spur of the moment,data/l2arctic/NJS/wav/arctic_a0265.wav,NJS,Spanish,F,the discovery seemed to have been mad on the sport of the moment
they handled two men already both grub thieves,data/l2arctic/NJS/wav/arctic_a0266.wav,NJS,Spanish,F,they handole too man already both grab fhiees
eli harding asked as shunk started to follow,data/l2arctic/NJS/wav/arctic_a0267.wav,NJS,Spanish,F,ayly harding aska stronk starte to follow
now go ahead and tell me in a straightforward way what has happened,data/l2arctic/NJS/wav/arctic_a0268.wav,NJS,Spanish,F,now goa head and tell me in a stra forlorway what has happened
thats where they cut off the scottish chiefs and killed all hands,data/l2arctic/NJS/wav/arctic_a0269.wav,NJS,Spanish,F,das ware they cout off the scottis sheves and kiled ol hands
and after the bath a shave would not be bad,data/l2arctic/NJS/wav/arctic_a0270.wav,NJS,Spanish,F,in after tha path a shave would not be bad
now please give a plain statement of what occurred,data/l2arctic/NJS/wav/arctic_a0271.wav,NJS,Spanish,F,now please give a plan statement of what ocurd
they are big trees and require plenty of room,data/l2arctic/NJS/wav/arctic_a0273.wav,NJS,Spanish,F,they are big trees and require plainty a bron
and raoul listened again to the tale of the house,data/l2arctic/NJS/wav/arctic_a0274.wav,NJS,Spanish,F,and rooollhy sent again to the tal of the house
