transcription,path_to_audio,speaker_id,native_language,gender,whisper_small_transcriptions
i want my men to work by themselves,data/l2arctic/NJS/wav/arctic_b0121.wav,NJS,Spanish,F,i want my men to work by themselves.
neither could they understand the growing disaffection among thorpes men,data/l2arctic/NJS/wav/arctic_b0123.wav,NJS,Spanish,F,neither could they understand the growing disaffection among torpsmen.
two weeks passed and in that time thorpe left camp three times,data/l2arctic/NJS/wav/arctic_b0124.wav,NJS,Spanish,F,"two weeks passed, and in that time, torp left camp three times."
it was the third or fourth time that philip had heard macdougall swear,data/l2arctic/NJS/wav/arctic_b0125.wav,NJS,Spanish,F,it was the third or fourth time that philip had heard mcdougall swear.
blood was oozing slowly from the wounded mans right breast,data/l2arctic/NJS/wav/arctic_b0126.wav,NJS,Spanish,F,blood was oozing slowly from the wooded man's right breast.
he destroyed everything that had belonged to the woman,data/l2arctic/NJS/wav/arctic_b0127.wav,NJS,Spanish,F,he destroyed everything that had belonged to the woman.
philip bent low over pierre,data/l2arctic/NJS/wav/arctic_b0128.wav,NJS,Spanish,F,philip ben low over peter.
did thorpe go to see any one in churchill,data/l2arctic/NJS/wav/arctic_b0129.wav,NJS,Spanish,F,did thurpe got to see anyone in churchill?
she saw the answer in his face,data/l2arctic/NJS/wav/arctic_b0130.wav,NJS,Spanish,F,she saw the answer in his face.
thorpe and his men were to destroy this camp and kill you,data/l2arctic/NJS/wav/arctic_b0131.wav,NJS,Spanish,F,torb and his men were to destroy this camp and kill you.
there is no need of further detail now for you can understand,data/l2arctic/NJS/wav/arctic_b0132.wav,NJS,Spanish,F,"there is no need for further detail. now, for you can understand."
there followed a roar that shook the earth,data/l2arctic/NJS/wav/arctic_b0133.wav,NJS,Spanish,F,there followed a roar that shook the earth.
blind with rage he darted in,data/l2arctic/NJS/wav/arctic_b0134.wav,NJS,Spanish,F,"blind with rage, he there stood in."
in it was the joy of life,data/l2arctic/NJS/wav/arctic_b0135.wav,NJS,Spanish,F,in it was the joy of life.
swiftly his eyes measured the situation,data/l2arctic/NJS/wav/arctic_b0136.wav,NJS,Spanish,F,swiftly his eyes measured the situation.
but this little defect did not worry him,data/l2arctic/NJS/wav/arctic_b0137.wav,NJS,Spanish,F,but this little defect did not worry him.
and then steadily he began to chew,data/l2arctic/NJS/wav/arctic_b0138.wav,NJS,Spanish,F,and then steadily he began to chew.
they edged nearer and stood shoulder to shoulder facing their world,data/l2arctic/NJS/wav/arctic_b0140.wav,NJS,Spanish,F,they etched miniter and stood shoulder to shoulder facing the world.
it was beating and waiting in the ambush of those black pits,data/l2arctic/NJS/wav/arctic_b0141.wav,NJS,Spanish,F,it was beating and waiting in the ambush of those black pits.
something vastly more thrilling had come into it now,data/l2arctic/NJS/wav/arctic_b0142.wav,NJS,Spanish,F,something vastly more thrilling had come into it now.
it took him half an hour to reach the edge of it,data/l2arctic/NJS/wav/arctic_b0143.wav,NJS,Spanish,F,it took him half an hour to reach the edge of it.
but there was no longer the mother yearning in his heart,data/l2arctic/NJS/wav/arctic_b0144.wav,NJS,Spanish,F,but there was no longer the mother yearning in his heart.
besides had he not whipped the big owl in the forest,data/l2arctic/NJS/wav/arctic_b0145.wav,NJS,Spanish,F,"besides, had he not whipped the big owl in the forest?"
after all it was simply a mistake in judgment,data/l2arctic/NJS/wav/arctic_b0146.wav,NJS,Spanish,F,"after all, it was simply a mistake in judgment."
had it struck squarely it would have killed him,data/l2arctic/NJS/wav/arctic_b0147.wav,NJS,Spanish,F,how did you strike squirrely? it would have killed him.
the indian even poked his stick into the thick ground spruce,data/l2arctic/NJS/wav/arctic_b0148.wav,NJS,Spanish,F,the indian even poked his stick into the fake ground spruce.
pebbles and dirt flew along with hair and fur,data/l2arctic/NJS/wav/arctic_b0149.wav,NJS,Spanish,F,pebbles in dirt flew along with her in fur.
and he was filled with a strange and foreboding fear,data/l2arctic/NJS/wav/arctic_b0150.wav,NJS,Spanish,F,and he was filled with a strange and foreboding fear.
it was steel a fisher trap,data/l2arctic/NJS/wav/arctic_b0151.wav,NJS,Spanish,F,it was still a fish trap.
ow a wild dog he growled,data/l2arctic/NJS/wav/arctic_b0152.wav,NJS,Spanish,F,"oh, a wild dog. she growled."
he was a pariah a wanderer without a friend or a home,data/l2arctic/NJS/wav/arctic_b0153.wav,NJS,Spanish,F,"he was a pariah, a wanderer without a friend or a home."
that is the strange part of it,data/l2arctic/NJS/wav/arctic_b0154.wav,NJS,Spanish,F,that is the strange part of it.
his freshly caught furs he flung to the floor,data/l2arctic/NJS/wav/arctic_b0155.wav,NJS,Spanish,F,"his freshly caught forest, he flung to the floor."
in the crib the baby sat up and began to prattle,data/l2arctic/NJS/wav/arctic_b0157.wav,NJS,Spanish,F,in the crib the baby set up and began to puddle.
she obeyed shrinking back with the baby in her arms,data/l2arctic/NJS/wav/arctic_b0158.wav,NJS,Spanish,F,"she obeyed, shrinking back with a baby in her arms."
his teeth shut with a last click,data/l2arctic/NJS/wav/arctic_b0159.wav,NJS,Spanish,F,you stiff-shed with the last click.
it was over when he made his way through the ring of spectators,data/l2arctic/NJS/wav/arctic_b0160.wav,NJS,Spanish,F,it was over when he made his way through the ring of spectators.
in a flash he was on his feet facing him,data/l2arctic/NJS/wav/arctic_b0161.wav,NJS,Spanish,F,"in a flash, he was on his feet, facing him."
he thought he saw a shudder pass through the factors shoulders,data/l2arctic/NJS/wav/arctic_b0162.wav,NJS,Spanish,F,he thought he saw a shoulder pass through the factors' shoulders.
the moon had already begun its westward decline,data/l2arctic/NJS/wav/arctic_b0163.wav,NJS,Spanish,F,"the moon had already begun, its westward decline."
they laughed like two happy children,data/l2arctic/NJS/wav/arctic_b0164.wav,NJS,Spanish,F,they loved like two happy children.
he pulled and the log crashed down to break his back,data/l2arctic/NJS/wav/arctic_b0165.wav,NJS,Spanish,F,he pulled and the lock crashed down to break his back.
fast but endure,data/l2arctic/NJS/wav/arctic_b0166.wav,NJS,Spanish,F,"fast, but endure."
a little before dawn of the day following the fire relief came,data/l2arctic/NJS/wav/arctic_b0167.wav,NJS,Spanish,F,"a little before dawn of the day following, the fire relief came.!!!!!!!"
the indian felt the worship of her warm in his heart,data/l2arctic/NJS/wav/arctic_b0168.wav,NJS,Spanish,F,"the indian felt the work of her, warm in his heart.!!!!!!!"
he drew in a deep breath as he looked at them,data/l2arctic/NJS/wav/arctic_b0169.wav,NJS,Spanish,F,he drew in a deep breath as he looked at them.!!!!!!!
then he shouted shut up,data/l2arctic/NJS/wav/arctic_b0170.wav,NJS,Spanish,F,"then he shouted, shut up.!!!!!!!"
he changed his seat for a steamer reclining chair,data/l2arctic/NJS/wav/arctic_b0171.wav,NJS,Spanish,F,he changed his seat for a steamer reclining chair.!!!!!!!
on the far corner of the compound fence a hawk brooded,data/l2arctic/NJS/wav/arctic_b0172.wav,NJS,Spanish,F,"on the far corner of the compound fence, a hawk brooded.!!!!!!!"
hatred and murder and lust for revenge they possessed to overflowing,data/l2arctic/NJS/wav/arctic_b0174.wav,NJS,Spanish,F,"hatred and murder, and lust for revenge they possess to overflowing.!!!!!!!"
sheldon glanced at the thermometer,data/l2arctic/NJS/wav/arctic_b0175.wav,NJS,Spanish,F,sheldon glanced at the thermometer.!!!!!!!
ill see to poor hughie,data/l2arctic/NJS/wav/arctic_b0176.wav,NJS,Spanish,F,i'll see you to purr hagi.!!!!!!!
her gray eyes were flashing and her lips were quivering,data/l2arctic/NJS/wav/arctic_b0177.wav,NJS,Spanish,F,her grey eyes were flashing and her lips were quivering.!!!!!!!
also i want information,data/l2arctic/NJS/wav/arctic_b0178.wav,NJS,Spanish,F,"also, i want information.!!!!!!!"
let them go out and eat with my boys,data/l2arctic/NJS/wav/arctic_b0179.wav,NJS,Spanish,F,let them go out and eat with my boys.!!!!!!!
i i beg pardon he drawled,data/l2arctic/NJS/wav/arctic_b0180.wav,NJS,Spanish,F,"i beg pardon, he drolled.!!!!!!!"
and you preferred a cannibal isle and a cartridge belt,data/l2arctic/NJS/wav/arctic_b0181.wav,NJS,Spanish,F,and you prefer a carnival aisle in a cartridge belt.!!!!!!!
i was in new york when the crash came,data/l2arctic/NJS/wav/arctic_b0182.wav,NJS,Spanish,F,i was in new york when the crash came.!!!!!!!
no i did not fall among thieves,data/l2arctic/NJS/wav/arctic_b0183.wav,NJS,Spanish,F,"no, i did not fall among thieves.!!!!!!!"
such things in her brain were like so many oaths on her lips,data/l2arctic/NJS/wav/arctic_b0184.wav,NJS,Spanish,F,such things in her brain were like so many odds in her lips.!!!!!!!
your being wrecked here has been a godsend to me,data/l2arctic/NJS/wav/arctic_b0185.wav,NJS,Spanish,F,you're being wrecked. here has been a god sent to me.!!!!!!!
i cant go elsewhere by your own account,data/l2arctic/NJS/wav/arctic_b0186.wav,NJS,Spanish,F,i can't go elsewhere by your own account.!!!!!!!
her achievements with cocoanuts were a revelation,data/l2arctic/NJS/wav/arctic_b0187.wav,NJS,Spanish,F,her achievements with coconuts were a revelation.!!!!!!!
he glanced down at her helplessly and moistened his lips,data/l2arctic/NJS/wav/arctic_b0188.wav,NJS,Spanish,F,he glanced down at her helplessly and moistened his lips.!!!!!!!
that is what distinguishes all of us from the lower animals,data/l2arctic/NJS/wav/arctic_b0189.wav,NJS,Spanish,F,that is what distinguishes all of us from the lower animals.!!!!!!!
he also contended that better confidence was established by carrying no weapons,data/l2arctic/NJS/wav/arctic_b0191.wav,NJS,Spanish,F,he also contended that better confidence was established by carrying no weapons.!!!!!!!
outsiders are allowed five minute speeches the sick man urged,data/l2arctic/NJS/wav/arctic_b0192.wav,NJS,Spanish,F,"outsiders allowed five-minute speeches, the sick man orished.!!!!!!!"
so was packards finish suicide,data/l2arctic/NJS/wav/arctic_b0193.wav,NJS,Spanish,F,so was puckers finished suicide.!!!!!!!
joan cried with shining eyes,data/l2arctic/NJS/wav/arctic_b0194.wav,NJS,Spanish,F,joanne cried with shining eyes.!!!!!!!
nobody knows how the natives got them,data/l2arctic/NJS/wav/arctic_b0195.wav,NJS,Spanish,F,nobody knows how the natives got them.!!!!!!!
how can you manage all alone mister young,data/l2arctic/NJS/wav/arctic_b0196.wav,NJS,Spanish,F,"how can you manage all alone, mr. young?!!!!!!!"
the planters are already considering the matter,data/l2arctic/NJS/wav/arctic_b0197.wav,NJS,Spanish,F,the planters are already considering the matter.!!!!!!!
i use great trouble advisedly,data/l2arctic/NJS/wav/arctic_b0198.wav,NJS,Spanish,F,i use great trouble advisedly.!!!!!!!
dear sir your second victim has fallen on schedule time,data/l2arctic/NJS/wav/arctic_b0199.wav,NJS,Spanish,F,"dear sir, your second victim has fallen on schedule time.!!!!!!!"
we leave the eventuality to time and law,data/l2arctic/NJS/wav/arctic_b0200.wav,NJS,Spanish,F,we leave the eventuality to time and love.!!!!!!!
i also understand that similar branch organizations have made their appearance in europe,data/l2arctic/NJS/wav/arctic_b0201.wav,NJS,Spanish,F,i also understand that similar branch organizations have made their appearance in europe.
society is shaken to its foundations,data/l2arctic/NJS/wav/arctic_b0202.wav,NJS,Spanish,F,society is shaken to its foundations.
a month in australia would finish me,data/l2arctic/NJS/wav/arctic_b0203.wav,NJS,Spanish,F,a month in australia would finish me.
down through the perfume weighted air fluttered the snowy fluffs of the cottonwoods,data/l2arctic/NJS/wav/arctic_b0204.wav,NJS,Spanish,F,dough through the perfume-weighted air flutter the snowy flops of the cottonwoods.
you were destroying my life,data/l2arctic/NJS/wav/arctic_b0205.wav,NJS,Spanish,F,you were destroying my life.
horses and rifles had been her toys camp and trail her nursery,data/l2arctic/NJS/wav/arctic_b0206.wav,NJS,Spanish,F,horses and rifles had been her toys. camp and trail her nursery.
you read the quotations in todays paper,data/l2arctic/NJS/wav/arctic_b0208.wav,NJS,Spanish,F,you read the quotations in today's paper.
hes terribly touchy with his black wards as he calls them,data/l2arctic/NJS/wav/arctic_b0209.wav,NJS,Spanish,F,he's terribly touchy with his black words as he calls them.
whatever he guessed he locked away in the taboo room of naomi,data/l2arctic/NJS/wav/arctic_b0210.wav,NJS,Spanish,F,"whatever he guessed, he locked away in the taboo room of naomi."
this is eighteen eighty,data/l2arctic/NJS/wav/arctic_b0211.wav,NJS,Spanish,F,this is 1880.
death is and has been ever since old maui died,data/l2arctic/NJS/wav/arctic_b0212.wav,NJS,Spanish,F,death is and has been ever since all ma'ui died.
some boy she laughed acquiescence,data/l2arctic/NJS/wav/arctic_b0213.wav,NJS,Spanish,F,"some boy, she left a quasance."
let us talk it over and find a way out,data/l2arctic/NJS/wav/arctic_b0214.wav,NJS,Spanish,F,let's us talk it over and find a way out.
it is a good property and worth more than that,data/l2arctic/NJS/wav/arctic_b0215.wav,NJS,Spanish,F,it is a good property and worth more than that.
i wish you were more adaptable joan retorted,data/l2arctic/NJS/wav/arctic_b0216.wav,NJS,Spanish,F,"i wish you were more adaptable,"" joanne retorted."
such is my passage engaged on the steamer,data/l2arctic/NJS/wav/arctic_b0217.wav,NJS,Spanish,F,such is my passage engaged on this steamer.
the issue was not in doubt,data/l2arctic/NJS/wav/arctic_b0218.wav,NJS,Spanish,F,the issue was not in doubt.
well there are better men in hawaii thats all,data/l2arctic/NJS/wav/arctic_b0219.wav,NJS,Spanish,F,"well, there are better men in hawaii. that's all."
harry bancroft dave lied,data/l2arctic/NJS/wav/arctic_b0220.wav,NJS,Spanish,F,"harry van croft, dave lydde."
its a yankee joan cried,data/l2arctic/NJS/wav/arctic_b0221.wav,NJS,Spanish,F,it's a yankee john crite.
he was the leader and tudor was his lieutenant,data/l2arctic/NJS/wav/arctic_b0222.wav,NJS,Spanish,F,"he was the leader, and tudor was his lieutenant."
they likewise are disinclined to being eaten,data/l2arctic/NJS/wav/arctic_b0223.wav,NJS,Spanish,F,they likewise are declined to be eaten.
the president of the united states was his friend,data/l2arctic/NJS/wav/arctic_b0225.wav,NJS,Spanish,F,the president of the united states was his friend.
your face was the personification of duplicity,data/l2arctic/NJS/wav/arctic_b0226.wav,NJS,Spanish,F,your face was the personification of duplicity.
